global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	a_comp_cor_88	a_comp_cor_89	a_comp_cor_90	a_comp_cor_91	a_comp_cor_92	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11
24386.096519016603	n/a	n/a	594681703.4347937	38812.7287735849	n/a	1506427914.8518653	n/a	23369.06488144189	n/a	n/a	546113193.4330406	23704.85639883754	23939.596949135386	n/a	n/a	n/a	n/a	0.0694513071	-0.1212110454	0.10565265900000001	-0.0114176199	0.0676182147	-0.007819356500000001	-0.139426515	0.106151107	-0.0450587284	0.0926881401	-0.0771577096	0.016766969099999997	-0.08235832530000001	0.072408456	-0.1150443845	0.0624834275	-0.13154182960000002	0.0783813487	-0.0260156346	0.0577436016	-0.1512918241	-0.018623298700000002	0.1090348969	-0.0610689309	0.17056794379999998	-0.2949650272	0.0020480020999999998	-0.1464540731	0.0180772723	-0.026448745099999997	0.1065702316	-0.1295807525	0.1622647002	-0.051079523499999994	0.0067320647	-0.059261906600000004	-0.0474362759	0.045173272699999996	-0.0106349954	-0.0782718706	0.1412462344	0.1246719719	-0.0396811527	-0.013387426200000002	-0.0654697434	0.05141249639999999	0.0686342479	-0.051037739000000006	-0.0914655378	0.0873193212	0.0084792931	0.08460884869999999	-0.0324173673	-0.1056043961	0.0589344965	-0.0790110541	0.100331714	-0.0490684306	0.0061572505	-0.0899365694	0.1399069347	-0.010499878999999998	0.08411145099999999	-0.1439257516	0.037915499500000005	-0.1643640776	0.037137368	-0.0246716575	0.2560638435	-0.1539322654	0.0903121286	-0.13338544089999999	0.0408081016	-0.2117102509	0.0392548063	-0.0358424262	0.1746033521	-0.0409172374	0.0081447334	-0.0614256024	0.0161347509	0.08372395269999999	-0.0036523423	-0.0950803674	0.16451025789999998	0.0525508018	-0.0476729983	-0.0005078564	-0.0065115413	-0.061822148	0.0407754454	0.07739055660000001	0.10323765929999999	-0.0756433579	-0.0765840104	0.0271602079	0.1229218803	-0.09428690869999999	0.1230827756	0.1230566308	0.1230130602	0.00444003	n/a	1.97138664009e-05	n/a	1.61422e-05	n/a	n/a	2.6057062084e-10	0.0919717	n/a	0.00845879360089	n/a	0.00016921200000000002	n/a	n/a	2.8632700944000005e-08	0.00111272	n/a	1.2381457984e-06	n/a	0.000289817	n/a	8.3993893489e-08	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
24415.857995640094	29.761476623491035	885.7454908106032	596134121.6632622	38866.896728515625	54.16795493072277	1510635661.3050985	2934.1673413768126	23371.749172736534	2.684291294644936	7.205419754506585	546238659.3933108	23715.853344432417	23714.89284926314	1.182431	18.45352	0.033965728500000014	0.0211745	-0.0225892595	-0.0821118802	0.06321894110000001	-0.0713491986	-0.0711260789	0.0198669829	-0.0648647918	0.0711637908	0.0289350449	0.05506163	-0.0582066221	-0.1267758429	-0.08790406710000001	0.1512523062	-0.16009522550000002	-0.051303710499999995	-0.1617342808	0.06986712190000001	0.0578400683	0.0724915313	-0.0611145838	-0.0421985326	-0.0654153836	-0.0050818557	0.037932884900000005	-0.00042546440000000015	-0.0073386405	-0.031083287400000006	-0.1153044633	0.0835180828	0.0083145392	0.0037575379	-0.024745183900000002	-0.0211766313	-0.1412584032	-0.0247679391	0.0484154931	0.0376915633	-0.1186694263	-0.11118118169999999	-0.1079208337	0.0782122817	0.0342620495	-0.0523794169	-0.0878301997	0.0041612082	-0.047670502999999996	-0.0113480142	0.0384623103	-0.012065989899999999	-0.055783888600000005	-0.1616667531	0.1191843683	-0.1125271438	-0.0219536771	-0.079920988	0.1677396646	-0.10608518189999999	0.0368051841	0.030260436	0.1749014727	0.058758479	0.0522525955	-0.05067808769999999	-0.033250209700000005	0.0685612739	-0.0569772468	-0.0188332555	0.0268107671	-0.0083578152	0.0532596931	-0.014240188	0.1270840463	0.0420772839	0.0643907311	0.027253394500000003	-0.0432522838	0.0713287767	-0.0854014974	-0.0025034734	0.035518422200000004	-0.0355550626	-0.1981269282	0.020815957	0.06719042730000001	0.041781777	-0.0817703949	-0.010645904099999999	-0.0862064618	0.0599656055	-0.1466620745	0.0150532231	0.0137634729	-0.06811623559999999	-0.1032788945	-0.1662541012	0.0959416558	0.024903574300000002	0.1230130602	0.12277786800000001	0.12238621390000001	-0.000103421	-0.004543451	1.0695903241e-08	2.0642946989401003e-05	3.95197e-05	2.33775e-05	5.4650750625e-10	1.56180668809e-09	0.0861892	-0.00578250000000001	0.0074285781966399985	3.343730625000012e-05	0.000532452	0.00036324	1.3194329759999994e-07	2.83505132304e-07	0.00111112	-1.6000000000000387e-06	1.2345876544e-06	2.5600000000001244e-12	0.000182329	-0.00010748799999999997	3.3243864241000004e-08	1.1553670143999994e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
24555.414602233854	139.55660659376008	19476.04644396552	602968386.2875996	39232.30224609375	365.405517578125	1539173539.5288527	133521.19227653742	23459.962762129933	88.21358939339916	7781.637353667225	550369852.8005232	23810.352509647968	23455.822770777755	1.412608	22.045763	0.04858239442	0.0377677	-0.0040856983	0.1254246946	0.041477447	-0.1383314421	0.0111684425	0.1856192355	-0.0299725695	-0.1505968064	-0.0071547072	-0.0902209439	-0.19733520280000005	-0.1289806196	0.1365009321	0.1533499273	-0.1481500451	-0.049865413399999996	-0.0469771765	0.0255375483	0.17886433440000002	0.0642779513	-0.1535692814	0.1462707225	-0.0232375315	-0.1261000424	-0.08502417599999999	0.10308685960000001	-0.0972813438	-0.0816787992	-0.0800503659	0.0125850545	0.0650049726	0.06895380799999999	0.0303720918	0.1202581759	0.0207035044	-0.0207703984	0.0751661713	-0.0229701077	-0.0187585427	-0.0991057897	-0.0431101696	0.0987795792	-0.12089118410000001	-0.15395223	-0.037050369900000005	0.0206585857	0.0779452093	0.1575763363	-0.0753522722	0.0013204145000000002	0.06483668299999999	0.0661996479	-0.0039896715	0.1759954395	0.0401256319	0.1393705938	0.1743917516	-0.13163817490000002	0.051291803600000005	0.0229254161	0.0474847996	0.15227672220000002	0.0693194934	-0.1260146389	0.1604383945	0.17077468350000002	0.0290204367	-0.085904465	-0.0799818684	0.1037129284	0.0242175492	-0.0469531138	0.1413564857	-0.011701920800000001	0.0095322648	-0.12379372300000001	-0.0388303082	0.0326945341	0.038632912	-0.046013478200000006	0.0585695229	-0.0958730335	-0.1268524101	0.0286679829	0.1924038816	-0.05673127450000001	0.0426960938	0.0031298060999999998	0.0733432244	0.024777138599999998	0.14270978380000002	0.0759304264	0.0213067913	0.08337058650000001	0.0027167869	0.0684746581	-0.1693845999	-0.0148811661	0.12287366890000001	0.12222097380000001	0.1211357154	-8.97154e-05	1.3705599999999993e-05	8.04885299716e-09	1.878434713599998e-10	-6.61912e-06	-4.613882000000001e-05	2.1287907109924e-09	4.38127495744e-11	0.082976	-0.0032132	0.006885016575999999	1.0324654239999996e-05	-0.000191406	-0.0007238580000000001	5.239704041640001e-07	3.6636256835999986e-08	0.00111112	0.0	1.2345876544e-06	0.0	0.0	-0.000182329	0.0	3.3243864241000004e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
24516.947392951966	-38.467209281887335	1479.7261899365192	601080709.4687742	38855.909658755896	-376.39258733785385	1509781715.4093995	141671.37980288398	23474.66869933623	14.705937206297676	216.2645891155703	551060070.5435961	23799.399667615777	23876.985803867745	1.314605	20.516273	0.06344329172000003	0.035629900000000006	-0.1324311748	0.0976593122	-0.0062857725	0.0851176125	0.1428690999	-0.011831370700000001	0.0973656233	-0.0929864455	0.0062279602	0.1216695748	0.0546951001	0.10304745550000001	0.2720583955	0.0033187184999999998	0.10539057119999999	0.0963598964	-0.1113887132	0.1102909814	0.0763765705	0.0756313005	-0.010924883100000001	-0.1711012552	-0.0312222892	-0.044075511500000004	0.1085417566	-0.0028248432	0.0345620165	-0.0672559445	0.017814420600000002	0.0876784513	0.0451808367	0.037393160099999996	-0.12612564	-0.09387271130000001	0.013501817900000001	0.0731655646	-0.0830559338	-0.1121304825	0.0237547184	0.0237997073	-0.1360791039	0.063320871	0.0246703675	0.0165950538	-0.0446218134	-0.0627765367	-0.0013913948999999999	-0.0763337447	-0.0691891919	-0.1103037674	-0.1347167521	-0.0103316035	0.08615038130000001	0.1485373754	-0.0205022852	0.2727621628	-0.0414102073	0.11464235119999999	0.028793299900000006	-0.06236003	0.1518454898	0.09233534619999999	0.0299780504	-0.0671097655	-0.13684154169999999	-0.0331478906	0.052806913	-0.0410458125	0.0786662839	-0.0332813733	-0.1130357683	-0.0766374746	0.0484430345	0.084134186	0.1602988839	0.1394529132	-0.0599476735	-0.0299237609	-0.0188619352	-0.0401244736	-0.0682668202	-0.1290417625	0.020792341699999998	0.029980804	0.0238041009	-0.0421863337	-0.055703212	0.0013517964	-0.0454593329	-0.047524415800000004	-0.18336171899999998	-0.0262413698	0.054006118	-0.0740350542	0.10611294980000001	0.0130171603	-0.2298342468	0.0295381921	0.1226646807	0.12138720970000001	0.11926793710000001	-0.00014198799999999998	-5.2272599999999985e-05	2.0160592143999998e-08	2.7324247107599983e-09	0.00909215	0.00909876912	8.278759949906559e-05	8.26671916225e-05	0.091933	0.008957000000000007	0.008451676489	8.022784900000012e-05	-0.0005727859999999999	-0.00038138	1.4545070439999996e-07	3.2808380179599993e-07	0.00111112	0.0	1.2345876544e-06	0.0	0.000525325	0.000525325	2.75966355625e-07	2.75966355625e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
24413.54103832776	-103.40635462420687	10692.87417666723	596020986.0301138	39082.73658147848	226.82692272258282	1527460298.6972358	51450.452871796566	23467.13071374725	-7.5379855889805185	56.821226739677975	550706223.9360995	23800.979740446157	24374.889516628853	1.6481119999999998	25.721138	0.1181392795	0.06601549999999999	0.0958668776	-0.12929138	0.020865531200000002	0.2366343455	0.0684259982	-0.10862702279999999	-0.007165835	0.035559527599999995	-0.2409761372	0.0219591646	-0.22412087460000002	0.1511755719	0.276205885	-0.0353575335	0.18491689030000005	-0.1741020962	-0.18602271550000002	-0.0334417525	-0.0398994927	-0.0632741375	-0.0685968544	-0.1366104262	-0.11601784289999999	-0.0025028604999999997	-0.0345614046	-0.023623711000000002	0.032303983	-0.17277342	-0.138207603	-0.0134668098	0.0734638133	-0.0148682206	0.0074787152	0.0100187791	0.1411469832	0.1230250183	0.1379111766	0.0603107964	-0.072647903	0.0048193847	0.1101358737	-0.09625759029999999	0.0362183705	0.0618807471	0.08663817	0.21934438920000002	0.1443917755	0.0215165744	0.1310844301	-0.075131401	0.0321819137	-0.076913909	-0.08699349220000001	-0.0340023976	0.017201313899999997	0.273020891	-0.048892171799999995	0.10312216839999999	-0.21845095350000002	0.21260781	0.12073278130000001	-0.0717372197	-0.12147359070000001	-0.06843313349999999	-0.1395372047	0.0722148865	-0.0364981344	-0.0585221666	-0.0682932989	-0.0162811628	0.1025795293	-0.1445375502	0.1315742968	-0.0788049079	0.033749778599999995	-0.0166478727	-0.0211771105	-0.1747438764	0.043009572	0.11360201519999999	0.0838338547	0.1320836267	0.0056663325	-0.0358739856	-0.0682519177	0.046050132	0.008120163	0.0250836489	0.21421459699999998	-0.14620324310000002	0.0210979701	0.0243664811	-0.10423366960000001	0.1404298722	0.0136792422	-0.1111650325	0.030052468500000002	-0.0583319691	0.12238621390000001	0.12027846460000001	0.1167923968	-0.00017696900000000002	-3.498100000000004e-05	3.1318026961000004e-08	1.2236703610000026e-09	0.0576851	0.04859295	0.0023612747897025005	0.0033275707620100004	0.087698	-0.0042350000000000035	0.007690939203999999	1.7935225000000023e-05	8.18191e-05	0.0006546051	4.2850783694601e-07	6.6943651248099995e-09	0.0012290100000000006	0.0001178900000000007	1.5104655801000016e-06	1.3898052100000164e-08	-7.70687e-06	-0.0005330318700000001	5.939584519689999e-11	2.8412297443569693e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
24334.775487476123	-78.76555085163636	6204.012000961714	592181298.0258688	38831.38074421433	-251.35583726414916	1507876130.5021393	63179.75692676144	23408.45738491737	-58.67332882988193	3442.5595159794548	547955877.1414925	23733.536996423198	23771.279272994376	1.390079	21.694166	0.16011777750000006	0.111876	-0.1155899507	-0.1437060397	-0.0697429573	0.17301592010000005	0.0350537988	-0.246184245	0.0390499247	0.0073407061	-0.059627476799999996	-0.021425619700000002	-0.10466724449999999	0.13913201390000002	0.1292016702	0.0028879368	0.17680812350000005	0.0318059745	-0.0444248247	0.0767075221	-0.0555727947	-0.0382822813	-0.0413585706	0.1471832949	-0.19490856269999998	-0.083452239	-0.1040013537	-0.1675292275	0.0127459875	0.08417718240000001	-0.0507762594	-0.0746731608	0.0945429275	-0.09109089279999999	-0.0493767408	-0.0264447042	-0.015597223600000001	-0.0443152726	0.103908264	-0.06624513900000001	0.18785871839999999	-0.1830503359	-0.1435256071	-0.116425073	0.0639112738	0.002750943	-0.0214943053	-0.212354275	-0.055157799	-0.0148905253	-0.16861253760000006	-0.0659608082	0.005581281	0.0328047477	0.0327470683	-0.0028915140999999996	-0.05811853190000001	0.12696552789999999	-0.055992204299999994	0.1673326336	0.023717734900000002	0.0145480478	0.0799843906	-0.08773170220000001	-0.017195089	-0.0393567496	0.0880220725	0.2092614318	-0.09351302	-0.0625588257	0.07258623389999999	-0.1278033424	0.09439227830000001	0.0435790493	-0.0716136636	-0.0917267252	0.0115518519	-0.0009685942999999999	-0.0047984064	0.1025242508	0.0009445263	0.10640398529999999	-0.0248356279	-0.1940958612	-0.1388934017	-0.15024552089999998	-0.1108246235	-0.0785040435	0.0842543751	0.0504293934	-0.1908997234	-0.0544883491	-0.013694909299999999	-0.0627390335	0.1091966922	0.0727361749	0.1107732311	0.12041392710000001	-0.0075456084999999985	0.0745792448	0.1220384262	0.1188972501	0.1137217091	0.00210051	0.002277479	4.412142260099998e-06	5.186910595440999e-06	-0.0494209	-0.10710599999999999	0.011471695236	0.00244242535681	0.0948134	0.007115399999999994	0.008989580819559998	5.062891715999992e-05	-0.000432933	-0.0005147521000000001	2.649697244544101e-07	1.8743098248900003e-07	0.00111112	-0.0001178900000000007	1.2345876544e-06	1.3898052100000164e-08	0.000232029	0.00023973587000000006	5.383745684100001e-08	5.747328736465691e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
24305.796426419718	-28.97906105640141	839.7859797106406	590771739.9225577	38657.68722822081	-173.69351599351646	1494416781.8349464	30169.437498189967	23319.744685811213	-88.71269910615592	7869.942982699358	543810492.2114203	23652.958531979482	23260.74101660504	1.335065	20.835587	0.123505221	0.08263999999999999	0.1062337899	-0.16964735329999994	-0.087291616	-0.0339997519	0.0165950819	-0.0182060041	-0.0391415694	0.2019825447	0.10217760029999999	0.0241186927	-0.0058997418	0.028555882299999998	-0.1122361672	-0.0541271648	0.10192015609999999	-0.0266376816	-0.2192154429	-0.0106190129	-0.030560770499999997	-0.0616495313	-0.0096140501	-0.056585135	0.0063220712	-0.053471499699999994	-0.1293123419	0.014092304299999999	-0.0865528412	0.0775671085	0.0277620758	-0.08985581720000001	0.07603492099999999	-0.166561168	-0.0362869801	-0.051793661500000004	0.0001958436	-0.0201851422	0.052078999800000005	0.0322446189	-0.00017945610000000002	-0.034646816000000004	-0.1901488768	-0.0554465857	-0.0951632091	-0.0120615879	0.1832432406	-0.0349403561	-0.10937036779999999	-0.15610463730000002	0.19471377539999998	0.0746810429	0.0118769848	0.0262451987	-0.0490906757	0.0714852904	-0.043636016900000005	-0.12085225599999999	-0.0525000986	0.0495742555	-0.1553308141	0.0509183261	0.1727371663	-0.0499659913	-0.0344849883	-0.0169731218	-0.0053682582999999996	-0.0020744871	-0.0033558794	-0.1331969023	0.00028048259999999996	0.1038424916	0.0474764753	0.0380806079	-0.11796094800000001	-0.1484165235	-0.017878336499999998	0.06791232400000001	0.0034716574	0.0767270556	0.0119360087	0.036568110699999996	0.0798440102	-0.1253852348	-0.0719692683	0.0738634532	-0.1084690766	-0.0826209829	0.1116350345	-0.1444732138	0.0213542085	0.0058936939	0.052672694400000004	-0.25386196559999996	-0.12068767	-0.10496372220000001	-0.0323836563	0.0266662479	-0.0392831538	0.0415438968	0.1216215147	0.11724669509999999	0.1100715217	-0.00016596099999999998	-0.002266471	2.7543053520999998e-08	5.1368907938409985e-06	0.0259808	0.07540169999999999	0.005685416362890001	0.00067500196864	0.105203	0.0103896	0.011067671208999996	0.00010794378815999996	0.000204609	0.0006375420000000001	4.064598017640001e-07	4.1864842881000015e-08	0.00111112	0.0	1.2345876544e-06	0.0	0.000160622	-7.140700000000003e-05	2.5799426884e-08	5.098959649000004e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
24365.008508936087	59.21208251636561	3506.070715924892	593653639.6405281	38768.32324679392	110.63601857311005	1502982887.367902	12240.32860570955	23330.062564247528	10.317878436315366	106.45861542658169	544291819.251704	23674.708802593184	23629.781581599545	1.289143	20.11891	0.0634476545	0.0409292	-0.0952055567	-0.089114871	0.0164657585	-0.0440054783	-0.07252664269999999	-0.09626099710000001	-0.0838932639	-0.0099011593	0.19508206379999998	-0.026577263700000003	-0.027287705099999997	-0.0242894377	-0.1331960009	0.042072699000000005	-0.0525671403	-0.07207567599999999	-0.1129309717	0.1364311862	-0.1219616885	0.0637789171	-0.0356692593	0.0186044225	0.022956729500000002	0.1105507045	-0.0302240648	0.0219073175	-0.09627324970000001	-0.0032145324	0.0412567167	0.0159573439	-0.0726606961	-0.0097857107	-0.08660647029999999	0.0381763052	-0.0229803114	-0.2515801237	0.0759555477	-0.0321718188	0.0556158554	0.2081397102	0.0087702046	0.0220977853	-0.053058285499999996	0.06313427099999999	0.0378187968	0.0055416963	0.10529009560000001	0.0768293652	-0.0451108728	0.0172484795	0.0260724206	0.058265001399999995	0.0920958069	-0.0302327327	0.06808847559999999	-0.129987659	0.0499441683	-0.042933419900000006	0.0697807276	0.0688088496	0.1734194309	-0.0600278291	0.07825168	-0.0449611787	-0.0127079828	-0.0718575085	-0.1094506577	0.060939040800000004	0.0090192278	0.0801222591	-0.0269715796	0.0421754473	0.0176264076	0.051125072199999996	-0.0857686516	0.0077370898	0.029623192599999997	0.1851158585	0.1395925468	0.1774327762	-0.0059323675	-0.005634271800000001	0.171629384	0.0777570791	0.0361108032	0.0937242164	0.044448834900000005	-0.0495931665	0.028073389100000002	-0.008237601899999999	-0.0187901998	0.1118419685	0.0165642959	0.0509653978	-0.09707256630000001	0.0426472512	-0.0677054377	0.0069373863	0.1211357154	0.11533053859999999	0.1058604351	-0.00015795	8.010999999999988e-06	2.49482025e-08	6.417612099999981e-11	-0.0113344	-0.0373152	0.00139242415104	0.00012846862336	0.0908237	-0.014379299999999998	0.008248944481689998	0.00020676426848999994	0.000271183	6.657399999999996e-05	4.432097475999996e-09	7.354021948899999e-08	0.00111112	0.0	1.2345876544e-06	0.0	-7.70687e-06	-0.00016832887	5.939584519689999e-11	2.8334608475476895e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
24319.983302764394	-45.02520617169285	2027.2691908034476	591461587.8467388	38746.81210384728	-21.511142946641485	1501315448.2108462	462.72927087084366	23295.765063904884	-34.297500342643616	1176.318529753639	542692669.9126513	23629.595107774847	23423.99599717303	1.2755379999999998	19.906591	0.08369754349999999	0.0540765	0.1101544601	-0.08655145539999999	-0.0611170054	0.010174791800000001	0.0237105093	0.0228888127	-0.0430007425	0.0996287686	-0.0045137072	0.0622916876	-0.0758600235	-0.0208597625	-0.2099980444	-0.007512776800000002	-0.0089532356	-0.0297744331	-0.12914123619999998	-0.0837102721	-0.025468789500000002	-0.0334476088	-0.0149424931	0.0481780546	0.0164501383	-0.0208813502	-0.1867910645	-0.011675955600000001	-0.0030610945	0.0904332268	-0.163585555	5.1384000000000015e-06	-0.10137966009999999	0.0263289977	0.0451728786	0.0215907017	0.044001708	-0.10243794789999999	0.1038655371	-0.15293054679999998	-0.0218628313	0.1914644813	-0.0501189754	0.0791894061	0.0520540746	0.1474757569	-0.0502802324	-0.023147466800000002	-0.0793547491	-0.0256139707	-0.021549709700000003	-0.0379779783	0.0098066861	0.1644063164	-0.012697793	-0.0398985096	-0.0008559649000000001	-0.2078128623	0.003953593300000001	0.0025129449	-0.10039775449999999	0.0242415707	0.0679890087	-0.0469670738	0.0160731583	0.0007792410000000001	0.0902184786	0.043189500199999994	-0.0699317322	-0.1345733295	-0.07026291059999999	-0.0188081524	0.1025272344	0.134074014	0.030577967400000006	0.09525789220000001	-0.07564867509999999	0.0023597836	0.0518010477	-0.0313017576	0.0873416934	0.1334061275	-0.1218061677	-0.068181561	0.09155142960000001	0.1783895242	0.0129754	0.1664469499	-0.1250649629	-0.014824761100000004	-0.062159501299999996	0.023628861400000003	0.0124426648	-0.043259037199999996	0.0176540151	0.014413251200000001	0.0422760455	0.1584626294	0.0795969289	-0.0331357832	0.1205813036	0.1131531214	0.10110990789999999	0.0039482	0.004106149999999999	1.5588283239999994e-05	1.6860467822499995e-05	0.0403536	0.051688000000000005	0.002671649344000001	0.0016284130329600002	0.0885896	-0.002234099999999989	0.007848117228160001	4.9912028099999504e-06	0.00017910299999999998	-9.208e-05	8.4787264e-09	3.2077884609e-08	0.000937682	-0.00017343799999999993	8.792475331239999e-07	3.0080739843999976e-08	0.000240161	0.00024786787	5.7677305921e-08	6.143848097833688e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
24289.63633362049	-30.346969143905877	920.9385362211757	589986433.2195365	38733.84788196492	-12.964221882364654	1500310971.7431982	168.07104901518258	23323.189638525026	27.424574620141357	752.1072930957015	543971174.9146012	23654.394187099962	23408.0352245734	1.269685	19.815245	0.116866746	0.06419630000000001	-0.1120369884	-0.11080739740000001	-0.10930977050000001	0.0187689751	0.0095059719	-0.06756120730000001	0.1335275057	-0.0101734613	0.0824332234	-0.050487812300000004	-0.004312677	-0.1304739888	-0.1340330288	0.0599531769	0.0973511549	-0.1630332182	0.1388121664	-0.0454481807	-0.0741127289	0.0975872785	0.08999574789999999	0.0445461282	0.0674185867	-0.1420100051	-0.0036591965	-0.025198593199999997	-0.0137293188	0.1059420269	-0.0780266288	0.0336608411	-0.0588819705	0.14902736449999998	-0.0406561014	-0.08667146449999999	-0.0878448761	0.0116837119	0.0722560394	-0.030086924100000002	0.0368030394	-0.1135662284	0.0099503378	0.0015745224	-0.0692482176	-0.052358468600000006	-0.0079541446	-0.061607038499999996	0.0807661932	-0.0021842083	0.0619743436	-0.0029493095	-0.0056799131000000004	0.020060581799999998	0.0470981396	-0.0683141114	0.060325576299999996	-0.1297443103	0.0195863339	0.0963954622	0.0940004344	0.1779700658	-0.1376434064	-0.0557250648	0.1298811279	0.081311048	0.0165955503	0.0171192339	0.0995710193	-0.09254521939999999	0.0399512798	-0.0338645638	0.0232578072	0.10327159539999999	0.028792011699999998	0.16826335309999998	0.0032179837	-0.0040570588	0.012530808300000001	0.0075510139	-0.07482059320000001	0.09397212769999999	-0.0705374968	-0.029030991800000006	-0.11587219779999999	-0.0830599522	0.0327135296	-0.022722179300000003	0.0950984702	-0.0166007251	-0.0335367072	-0.0498088683	-0.0494572243	0.0286610381	-0.07988733469999999	-0.0348107525	-0.1138443007	-0.0212354116	0.061467739199999996	0.025059281	0.1199585933	0.1107193759	0.0958441479	-0.000116251	-0.004064451	1.3514295001000004e-08	1.6519761931401e-05	-0.0163289	-0.0566825	0.003212905806250001	0.00026663297521000004	0.07410739999999999	-0.014482200000000016	0.005491906734759999	0.0002097341168400004	0.000571288	0.000392185	1.5380907422499998e-07	3.26369978944e-07	0.0006943380000000001	-0.00024334399999999994	4.82105258244e-07	5.921630233599997e-08	4.29381e-05	-0.0001972229	1.8436804316100002e-09	3.889687228441e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
