global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01
57198.05045122648	n/a	n/a	3271616975.4210486	97357.39302434456	n/a	n/a	9478461976.496695	57519.2852998887	n/a	n/a	3308468181.409993	58497.88978869081	57893.352858972816	n/a	n/a	n/a	n/a	-0.0701167551	-0.06309328	-0.0256689135	-0.0329957142	0.1570675974	-0.0447514337	0.019968237399999998	-0.0307492877	0.23619146649999997	-0.07538952639999999	0.039718591	-0.0705955721	0.10989745890000001	-0.0068572588	-0.20931288879999999	0.038342327200000005	-0.16515147300000002	0.1397044584	-0.0269490943	0.1010121721	-0.0930503949	0.0047198278000000005	-0.0435175125	0.0584489187	0.06339908799999999	-0.14547689130000002	0.1757121722	-0.0215181246	0.05269092349999999	-0.02007867	0.15418298589999999	-0.0730358216	0.0604582179	-0.0463332679	0.0780297855	-0.0572902594	0.08938705539999997	-0.0717166273	-0.043390415700000004	0.0801200521	-0.10724586009999999	0.0103044092	-0.1887898374	0.0923296668	-0.16080913119999998	0.1393332476	-0.0609492838	0.0124115851	-0.0776378051	0.0255773534	-0.047108400700000004	0.013867951699999999	-0.0987596029	0.2742752343	-0.0370785726	0.0469623334	-0.044674216100000004	0.0076008768999999985	-0.1314961683	0.0389971373	-0.0700518093	0.0017067824	-0.047220167599999995	0.0062762966	0.09550934970000001	0.1217078847	0.1216831682	0.1216419777	0.0190933	n/a	n/a	0.00036455410489	0.0521095	n/a	0.0027153999902500003	n/a	0.0571047	n/a	0.0032609467620900003	n/a	0.0	n/a	0.0	n/a	0.000599839	n/a	3.59806825921e-07	n/a	0.0	n/a	n/a	0.0	0.0	0.0
57128.94784993301	-69.10260129346716	4775.169505523889	3263716682.440365	96992.71566303838	-364.6773613061814	132989.57784923914	9407586891.691013	57506.87922288753	-12.406077001171068	153.91074655898578	3307041157.955774	58513.17584768577	57081.475810432086	1.315825	21.386509	0.037052250000000016	0.0224154	-0.0902818644	0.10720150980000001	0.1202358406	-0.0763962376	-0.0174448052	-0.2289952432	0.12113301470000001	-0.034020326000000004	0.1297194878	-0.0907826794	0.0093926937	0.09264219609999999	-0.0166783439	-0.0560958264	-0.0733855511	0.1341250343	0.013944743899999999	0.0009125366	0.0827336646	0.0745092071	0.11836871189999999	0.0687511638	0.0149827922	0.050504067300000004	-0.07814819519999999	-0.1612233794	-0.0170395382	-0.2418398314	0.0616802541	0.1244759064	-0.044449662300000005	0.1641221336	-0.0852336984	-0.0689416015	-0.1171351788	-0.0124743957	-0.0099706633	-0.09629539949999999	-0.0072602915	-0.0989577128	0.0223823369	0.05500574019999999	-0.0099333625	0.1536619531	0.00309704	-0.0030501256	-0.047972327800000006	-0.11465779029999999	0.0600935867	0.054450186	0.0910513755	-0.0827287089	0.0065246783	0.0782009996	-0.1332928613	-0.2167499218	0.0538771229	0.20921812809999998	-0.031466568199999996	-0.1015779627	0.0856709993	-0.1174454842	-0.0651169395	0.06202136530000001	-0.0649611358	0.1216419777	0.12141962949999999	0.12104935019999999	0.0214855	0.0023921999999999967	5.722620839999986e-06	0.0004616267102499999	0.0521519	4.2399999999997995e-05	0.0027198206736099998	1.7977599999998302e-09	0.0726471	0.015542400000000003	0.005277601138410001	0.00024156619776000016	0.00036442	0.00036442	1.328019364e-07	1.328019364e-07	0.000582754	-1.7085000000000017e-05	3.39602224516e-07	2.9189722500000056e-10	0.0	0.0	0.0	0.0	0.0	0.0
57074.76957503992	-54.17827489308547	2935.285470390736	3257529322.0439034	96078.12656542604	-914.5890976123484	836473.2174713695	9231006404.322023	57467.15072216843	-39.72850071910216	1578.3537693877006	3302473412.1244235	58407.1846958023	56807.36395009817	1.345059	21.861666	0.05404496500000002	0.029379200000000005	0.1241212367	0.0351338941	0.11354347460000001	0.09927405380000001	-0.0242728532	-0.1915422589	-0.041901324	-0.0912007641	0.0076168616	-0.0069174321999999995	-0.1253373925	-0.0106542628	-0.0453532861	0.0203036005	-0.1059892224	0.002694924	-0.1257894944	-0.0340618679	0.1123821742	0.1707033548	0.0061528381	0.038693156400000005	-0.007541261	-0.008358761800000001	-0.057007170999999995	0.1034251597	0.036839221400000004	-0.1250834209	-0.034568592	-0.0834709042	0.0028973387	0.0777996529	0.0388469038	0.0537282486	-0.0347700699	-0.1465049925	-0.19612227420000009	0.00029097220000000003	0.1273732383	0.0124265595	0.0297493621	-0.016390621799999998	-0.10094064359999999	0.0479539732	-0.1313401703	0.00038337239999999996	-0.1124817117	-0.154661184	0.035923502999999996	0.0011772269	0.013282883700000001	0.0282095366	0.0245254753	0.0459286384	0.13521320779999998	-0.1236000292	0.0379242688	-0.0330383053	-0.0019524491	-0.1191550954	-0.0366546713	0.0988896493	-0.0452241888	0.0035694201000000007	-0.0453665149	0.1215101995	0.120893123	0.1198669825	0.0195631	-0.0019224000000000008	3.6956217600000055e-06	0.00038271488160999983	0.031269200000000004	-0.0208827	0.0009777628686400003	0.00043608715928999985	0.05711810000000001	-0.015529	0.0032624773476100004	0.00024114984100000005	7.28507e-05	-0.0002915693	5.307224490490001e-09	8.501265670248997e-08	0.000560106	-2.2648000000000007e-05	3.1371873123600004e-07	5.129319040000002e-10	0.0	0.0	0.0	0.0	0.0	0.0
57021.07611477224	-53.693460267684706	2882.9876755174373	3251403121.2866488	96922.07277036515	843.946204939115	712245.1968311345	9393888190.103958	57689.657155194844	222.506433026414	49509.11273813808	3328096542.6839237	58614.73272843487	56777.95194862808	1.280851	20.818068	0.06818895999999999	0.0456741	-0.0084934423	-0.0935256363	0.1887965086	0.0589219321	0.1453488491	-0.1838169439	-0.013336815	-0.006896724599999999	0.0657185945	0.1027942322	0.097701032	-0.0186601482	-0.1410995217	0.01105554	-0.073656565	0.027637527999999998	-0.0248755686	-0.11782383519999999	-0.0037175697	0.1707048336	0.06556934440000001	-0.045015634400000004	-0.0056566346	-0.08668748949999999	0.0025227605	0.1626986021	0.0120294025	-0.0219714002	0.0647687232	-0.1252459482	-0.0148268346	0.1493165682	-0.1513554959	-0.0386419172	-0.0121352345	0.014284299299999999	-0.0387653138	0.1022114182	-0.09233307019999999	0.022932153900000002	0.1351722258	-0.024204259	-0.0518876146	0.0753949447	-0.04024529	-0.0740899462	-0.1924878516	-0.04506114	0.0928039989	-0.0043490776	-0.04682106900000002	0.0387272414	-0.010151954599999999	-0.0622890355	0.1790496939	-0.0349066612	-0.076243281	-0.0027587415999999997	-0.0017185108	-0.12443613880000001	0.1731203051	-0.0355855432	-0.0006803123	-0.0482298773	-0.0426738565	0.1213126213	0.12010478890000001	0.1181006348	0.0220397	0.002476600000000006	6.133547560000029e-06	0.0004857483760900001	-0.0114149	-0.0426841	0.00013029994201	0.0018219323928100003	0.0673959	0.010277799999999991	0.00454220733681	0.00010563317283999978	-8.71525e-05	-0.0001600032	7.595558256250001e-09	2.560102401024e-08	0.0004651	-9.500600000000002e-05	2.1631801e-07	9.026140036000005e-09	0.0	0.0	0.0	0.0	0.0	0.0
56921.3279239197	-99.74819085253695	9949.701578354134	3240037572.622401	96559.72675269195	-362.3460176732042	131294.63652363	9323780830.554531	57437.73246162407	-251.92469357077061	63466.051230726676	3299093110.333104	58412.15870421576	56670.795532668046	1.23981	20.151024	0.111583075	0.0710092	-0.0946800289	0.0918026335	0.1944104084	-0.0932804235	-0.0283969844	-0.15754713480000002	0.0021554087	-0.0477952137	0.0564659587	-0.1227197704	-0.0375982976	-0.0378380611	0.0161970497	-0.0718322612	-0.021142646	0.10753307320000001	0.014890585500000001	-0.07806031179999999	0.100883449	0.1256107557	-0.0328910911	0.0092207834	0.0324422383	-0.0266005863	0.087798765	-0.0676192666	0.0103587444	0.1013458376	0.2032338708	-0.0412017707	0.2129575046	-0.0400648149	0.0245754712	-0.061256374	-0.0645106503	-0.0447888517	0.1275533322	-0.1197293226	0.0355097587	0.0353813948	-0.0211045397	0.065829815	0.0302441655	0.12618613210000001	-0.0080360343	-0.069946812	-0.1012697899	-0.1301567653	-0.0061946018	0.026196612200000004	-0.0483515444	0.0751371968	-0.0907183018	0.0876826948	-0.0618444337	0.0812653209	-0.2481698726	-0.0114946735	-0.1554050091	0.0642493817	-0.0648097678	-0.0340635361	0.0294748958	0.0594609362	-0.059330344199999996	0.12104935019999999	0.11905633460000001	0.11575891279999999	0.0296505	0.0076107999999999966	5.7924276639999966e-05	0.00087915215025	0.0524105	0.0638254	0.00274686051025	0.004073681685160001	0.05711	-0.010285899999999994	0.0032615521	0.00010579973880999988	0.000348238	0.0004353905	1.21269704644e-07	1.8956488749025e-07	0.000303271	-0.000161829	9.1973299441e-08	2.6188625241e-08	0.0	0.0	0.0	0.0	0.0	0.0
56893.56888629688	-27.759037622825414	770.564169745437	3236878180.6198077	96330.33602528088	-229.39072741106796	52620.10582217887	9279533638.743526	57608.12125093952	170.38878931544605	29032.33952438346	3318695634.0629497	58553.44540281793	56026.56884086844	1.352162	21.977114	0.04583340000000001	0.026256400000000003	0.1079951816	0.0041352183	0.2380326321	0.1341814183	-0.064162626	-6.47791e-05	0.0754336342	-0.18178656329999998	0.0172832798	0.052222083499999995	-0.1298460759	0.054075374800000006	0.0267508449	-0.1052580156	-0.1709222184	0.0760972777	0.0464940176	0.0470289946	-0.014261531599999999	0.0723719161	-0.1536612212	0.0889521244	-0.0106836306	0.0543157387	0.05056015480000002	-0.0790397753	-0.1652500643	0.1217531692	0.0113015538	0.0629818753	-0.0170690159	0.0171862517	0.05439364	-0.0189897606	0.0167491993	0.039448573	0.1826637757	0.055033401399999994	0.1276373268	-0.058432808499999996	-0.0336769546	0.1016339728	-0.1351972233	0.13649676019999998	0.046988139000000005	0.047854290300000005	-0.0527319107	-0.0118977752	-0.17499399100000002	-0.0046040342	0.060971739299999994	0.0104358971	-0.0324156519	-0.0373875387	-0.15686066029999998	0.029733283500000002	-0.08464576970000001	-0.0531819699	0.0149010746	0.0713263825	-0.042092612300000005	-0.1371590602	0.15538453019999998	0.021447526	0.047489852699999995	0.1207205288	0.11775003070000001	0.11285322490000001	0.0240362	-0.005614299999999999	3.1520364489999994e-05	0.00057773891044	0.042455900000000005	-0.009954599999999994	0.0018025034448100005	9.909406115999987e-05	0.07496019999999999	0.01785019999999999	0.0056190315840399995	0.00031862964003999964	0.000106717	-0.000241521	1.1388518089e-08	5.8332393441000007e-08	0.000310036	6.764999999999994e-06	9.612232129599998e-08	4.5765224999999907e-11	0.0	0.0	0.0	0.0	0.0	0.0
56921.470972216164	27.902085919289675	778.5263986474232	3240053857.6408467	96665.44813611892	335.1121108380466	112300.12683033122	9344208863.356695	57714.324515964676	106.20326502515672	11279.133502003677	3330943254.3340807	58640.185988043304	56156.450845673535	1.316031	21.389853	0.08221125	0.0471711	-0.0540222446	-0.0962673981	0.18799746350000002	-0.013397368400000002	0.0796669124	-0.0128414694	-0.0695413172	0.016617158400000002	0.0792780441	0.1021331403	0.0728797688	-0.0774372443	-0.027783122599999998	0.0487178747	0.0852490297	0.0330103492	0.0569718013	-0.07874184440000001	-0.016120519	0.1345577961	-0.0668418964	-0.07585266480000001	-0.0169639174	0.050586462900000004	0.1159881455	-0.1247426337	-0.0952678688	-0.0802279604	-0.09410991369999999	0.0044446102	-0.143291061	-0.06853007650000001	-0.0934982205	-0.1772027665	0.1848416691	0.0451708105	-0.0069666584	0.1007679392	-0.0740621982	0.0732749004	0.0324474214	-0.055175745	0.0786949575	-0.0073819976	0.0356379756	-0.0563958534	-0.1456745281	-0.0330247759	-0.1109638872	0.0217312834	-0.0633283998	-0.0777897868	-0.1319805237	-0.0344803579	-0.1240959323	-0.0850164808	0.0989494258	-0.0628865979	0.1415837454	0.047067858399999996	0.09007693189999999	-0.11130498359999999	-0.1340767716	-0.0722055729	0.1550393618	0.120326335	0.1161887065	0.1093977275	0.020964700000000003	-0.003071499999999998	9.434112249999988e-06	0.00043951864609000015	0.0243206	-0.01813530000000001	0.0005914915843599999	0.00032888910609000024	0.0323313	-0.04262889999999999	0.00104531295969	0.0018172231152099997	0.0	-0.000106717	0.0	1.1388518089e-08	0.000188562	-0.00012147399999999996	3.5555627844e-08	1.4755932675999993e-08	0.00013932	0.00013932	1.94100624e-08	1.94100624e-08	0.0	0.0
57214.832371575576	293.36139935941173	86060.91063411225	3273537043.3074927	97137.25231156367	471.80417544474767	222599.17996709823	9435645786.640385	57683.69933528706	-30.62518067761266	937.90169153642	3327409169.003797	58691.517677127325	56225.63625698538	1.3111469999999998	21.310482	0.089905225	0.0502349	-0.0768156849	-0.0300931083	-0.0586626519	-0.1089978443	-0.036215522	0.2680876399	0.23330204940000002	0.06711037660000001	0.09244980900000001	-0.026668101099999997	0.0462045238	0.014084847	0.2546146622	0.0694458026	0.0788678119	-0.011683555	-0.0391349431	-0.0131000078	-0.051552155999999995	0.029170063599999997	-0.1721469443	-0.0461006392	-0.055016796900000005	0.11751801619999999	0.044401966200000004	0.009204701899999999	-0.17866360899999995	-0.05597662269999999	-0.1031423727	0.0376266715	-0.0282043928	0.0078009198	-0.1438634958	0.0645357544	-0.058231626200000004	-0.015367835900000001	-0.1079370547	-0.0337009989	-0.057638148	-0.017259126899999998	-0.2390237919	-0.048016355499999996	0.0245471425	-0.1004817552	-0.0456792771	-0.0279775145	-0.0141125892	0.0239299941	-0.2634287277	0.0174083634	0.0107023622	-0.1541159047	-0.0227274078	-0.1441389873	-0.0301822323	-0.09791114779999999	0.0739397228	-0.0181331367	0.0056023522	0.0175572239	0.1319032013	0.083754074	-0.0351974898	-0.008238721	-0.0730030117	0.1198669825	0.1143757435	0.10540925529999999	0.0233084	0.0023436999999999967	5.492929689999987e-06	0.0005432815105599999	-0.00943102	-0.03375162	8.89441382404e-05	0.0011391718526243995	-0.00237311	-0.03470441	5.631651072099998e-06	0.0012043960734481	5.42279e-05	5.42279e-05	2.9406651384099994e-09	2.9406651384099994e-09	-0.0	-0.000188562	0.0	3.5555627844e-08	0.0	-0.00013932	1.94100624e-08	0.0	0.0	0.0
57298.84346790081	84.01109632523729	7057.864305768301	3283157462.7590003	96452.98664267322	-684.2656688904535	468219.5056220998	9303178632.291698	57569.70690477568	-113.9924305113891	12994.274213893874	3314271153.101776	58558.25010421298	57159.88047186246	1.219149	19.815214	0.07942714499999999	0.043747900000000006	-0.021873469500000003	0.1437262221	-0.12446973720000001	-0.0735034201	-0.1264056378	0.0480625487	-0.0864970642	-0.0183746445	-0.2132799077	-0.07065001110000001	-0.027109476299999997	0.0654422051	0.0057951913	-0.0371751743	0.143889876	-0.0776886449	-0.0680586037	0.0115968447	-0.0137865021	-0.08276824299999999	0.0226328742	-0.0002853361	-0.045964654199999996	0.0192515579	0.1854946318	0.053674524	0.0192127018	-0.1545208502	0.1023548351	-0.18901692679999998	0.08196800480000001	-0.0160979335	0.0777692537	-0.0773660015	0.024528914900000004	0.0721625034	0.07654984	-0.07272423	0.0273789703	-0.0703312491	0.0111505418	0.042805576500000005	0.1103725589	-0.1352322051	-0.0541832613	-0.0045067069	0.0808456883	0.048505033200000006	0.049809502400000004	0.0154640397	-0.0269987445	-0.0306721298	-0.2339479932	0.092100923	0.12023625730000001	-0.1376944341	-0.121370899	-0.0872836609	-0.013933960700000001	-0.0273856208	-0.057440111900000014	-2.5874e-05	-0.0053708885	-0.062015807699999995	0.0146437028	0.11934271980000001	0.112315068	0.1009072399	0.0168802	-0.006428199999999999	4.132175523999998e-05	0.00028494115204000004	0.02597	0.03540102	0.0006744409	0.0012532322170404	-0.0228838	-0.02051069	0.0005236683024399999	0.00042068840427609986	0.000130191	7.596310000000002e-05	1.6949696481000003e-08	5.770392561610004e-09	8.66986e-05	8.66986e-05	7.516647241960001e-09	7.516647241960001e-09	-0.000179083	-0.000179083	3.2070720889e-08	3.2070720889e-08	0.0	0.0
57329.35059886164	30.50713096082473	930.6850394609104	3286654440.087197	96332.86941128275	-120.11723139046808	14428.14927691125	9280021729.011257	57535.916720267676	-33.790184507997765	1141.7765690845324	3310381712.841577	58487.04405082815	57413.92479497485	1.209089	19.651697	0.049366	0.0294832	0.1334431237	0.0400251412	-0.19383939030000005	0.0775467561	-0.1210272677	0.07084474269999999	-0.0331265298	0.0075854871999999985	-0.2080477387	-0.014430268799999996	-0.132351143	0.085590117	-0.0049227651	0.0650481261	-0.0010085215	-0.07095932349999999	-0.0583964828	-0.09500581220000001	-0.17730884670000002	-0.0722137763	0.0887841907	0.0114673254	-0.1570304531	-0.038712690699999996	0.0281650427	0.0105633984	0.0590938747	-0.010593421200000001	-0.0688954213	-0.021597208399999998	-0.1450035985	-0.22271834640000002	0.031627306800000005	0.108486833	0.0077888783	0.009719311999999999	0.0910762007	-0.0070825772	0.1328279843	-0.08168095269999999	-0.0050410937	-0.0663532339	-0.0307853485	-0.07198916799999999	-0.061573658600000004	-0.0816992965	-0.011353472600000001	0.19136258920000002	0.1146366833	-0.1578032203	0.0051200669	0.0106442721	-0.0389896752	0.0755846884	0.0513723763	-0.0064505149	0.09035357990000001	-0.0649305232	0.18429750739999998	0.1742006312	-0.0307045756	0.10443107410000001	0.0596829547	0.0700279442	0.0252316422	0.11875383099999999	0.1100111431	0.0959136145	0.013142700000000002	-0.0037375	1.3968906249999995e-05	0.00017273056329000005	0.00451393	-0.02145607	2.03755640449e-05	0.0004603629398449	-0.0227558	0.00012799999999999964	0.00051782643364	1.6383999999999907e-08	-0.000223958	-0.000354149	5.0157185764e-08	1.25421514201e-07	-0.0	-8.66986e-05	0.0	7.516647241960001e-09	-0.000139042	4.0040999999999985e-05	1.6032816809999992e-09	1.9332677764e-08	0.0	0.0
