global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07
63875.817006373516	n/a	n/a	4080119998.2317157	96341.31316047703	n/a	n/a	9281648621.485106	65957.79460738877	n/a	4350430669.470485	n/a	66492.32131294582	65564.00702081577	n/a	n/a	n/a	n/a	-0.1285880704	-0.0242251066	0.0098821938	-0.1350250144	-0.10215664960000001	-0.1050643617	0.013109631200000001	-0.09694949369999999	0.007412214499999998	0.0760098134	-0.1326341944	0.022145933700000002	-0.0616064866	0.009694155999999999	-0.0456217372	0.1191840846	-0.0993654657	0.0568639606	-0.0941252195	0.1081496222	-0.0050894985	0.0316426995	-0.011156903300000002	0.1591254153	-0.0314450621	0.059387949599999997	-0.04475652769999999	0.0005653353	-0.1392059195	0.0821087086	-0.09087422380000001	0.0293942602	-0.14893973060000001	0.0930935496	-0.0444494208	0.069420784	-0.032225554100000005	-0.0874833759	0.11319323380000001	-0.0836272653	0.10037780869999999	-0.1105922247	0.0011474456	-0.0736826681	-0.0142450164	0.035670457	-0.1459995302	0.0873979885	-0.0744942766	0.0001380313	-0.0867122695	0.0644653319	0.0080504286	-0.025960165099999998	0.1454932126	-0.0092198735	0.0726004899	-0.0745010097	0.041484379	-0.1401694715	0.0671012696	-0.1145631276	0.0355062117	-0.07941534389999999	0.1386618238	-0.035324134	0.08653738849999999	-0.0643890902	0.0347198114	0.1455824592	-0.0759628448	0.1217078847	0.1216831682	0.1216419777	0.0201143	n/a	n/a	0.00040458506449	-0.0269697	n/a	n/a	0.0007273647180900001	0.0247482	n/a	0.0006124734032400001	n/a	-0.000205671	n/a	4.2300560240999986e-08	n/a	-0.000418747	n/a	n/a	1.75349050009e-07	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
63826.985027764196	-48.83197860931978	2384.5621349010644	4073884017.734435	95222.5209276872	-1118.7922327898268	1251696.060150846	9067328491.823828	65932.61723439707	-25.177372991704036	4347110015.377513	633.9001107633877	66446.05743938942	64748.86328112338	1.269559	19.486221	0.04308773	0.025968900000000003	0.0007956927	0.1070454934	-0.034149620299999996	-0.1247002991	0.0820566626	-0.0110808507	0.1562196853	-0.0846309957	-0.0997441085	0.0806485881	0.0694768365	0.0407845885	0.2635866926	0.0403357671	0.1791262598	0.0106834671	-0.0638283296	-0.0292963439	0.014568958	0.2190932462	-0.09090485429999999	-0.0263445792	0.025370485099999996	-0.050822443200000005	0.16526561369999998	0.002019258	-0.18864747399999998	0.0023973954000000002	-0.006507179300000001	0.0341738198	0.0265724095	0.0147909457	0.1708364355	0.0691844425	-0.0874955934	0.0076662759	0.013298684	0.11655278779999999	-0.2077686373	-0.0800931767	0.066411527	0.08041963769999999	-0.0647851887	0.2443487858	0.0390866453	-0.19275699300000002	-0.025335301299999998	0.0646337012	0.0366536789	0.051834250400000004	-0.2334458664	-0.0156018178	-0.0569828191	0.0118349116	-0.0971692739	-0.1615202673	0.0194365804	-0.1700042757	-0.0373461027	0.0017028466	0.0336852849	0.0300631981	0.04339204	0.1490082217	0.0189406937	-0.0044701545	0.012043175900000001	0.0563955363	-0.0155041555	-0.2786606975	-0.0613160987	0.1216419777	0.12141962949999999	0.12104935019999999	0.00984645	-0.010267850000000002	0.00010542874362250004	9.69525776025e-05	-0.027342400000000003	-0.00037270000000000364	1.3890529000000268e-07	0.0007476068377600003	0.00261847	-0.02212973	6.8563851409e-06	0.0004897249498729	-0.000104798	0.000100873	1.0982620804e-08	1.0175362129e-08	-0.000313271	0.00010547599999999996	1.1125186575999992e-08	9.813871944099999e-08	6.617449999999998e-24	6.617449999999998e-24	4.379064450249998e-47	4.379064450249998e-47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
64047.051149705905	220.06612194170884	48429.09802646306	4102024760.9730453	95145.8033665459	-76.71756114131131	5885.5841874708385	9052723898.265415	65947.916371491	15.299137093927131	4349127673.74117	234.06359581877706	66454.14296556555	64304.61294036485	1.297706	19.918247	0.0576195	0.0291127	0.096438717	0.0736534663	-0.047513530199999994	-0.1525082962	0.11172135130000001	0.0558469875	-0.1002849634	-0.0018138736	-0.1544950526	-0.0340389561	0.1007637967	0.1411270881	-0.1295417792	0.0117255624	-0.0075325596	0.0253814835	0.0594472196	-0.0137773472	-0.08390935140000001	0.094695518	0.0462002381	0.1290909859	-0.0666161198	0.0154626533	-0.054685525	0.0050502616	-0.06899832759999999	0.1394940979	-0.11389700009999999	0.0603166972	0.1324432628	-0.0823355479	0.0254166156	-0.1625497901	-0.0475725249	-0.11082002939999999	-0.0247676865	0.0895065374	-0.0688857003	0.11415974779999999	-0.0468672159	0.07633624309999999	-0.1431272075	-0.133677183	-0.046397221399999994	0.0147831452	-0.012487826200000001	-0.0667289153	-0.05112362559999999	0.0485816566	-0.0791018172	0.08669507580000001	0.1238770092	-0.0776854912	0.0192652374	0.04293682730000002	0.0129579368	-0.0709814842	-0.1079386883	-0.1372018991	0.10584929480000001	0.1004952537	-0.0975425928	0.0092113401	-0.1348639851	-0.1270951981	-0.0894329042	0.0344921018	-0.0355758078	-0.0786204996	0.11521148769999999	0.1215101995	0.120893123	0.1198669825	0.019174	0.00932755	8.70031890025e-05	0.000367642276	-0.048568400000000005	-0.021226	0.0004505430760000001	0.0023588894785600005	0.00258567	-3.279999999999993e-05	6.6856893489e-06	1.0758399999999951e-09	-0.0004068430000000001	-0.000302045	1.6552122664900005e-07	9.123118202500002e-08	-0.000340481	-2.7210000000000005e-05	7.403841000000003e-10	1.15927311361e-07	-0.000211408	-0.000211408	4.4693342464e-08	4.4693342464e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
64132.20406253804	85.15291283213446	7251.018563797091	4112939597.919021	95327.41996905193	181.61660250603745	32984.59030583601	9087316997.956	66196.40247064795	248.48609915695846	4381963700.056006	61745.341474241824	66677.86298138162	65503.07110114513	1.3126890000000002	20.14822	0.07550326999999997	0.0390871	0.0836773928	-0.0912367316	-0.1533097262	-0.0058018385	-0.0472426313	0.1350173143	-0.0752873166	0.1198867271	0.10725271380000001	0.1478072604	0.2198194943	-0.0886957328	-0.14390050529999998	0.11700832789999999	-0.1316356286	-0.17009514480000001	0.054837690599999996	-0.0704827648	-0.1663595883	0.0013760544	0.0762164241	0.13591342050000002	-0.1668666922	-0.0569753142	-0.08619165640000001	0.0098741793	-0.0413595129	0.063866033	0.0213627954	0.09324628869999999	-0.0953854122	0.0654994846	0.0695218046	0.25782411260000004	0.0845866388	0.0472976396	-0.0734489751	0.035958984	-0.0624177409	0.1883204597	0.09390522960000001	0.2537734382	0.07885860530000001	-0.07834762990000001	-0.14090806349999999	0.1752483591	0.1524609057	-0.0088112403	-0.1160338568	0.1269708243	0.005853925899999999	0.0963241514	0.11299574470000001	-0.1698081662	-0.0446761291	0.0895833223	-0.0315792758	-0.0362618754	-0.0949071397	0.0017572141	0.0782420854	-0.1001168195	0.1085633507	0.09194481119999999	0.1838764593	0.1599927111	0.0299465433	-0.10555019019999999	-0.048366369900000004	-0.06367245690000001	0.1373119607	0.1213126213	0.12010478890000001	0.1181006348	0.00829411	-0.01087989	0.0001183720064121	6.87922606921e-05	-0.0245672	0.024001200000000004	0.0005760576014400003	0.0006035473158400001	0.010892700000000002	0.008307030000000002	0.00011865091329000005	6.900674742090003e-05	-0.0004068430000000001	0.0	1.6552122664900005e-07	0.0	0.000200364	0.0005408450000000001	2.925133140250001e-07	4.0145732496000016e-08	-0.00010595	0.00010545799999999999	1.12254025e-08	1.1121389764e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
63766.20505201582	-365.99901052221685	133955.2757032418	4066128906.7357283	96393.23888511474	1065.81891606281	1135969.961837303	9291656502.762794	66062.21549479169	-134.18697585626794	4364216316.080296	18006.144489450642	66568.86996061905	66384.32702434112	1.610526	24.719654	0.06884414000000001	0.0385308	-0.1110257524	0.0348888793	0.0059075798	-0.0255348539	-0.10977662740000001	-0.15577876470000002	0.0458144577	0.2476653388	-0.23879287870000002	0.1484114293	-0.0178348193	0.0684670907	0.0610623113	-0.0068846283	0.25584010170000004	-0.1646942056	0.0726066608	-0.0403649245	-0.11949187730000001	-0.084364282	0.0736644196	-0.0008403522	0.0498995932	0.1340056222	-0.0953690941	-0.1019198737	-0.0019781836	0.0012067974	-0.1389708486	-0.0637207239	-0.1305075775	-0.2545939069	-0.1177577083	0.0385442118	-0.0801949074	0.0764458775	-0.0536451407	-0.0308728502	-0.09122916390000001	-0.0115996034	0.1493505694	0.0143243166	-0.0761912321	0.0627568266	-0.0101267117	-0.2402656147	0.2079260598	-0.0495896919	-0.10882657949999999	0.06734492730000001	0.11531924689999999	0.0679400579	0.0157090077	0.0607257999	0.158981014	0.0582866888	-0.0911727306	-0.0387794594	0.0586960174	-0.11798170390000001	-0.0569013159	-0.083852731	-0.2620950206	-0.056881575199999986	0.1217625172	-0.019795828	0.0993568506	-0.0340192383	0.07278655980000001	-0.0909369765	-0.024621547599999998	0.12104935019999999	0.11905633460000001	0.11575891279999999	0.00570848	-0.00258563	6.685482496900001e-06	3.25867439104e-05	0.00412546	0.02869266	0.0008232687378756001	1.70194202116e-05	0.0197832	0.008890499999999999	0.00039137500224	7.904099024999999e-05	-0.000459477	-5.263399999999992e-05	2.11119113529e-07	2.7703379559999917e-09	-0.00026656	-0.000466924	2.1801802177600003e-07	7.10542336e-08	-0.000159899	-5.3949e-05	2.5567690201e-08	2.9104946009999995e-09	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
63779.78740824608	13.582356230253934	184.4804007655179	4067861281.841065	94905.97458106883	-1487.264304045908	2211955.1100891586	9007144011.182484	65995.70010427701	-66.51539051467262	4355432432.253669	4424.2971753194	66495.49238918138	64248.62686093912	1.432098	21.981003	0.07113177999999999	0.0508711	0.1008039839	0.0744421154	0.0021264108	-0.1930256984	0.07396633	0.0290149236	0.12131235789999999	-0.10861377050000001	-0.0520794443	0.0383974546	0.1778052037	0.1442055726	-0.126090296	-0.0829551011	0.0676699659	-0.0218346952	0.1344897584	0.09077127939999999	0.0297534796	0.035391366800000004	-0.0688448017	0.015384347900000001	-0.1187075233	-0.012670438400000001	0.0320677676	-0.0376767502	0.1040497308	-0.0850954682	-0.0380377883	0.0370897098	-0.07978881410000001	0.041230316499999996	-0.0311102963	-0.0976802094	0.1145583084	-0.1172324436	-0.0407662441	0.18941646260000009	0.0587914795	-0.08777222679999999	0.008057356600000001	0.1671358812	-0.1404290329	-0.1588952136	0.029020973	-0.0654692813	0.0621114887	-0.1241621208	-0.012809858799999999	-0.08695468349999999	-0.0717600225	-0.050581893499999996	-0.0025474019000000002	-0.1270762639	-0.0004395389	-0.0108039148	-0.0399096745	0.0874632476	0.1055474059	0.0247255047	0.0177310664	-0.0783155373	-0.0064865689	-0.0134939525	-0.1042696367	-0.0585139698	-0.1370419234	-0.0233063531	-0.23548641120000002	0.048751318700000004	-0.041377686000000004	0.1207205288	0.11775003070000001	0.11285322490000001	0.0118948	0.0061863199999999995	3.827055514239999e-05	0.00014148626703999994	-0.0446853	-0.04881076	0.0023824902917776	0.0019967760360900004	0.0198273	4.409999999999831e-05	0.00039312182529000004	1.9448099999998507e-09	-0.000451143	8.333999999999924e-06	2.0353000644900006e-07	6.945555599999874e-11	-0.000112981	0.000153579	2.3586509240999998e-08	1.2764706361000002e-08	0.0	0.000159899	0.0	2.5567690201e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
63782.44413022793	2.6567219818534795	7.05817168886348	4068200179.2256474	95353.98735658213	448.0127755132999	200715.4470231304	9092382904.799223	65877.06571934588	-118.6343849311379	4339787787.791016	14074.1172879894	66372.2107225501	65262.71153366912	1.404352	21.555138	0.10815339	0.0728931	0.0569493139	-0.1235332361	-0.1308739502	-0.0736013466	-0.0120719372	0.0968029178	0.0102227692	0.0037249362	0.0383715572	-0.0063657077	0.0703042826	-0.051722272400000005	0.0486425431	-0.0924364247	-0.020047461699999998	-0.1439011701	-0.042155684400000004	-0.07950825519999999	0.1693989195	-0.0017354824	0.1249235292	0.0671857841	-0.0101746886	-0.038635182000000004	0.1351114713	0.06803541839999999	0.0465268749	-0.1008245337	0.0145461578	0.0621279322	0.0940086683	-0.0333476266	-0.0176969763	-0.0537272393	0.03264819	0.0013753698999999999	0.049536490999999995	-0.0469801898	0.0776411238	-0.0933006891	-0.019902151599999997	0.0682222641	0.0628055543	0.027496205699999998	0.09816294199999999	0.0230164373	0.1542641944	0.0421056171	0.19026122850000002	-0.0066315004	0.0088910841	0.0751328052	0.08677510179999999	0.010675675	-0.0834644819	-0.1340500958	0.0663397729	0.036877601	0.080182876	0.0642490574	0.0852293019	0.0534018224	-0.0296283857	-0.0514158798	-0.059373372699999996	0.0387957369	0.0047804847	0.0118321858	0.0329381896	0.0703270215	-0.0650612801	0.120326335	0.1161887065	0.1093977275	0.00800875	-0.0038860499999999994	1.5101384602499987e-05	6.41400765625e-05	0.0248113	0.0694966	0.004829777411560001	0.0006156006076900001	0.00303271	-0.016794589999999998	9.1973299441e-06	0.00028205825326809987	-0.000342293	0.00010885000000000003	1.17164497849e-07	1.1848322500000005e-08	-0.000207877	-9.489600000000001e-05	9.005250815999998e-09	4.3212847129e-08	-0.000155777	-0.000155777	2.4266473729000003e-08	2.4266473729000003e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
63818.809843744435	36.36571351651219	1322.4651195650372	4072840489.872013	96022.26224713164	668.27489054951	446591.3293389596	9220274847.056923	65958.79887502207	81.73315567619285	4350563149.035612	6680.308736788775	66490.40306821077	65324.37776152425	1.438069	22.072649	0.052587466500000006	0.0276261	-0.1236387476	0.0089415726	-0.0107226953	-0.0239906571	-0.07760563820000001	-0.08098472030000001	-0.0504389835	0.054224233	0.0388947269	0.07872165519999999	-0.1677050706	-0.0364062301	0.031045153199999998	0.045848248	0.0808963796	0.0935792759	0.0052327816	0.026818052599999996	0.0428722967	0.0249969854	-0.0058928905	0.0018627644	-0.062844499	-0.15745702150000002	0.0072702676	0.141156114	-0.1596500399	-0.10810319619999999	-0.0231776563	0.11977771779999999	0.1199711218	-0.067004523	0.1071332658	-0.0460762593	0.063775477	0.0544395365	0.1024290348	-0.0768478809	0.1460708617	0.0318641426	0.1092563831	-0.1390431118	0.0408701025	0.049920128200000004	-0.0468609876	-0.07121219150000001	-0.0811034412	-0.0163077859	0.0200719953	-0.0536936093	0.004681441	0.014317748600000001	-0.0179925089	-0.051887643899999995	-0.1991809197	0.015336675400000001	0.14959438630000002	-0.16556622699999998	0.0472913261	0.0464556987	0.1391218223	0.05445803230000002	-0.0441137243	0.05481248019999999	-0.11371372140000001	0.0876533816	0.0471759046	0.0577679425	-0.0002211509	0.1696397654	-0.0036383138	0.1198669825	0.1143757435	0.10540925529999999	2.91635e-05	-0.0079795865	6.367380071098224e-05	8.5050973225e-10	0.00137354	-0.02343776	0.0005493285938176001	1.8866121316e-06	0.0102265	0.0071937899999999985	0.00010458130225	5.1750614564099986e-05	-0.000342293	0.0	1.17164497849e-07	0.0	-8.41274e-05	0.0001237496	1.531396350016e-08	7.077419430760001e-09	0.0	0.000155777	0.0	2.4266473729000003e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
63797.213106056835	-21.59673768760695	466.4190787473023	4070084400.09963	95307.61650815216	-714.6457389794814	510718.53224152897	9083541764.464998	65772.37283445887	-186.42604056319402	4326005028.275064	34754.668600069635	66280.34406579059	64379.19291560383	1.204521	18.48797	0.0886039165	0.0480792	0.024347879500000003	0.1330117188	-0.0550982134	-0.0320648007	0.1323463953	-0.0138603038	-0.0899911883	0.0099621224	-0.0727737016	-0.148173959	-0.0330755992	0.0717605867	-0.023071089500000003	0.11695028560000001	0.0288257948	0.0527137815	-0.0033936492	-0.0424175255	0.1135446452	0.12673445220000001	0.09133634449999999	0.0370799681	-0.18453391260000002	-0.1114621093	-0.0702365001	0.11879102	-0.0154652671	0.1149252293	-0.048656838	-0.0022039543	0.0260381408	-0.0386228776	-0.034310024700000004	-0.020063119299999998	-0.1394816259	-0.091308197	0.1330365734	-0.0611853734	0.1274154227	-0.003914984	-0.1291832339	-0.07618496940000001	-0.0893414845	0.0285553702	-0.1190746366	0.0040724577000000005	-0.0395666788	-0.0310972802	0.1476233844	-0.0210425929	-0.0933211531	0.1337792511	0.023070399300000002	-0.1518794511	-0.11909762369999999	0.0932639629	0.0844915656	0.0097777212	-0.0968689953	-0.0773749179	0.0217151952	0.026106072400000003	-0.049779682699999994	0.021864172	0.057748941399999996	-0.0949427055	-0.0423379033	0.147956888	0.0962669279	0.1255332146	0.0259186452	0.11934271980000001	0.112315068	0.1009072399	0.0106174	0.0105882365	0.00011211075217993225	0.00011272918275999998	0.0346017	0.03322816	0.0011041106169856	0.0011972776428900002	-0.0035235	-0.01375	1.2415052250000004e-05	0.0001890625	0.000211647	0.00055394	4.4794452608999996e-08	3.068495236000001e-07	-1.7317e-05	6.681039999999999e-05	4.463629548160001e-09	2.99878489e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
63908.59371253452	111.38060647768722	12405.639499337429	4084308350.313807	95254.47988375604	-53.13662439612381	2823.50085221474	9073415937.924885	65910.28561418607	137.912779727194	4344165749.743583	19019.93481208153	66407.01624065898	64807.76179422086	1.2159160000000002	18.66287	0.07771780999999997	0.0484897	0.111790341	-0.0189449081	-0.0622156274	0.0643816072	0.0832461746	0.10108802859999999	-0.09145765689999999	0.0580915433	0.0314050066	-0.0326584091	0.0853036294	-0.0702881275	-0.0476449052	0.0733243054	-0.0063033637	-0.061766309299999995	-0.013397030800000001	0.1436215143	-0.1347571673	-0.0021285535	0.0420891065	-0.1047956106	-0.08126317849999999	0.1111491318	0.0159093901	-0.115047586	0.0182458613	-0.10192141910000001	0.0280665232	-0.0126780917	0.1522908324	-0.048720103	-0.1156686245	-0.1505879182	-0.0483796778	-0.0201926464	0.0988053321	-0.0758466923	-0.0403142504	6.497600000000001e-05	-0.050597038399999995	0.0782699189	0.051040555999999994	-0.0149323546	-0.0872428165	0.025659042200000003	0.0479455233	0.0389864352	-0.1757234239	-0.066138927	0.010549329	0.0777803619	-0.1000468484	-0.0587150291	0.1369703481	-0.0330571364	-0.0662414585	0.0035835698	0.09119639140000001	0.0707237097	0.0207171162	0.1419940281	-0.0784453308	-0.1272676085	-0.09592747439999999	-0.0845113154	-0.0065974989	0.11063834310000001	0.0988207846	0.032772503	-0.010494693400000001	0.11875383099999999	0.1100111431	0.0959136145	0.00847544	-0.0021419599999999983	4.587992641599993e-06	7.183308319360001e-05	-0.00887075	-0.04347245	0.0018898539090025	7.86902055625e-05	-0.0134276	-0.009904099999999999	0.00018030044176000005	9.809119681e-05	0.000290668	7.9021e-05	8.4487886224e-08	6.244318441e-09	0.00034764800000000004	0.000364965	1.3319945122500006e-07	1.2085913190400002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
