global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12
65841.19137327991	n/a	4335062481.452868	n/a	113779.0867519305	n/a	12945680582.103329	n/a	66741.45263811784	n/a	n/a	4454421500.246127	67230.99230849804	62210.46871487923	n/a	n/a	n/a	n/a	-0.0256197833	-0.0337478899	-0.005562972199999999	-0.0432437568	0.0196964554	-0.051276610300000004	-0.011967412299999999	0.015345815	-0.0951660137	0.0674590017	-0.047494622	0.10463135970000001	-0.0946829218	0.0438775579	-0.011275283300000001	0.0183844193	-0.1206626674	0.08487074300000001	-0.1177109385	0.2330118691	-0.18692544600000002	0.0785961013	0.10090875839999999	-0.0106195118	0.0137913805	-0.095161864	0.0791407958	-0.046428197000000004	0.1093861881	0.08389971550000001	-0.0432184734	0.0548344292	-0.0713771488	0.1333808957	-0.0678979752	0.0911887434	-0.22340294170000002	0.1451169438	-0.05275544769999999	-0.1350819716	0.1217078847	0.1216831682	0.1216419777	-0.0169364	n/a	0.00028684164496000004	n/a	0.017719099999999998	n/a	n/a	0.00031396650480999995	-0.110522	n/a	n/a	0.012215112484000002	0.00210977	n/a	n/a	4.4511294529e-06	0.000643784	n/a	4.14457838656e-07	n/a	0.002	n/a	n/a	4e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
65585.17552675192	-256.0158465279965	4301415248.87486	65544.11367344664	113724.82681286195	-54.259939068550004	12933336233.615444	2944.14098772276	66676.64304541994	-64.80959269790037	4200.283305667741	4445774727.806348	67150.79569120579	60971.936595497624	1.056371	18.114965	0.12227945	0.05929400000000001	-0.0093231815	0.0320458977	-0.0101158669	-0.0375400028	0.0703407714	-0.0229070741	0.0012483753	0.0051093653999999995	-0.0337050033	-0.0123518709	0.10976982490000001	0.0809679011	-0.0410353622	0.11369986050000001	-0.0555546216	0.09352411599999999	-0.0077429672	-0.0315557447	-0.1416551895	0.053960727	-0.0531973496	-0.012617871599999999	-0.0715369828	0.0014187129	0.00482566	-0.0338440378	-0.0099370914	0.10150296449999999	0.0796462754	0.0368609091	-0.0982040331	0.10158782449999999	-0.0779675333	-0.0389752076	0.0058663045	0.1406705499	-0.044549313300000004	0.0436865429	-0.0329879812	0.0539564032	0.1216419777	0.12141962949999999	0.12104935019999999	-0.0363147	-0.0193783	0.00131875743609	0.0003755185108899999	-0.0202121	-0.0379312	0.0014387759334399998	0.0004085289864099999	-0.0818044	0.028717600000000013	0.0008247005497600006	0.00669195985936	0.00181201	-0.00029776	8.86610176e-08	3.2833802401e-06	0.0007517809999999998	0.00010799699999999976	5.651746719609997e-07	1.1663352008999948e-08	0.00168071	-0.0003192900000000001	1.0194610410000003e-07	2.8247861041e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
65692.34382608168	107.16829932975814	4315484037.364131	11485.044381232645	116312.53797659266	2587.7111637307103	13528606490.556309	6696249.066896545	67166.80024679887	490.1572013789264	240254.0820636214	4511379055.393381	67650.2876005909	58883.09730254161	1.419629	24.344234	0.27036017999999995	0.16238699999999998	0.0575942449	0.0537509028	0.2675994842	0.0034976237	0.0057301296	-0.015022519199999999	0.22763098469999998	0.0507006423	0.141458273	-0.1060092651	0.1259440858	0.0869392953	0.0806339541	0.011099858899999999	0.0338595246	0.1069431434	0.0950059499	0.1571366996	-0.000426605	0.18601983989999998	0.099867248	0.0758604363	-0.1677151076	0.2271915709	0.052789391799999995	0.1430332499	-0.1006106574	0.1165677197	0.09944678259999999	-0.0641793651	-0.0016401257000000001	-0.0098597074	-0.1014175605	-0.10096562949999999	-0.1505817078	-0.0303720708	-0.1860490703	-0.0425973611	0.1763116297	0.1033179084	0.1215101995	0.120893123	0.1198669825	-0.00967077	0.02664393	9.35237923929e-05	0.0007098990058448997	-0.0328661	-0.012654000000000006	0.00016012371600000017	0.00108018052921	0.0515403	0.1333447	0.017780809018090003	0.0026564025240900005	0.0007528089999999999	-0.001059201	1.1219067584010002e-06	5.667213904809997e-07	0.000846871	9.509000000000026e-05	7.17190490641e-07	9.042108100000047e-09	0.00248077	0.0008000600000000003	6.400960036000004e-07	6.154219792900001e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
65590.31398748893	-102.02983859274536	4302089288.9773855	10410.08796326167	114232.29203366312	-2080.2459429295413	13049016543.264095	4327423.183074816	66697.23830363539	-469.5619431634841	220488.41846746707	4448521597.331927	67166.84695193308	59818.86441534457	1.488319	25.52215	0.10362528	0.0633605	0.04468663230000002	0.0302997346	0.0259482913	0.0022442781	0.0167373808	0.061701581100000014	0.0294338761	0.031222887	-0.0356386677	0.019001723300000002	0.0885972497	-0.1430401283	0.110868294	0.0322621248	-0.0194270172	-0.0987633235	0.1122150298	0.1177978874	0.023201257799999996	-0.0203518468	-0.0683194587	-0.0502513156	-0.2537281314	0.0284699571	0.0287046306	-0.037692557	-0.0014296597	0.09664835390000001	-0.1390241426	-0.10652944130000001	-0.018032808100000002	-0.0276725547	0.0824959208	-0.039399668799999996	-0.1644919921	-0.0396076691	0.0284376608	0.11810072640000001	0.0300118736	0.2586061952	0.1213126213	0.12010478890000001	0.1181006348	-0.00933559	0.0003351800000000009	8.71532406481e-05	1.123456324000006e-07	-0.0352404	-0.0023742999999999963	5.637300489999981e-06	0.0012418857921599998	-0.00158425	-0.053124550000000006	0.0028222178127025005	2.5098480625e-06	0.0008036179999999998	5.080899999999986e-05	2.5815544809999862e-09	6.458018899239997e-07	0.000466525	-0.000380346	2.17645575625e-07	1.4466307971600002e-07	0.0019561	-0.0005246700000000001	2.752786089000001e-07	3.82632721e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
65279.68154613644	-310.63244135249266	4261436822.7649865	96492.51362060977	113322.95191843627	-909.3401152268488	12842091431.50822	826899.4451607787	66383.24771482509	-313.99058881029487	98590.08986143568	4406735577.1678295	66854.77108797099	58690.596960653806	1.1122010000000002	19.072365	0.14616597499999998	0.08311259999999998	0.0535526146	0.0829284931	-0.0479220733	0.0270926682	-0.0107883525	0.0663947529	-0.1045338693	0.030078373199999998	-0.0715894364	0.015369593999999999	0.0800132989	-0.1068767635	0.0145898514	0.0154734296	0.10692002869999999	0.0339515743	0.09209072230000001	0.1749479872	0.0074977757999999985	0.0136160628	9.76017e-05	-0.151104388	-0.1486361608	-0.1041227758	0.027550089399999998	-0.0731425294	0.0055048587	0.0813625857	-0.110661976	-0.000409876	-0.013953745200000001	-0.08963950720000001	-0.0809997404	-0.0587688838	-0.1720781064	-0.0470596945	-0.0443570254	-0.058981311900000014	-0.08054074280000001	0.1728205378	0.12104935019999999	0.11905633460000001	0.11575891279999999	-0.0124418	-0.00310621	0.00015479838724	9.6485405641e-06	0.031568200000000005	0.0668086	0.00446338903396	0.0009965512512400002	0.027879700000000004	0.029463950000000006	0.0008681243496025001	0.0007772776720900003	7.06787e-05	-0.0007329392999999997	5.372000174844896e-07	4.995478633690001e-09	0.00066933	0.000202805	4.480026489e-07	4.112986802499999e-08	0.0019561	0.0	0.0	3.82632721e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
65615.06976865443	335.3882225179914	4305337380.745388	112485.25980377769	113482.42722912645	159.4753106901771	12878261289.81398	25432.37471972853	66611.71631372374	228.4685988986457	52197.90068271026	4437120750.26001	67082.60402941516	59536.749185629626	1.276607	21.891642	0.085537635	0.0386221	0.0374863726	0.0513408988	-0.04585517	0.0514038717	-0.0094839876	0.021389689500000003	-0.040006095299999996	0.0184930315	-0.1055532899	0.0334125507	-0.0360587407	-0.0401313844	0.10171772189999999	0.0770232996	0.0211892477	-0.16124947050000002	-0.0549124354	0.3029658234	-0.1274872031	-0.0733937233	-0.0342814473	-0.0810853087	0.06737949530000001	-0.040592517	0.0171482034	-0.10370198130000001	0.030664812799999996	-0.0323650149	-0.031236982200000006	-0.0771939968	-0.09454565289999999	-0.0647644832	0.0878991434	0.121619296	-0.31118249859999997	0.045019029599999996	0.0409462845	-0.10689433890000001	-0.1426337178	-0.054137563	0.1207205288	0.11775003070000001	0.11285322490000001	-0.0147595	-0.002317700000000001	0.00021784284025	5.371733290000003e-06	0.00891577	-0.022652430000000005	0.0005131325849049002	7.94909546929e-05	0.00928783	-0.018591870000000003	0.0003456576300969001	8.62637861089e-05	-0.000322251	-0.0003929297	1.5439374914208995e-07	1.0384570700099996e-07	0.000405587	-0.00026374300000000004	1.6450081456899993e-07	6.956037004900002e-08	0.00213894	0.00018284000000000009	3.343046560000003e-08	4.575064323600002e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
65461.770932517364	-153.29883613706625	4285243453.621375	23500.533160979092	113203.12512065635	-279.3021084701031	12814947537.082977	78009.66779584525	66601.6422348824	-10.074078841338633	101.48706450150671	4435778748.383271	67079.66362365638	59562.19304317424	1.445237	24.783365	0.2302509	0.124204	0.0020188627	0.1128623799	-0.0678806663	-0.018689334199999998	-0.06331776509999999	0.1146791927	-0.06778167639999999	-0.0454747195	-0.053326932199999996	0.0126829948	0.0455599719	0.22861740449999998	-0.055670003499999995	-0.0083003461	0.035235536899999996	-0.1790347062	0.0175513386	0.0370420292	-0.055663337599999994	0.057401147699999995	-0.0015604289	0.0669118194	-0.011837674099999999	-0.0678826805	-0.041566892	-0.0504057629	0.021139949100000003	0.043305861699999997	0.2243142334	0.0906067422	0.0144546173	-0.1037597725	0.1394870177	0.032166314	-0.0513356054	0.0450129399	-0.0436184212	0.0341164589	0.058881224100000004	-0.0185888656	0.120326335	0.1161887065	0.1093977275	-0.0242825	-0.009522999999999998	0.0005896398062499999	9.068752899999997e-05	-0.0515638	-0.06047957	0.0036577783873849	0.00265882547044	-0.0676916	-0.07697943	0.0059258326431249	0.0045821527105600005	0.000944392	0.001266643	1.6043844894489999e-06	8.918762496639999e-07	0.000361762	-4.3825e-05	1.3087174464399998e-07	1.920630625e-09	0.00178403	-0.00035491000000000016	1.2596110810000012e-07	3.1827630409e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
65688.74296509259	226.97203257522781	4315010952.3340025	51516.30357133027	114254.15066964286	1051.0255489865083	13054010945.241451	1104654.7046223916	66758.68839448273	157.04615960032967	24663.496245212227	4456722476.151643	67243.79084044874	60260.0665036562	0.988222	16.946339000000002	0.045955800000000005	0.0246976	-0.0142133865	0.0859212765	-0.011252016299999999	0.0017823137	-0.037435492599999995	-0.0814755747	0.0416543013	-0.028371973300000002	0.001774306	-0.008173706	0.0246750612	-0.014517999699999999	0.0027348719	-0.0156358694	0.010753830700000001	0.09408049060000001	-0.0937157056	-0.0790595709	0.0316772398	-0.1705992568	-0.10478997039999999	0.0925062716	0.0780883102	0.0414688663	-0.0281343436	0.0009593774	-0.0101758101	0.030324191	-0.008824003	-0.0311271204	0.019484791499999998	0.042067763200000004	-0.0829826841	0.0455774337	0.11997360509999999	-0.024654208799999997	0.1705124916	0.0522504621	-0.0748527108	-0.1648699249	0.1198669825	0.1143757435	0.10540925529999999	-0.0248757	-0.0005932000000000022	0.00061880045049	3.5188624000000246e-07	-0.0648359	-0.013272100000000002	0.00017614863841000004	0.00420369392881	-0.0839057	-0.016214099999999995	0.00026289703880999986	0.00704016649249	0.00100189	5.749800000000012e-05	3.306020004000013e-09	1.0037835721000002e-06	0.000611252	0.00024949	3.73629007504e-07	6.22452601e-08	0.00177349	-1.0540000000000074e-05	1.1109160000000152e-10	3.1452667801e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
65556.32125331058	-132.42171178200806	4297631256.267261	17535.509751277208	113356.93375965251	-897.2169099903405	12849794431.39025	804998.1835726143	66491.03937029907	-267.6490241836582	71636.00014646443	4421058316.542661	66969.69519511385	60933.85294675916	0.948987	16.273512	0.1173736	0.0545554	-0.0338871502	0.0707011912	-0.0730257283	-0.012215771399999999	-0.0135972904	-0.0339818833	-0.09070224210000001	-0.0393906614	0.0053152551	0.0136873184	0.0825660697	0.18757657309999998	-0.07384199799999999	-0.0356344143	-0.0819309837	-0.0496269927	-0.031688159	-0.0083686577	-0.0355532975	-0.0784332507	0.08138437650000001	0.163632313	0.0716570981	-0.08983197650000001	-0.0365477648	0.007840007900000001	0.022172036200000002	0.07735147719999999	0.1907718179	0.0848763276	0.034764166299999996	0.0650794859	0.0718744216	0.0444867316	-0.008059177800000001	0.0365925256	0.09778375539999999	-0.0276117679	0.1420886903	-0.12056221689999999	0.11934271980000001	0.112315068	0.1009072399	-0.0163068	0.008568899999999999	0.00026591172624	7.342604721000001e-05	-0.0806978	-0.015861899999999998	0.00025159987161	0.006512134924840001	-0.0891565	-0.0052508	2.757090064e-05	0.007948881492249999	0.0004230180000000001	-0.000578872	3.3509279238400004e-07	1.7894422832400005e-07	0.00129211	0.000680858	1.6695482520999996e-06	4.6356761616400003e-07	0.00127938	-0.0004941099999999999	2.4414469209999985e-07	1.6368131844000004e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
65561.84587051676	5.524617206174297	4298355633.949395	30.521395274757108	113613.2654289334	256.3316692808876	12907974081.425274	65705.92467632632	66450.73943782832	-40.2999324707489	1624.0845571469215	4415700771.834152	66920.47917750232	60906.47217615224	0.821357	14.084879	0.04273905	0.0252361	-0.038343851899999996	0.0723146399	-0.0393803225	-0.0016130833999999999	-0.08964980789999999	-0.0143193726	-0.084696064	-0.044650118200000005	0.014353762800000001	0.0143168557	0.0949710315	-0.0002668644	-0.051514864900000006	0.0778113959	-0.0052114699	0.0243311994	-0.018462973	-0.0885053619	-0.0569940552	-0.1229627818	0.0514680363	0.1387982963	-0.0123789326	-0.084584058	-0.045262674800000006	0.0156582158	0.012576023799999999	0.09404195359999999	0.0039740683	0.046053355899999995	-0.0675710642	0.0349585616	-0.0275010231	0.0008109669000000001	0.056231587699999995	0.0711647886	0.1534652931	0.0143841499	0.12622019210000002	-0.028357833500000002	0.11875383099999999	0.1100111431	0.0959136145	-0.0231386	-0.006831799999999999	0.0005353948099599999	4.6673491239999984e-05	-0.0806824	1.5399999999998748e-05	2.371599999999614e-10	0.00650964966976	-0.0907493	-0.0015928000000000053	2.5370118400000167e-06	0.008235435450489999	0.000369023	-5.399500000000004e-05	2.9154600250000043e-09	1.36177974529e-07	0.00105047	-0.00024164	1.1034872209e-06	5.83898896e-08	0.0008890339999999998	-0.0003903460000000002	1.5236999971600013e-07	7.903814531559999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
