global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09
60466.07232238902	n/a	3656145902.0963798	n/a	87232.33205202792	n/a	n/a	7609479755.235258	60380.12164176085	n/a	n/a	3645759089.473837	60619.48553545652	48847.16639169752	n/a	n/a	n/a	n/a	-0.09912360960000001	0.041220309100000005	-0.1300680028	0.0241976944	-0.0687089803	0.06738930679999999	0.0278155622	-0.0586960192	0.0532426921	0.054173323899999994	0.0086748142	0.0686549767	-0.0156661663	0.0398833063	-0.0659741745	0.0087576696	-0.0320404281	0.0242887744	-0.09463874609999999	0.0718563073	-0.0167157887	0.0719625677	-0.0560316476	0.07203166400000001	-0.0433110003	0.023948630800000002	-0.0557679313	0.006082452800000001	-0.0128325932	0.0090370957	-0.045479396500000005	0.0846363923	-0.0152964239	0.1368412385	-0.0692867479	0.0236710173	-0.1211234344	0.0562434007	0.0980313966	-0.009935295799999999	-0.0698514059	0.0461844696	-0.010133515400000001	-0.0460112411	0.0220915571	-0.0300320187	0.0706650736	-0.0189810927	0.0676540796	-0.015594803999999999	0.0403381019	-0.05643305730000001	0.0416163065	-0.040488236600000005	0.0315761211	-0.0981164301	0.07958762059999999	-0.0360730534	0.0132634525	-0.08139962860000001	0.0561732663	0.0091422191	-0.04614266400000002	0.0526559238	-0.0020280989	0.0161534226	-0.0165850136	0.0075700713	-0.09250712039999999	0.1004372078	-0.0790881325	0.0378647876	-0.047475568600000004	0.030080599399999998	-0.1400402354	-0.0690553929	0.0259682237	0.0934650748	-0.042964040300000006	0.0358377301	-0.062471806399999996	0.0424403458	-0.007797940600000002	0.0332923014	-0.0306476304	0.056237390899999996	0.09128513769999999	0.0912792721	0.0912694965	0.0912558111	0.0912382167	0.09121671390000001	-0.000110661	n/a	1.2245856921e-08	n/a	-0.10571300000000003	n/a	0.011175238369000005	n/a	-0.0735591	n/a	0.00541094119281	n/a	9.50273e-05	n/a	9.03018774529e-09	n/a	-0.0008256519999999999	n/a	6.817012251039997e-07	n/a	0.000239131	n/a	5.718363516099999e-08	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
60711.459603579846	245.38728119082225	3685881327.197107	60214.91777022367	88291.33307014627	1059.0010181183459	1121483.1563756936	7795359495.303505	60611.69748528629	231.57584352543927	53627.37130451873	3673777872.047861	60857.98509196594	48272.95727592368	1.054733	20.332048	0.166993404	0.08207019999999997	-0.1125154832	-0.0174853851	-0.0926805883	-0.045771384500000005	0.0630273525	0.0729110293	0.0039091132	0.10762881460000001	0.0384044865	0.0744506809	-0.0235059175	0.1535428479	0.1151500074	0.010883551100000001	0.0118459223	-0.053021809	-0.0091572866	0.0170405006	-0.06600104009999999	0.0190899947	0.0545404379	0.0467361263	0.0121693782	0.0429773335	0.0358728459	0.10285645980000001	0.0857565908	-0.0996753425	0.0373663932	-0.0299174683	-0.0344630487	-0.021606145299999997	0.052908063899999996	-0.008166078299999999	0.1014159933	-0.1208343943	0.007884651099999999	-0.0270513383	0.0575644118	0.009930877	-0.0356223819	0.051135579800000004	-0.022713207000000003	0.0506215476	0.0668549343	-0.0750038162	0.0192540005	0.051125426200000004	0.014620200600000001	0.11534671210000001	0.010609446299999999	-0.0169477001	-0.0469515465	-0.018587683799999997	0.0268237546	-0.06736786780000001	0.0291881253	-0.001695249	0.058472845999999995	0.0254438116	0.050164653600000005	0.10989520679999999	-0.0088615416	-0.0780224061	0.0159443628	-0.09188912699999999	0.0169805414	0.054548970999999995	-0.0366103186	-0.034870594500000004	-0.01392653	-0.1104254111	0.1074114188	-0.08172734940000001	-0.0031015271000000002	-0.0167799888	0.0244858685	0.0206708825	-0.0524217192	0.0413278608	0.0521058347	0.0450193681	0.0809528834	0.051763461	-0.0572844508	0.001571792	0.0912694965	0.09121671390000001	0.09112876550000001	0.0910056853	0.09084752060000001	0.0906543325	-0.017621599999999998	-0.017510938999999996	0.00031052078655999986	0.00030663298466172085	-0.05635	0.04936300000000002	0.0031753225	0.0024367057690000016	-0.0275199	0.0460392	0.00075734489601	0.0021196079366400003	-0.000423039	-0.0005180663	1.78961995521e-07	2.6839269119569e-07	-0.000306534	0.0005191179999999998	9.396309315600002e-08	2.6948349792399985e-07	0.000283552	4.442100000000003e-05	8.0401736704e-08	1.9732252410000027e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
60605.233273111124	-106.22633046872215	3672994300.088216	11284.033284850171	87376.3904587766	-914.9426113696683	837119.9820999476	7634633609.604588	60441.25247796207	-170.44500732421875	29051.500521752983	3653145001.104757	60684.7944840621	48369.20579785343	1.11179	21.431919	0.14540381899999996	0.0934875	0.032253867	0.0325792779	-0.0857949583	0.0361964757	0.1523463069	-0.0038149240000000004	-0.1429382229	0.0109547975	0.1227788885	0.097301049	-0.027507891	-0.0243403878	-0.0299460846	-0.0127335874	-0.0128525262	0.0578588799	0.0635641986	0.0659047557	-0.0050101372	-0.016891632900000002	-0.011859571599999999	0.0003376649	0.0482941662	0.033153216299999996	-0.1166922608	0.009290405	0.0640208714	-0.047164577400000005	0.0916834277	0.0396458965	-0.08703598039999999	-0.08815189119999997	0.0538623059	-0.051723987400000004	-0.0414059992	0.0400468575	-0.0050116649	0.0456067692	0.0062222806	-0.08586467960000001	0.08561177869999999	0.0757026084	0.009500769499999999	-0.0084994744	0.1764167213	-0.042790396900000006	-0.0881866218	-0.08739381210000001	0.015609955	-0.0305437213	-0.011636446000000002	0.0156710837	0.0594717163	0.0638865471	0.0652213206	0.0024099738	-0.0169731903	-0.0073026802	-0.0015212614999999998	0.0350422518	0.0111028874	-0.036494617	-0.11339324320000001	-0.0579564666	-0.0510742093	-0.09017366560000001	-0.0050311520000000005	0.1156290058	-0.0439062889	-0.0828748742	0.04741524	0.034515794	-0.0434878222	0.014691212	-0.0022585035	0.029171291499999998	0.08299381389999999	-0.0371100286	-0.07053077690000001	-0.08729380789999999	-0.0514040587	0.11941615779999999	0.0836796085	0.0260819296	0.1325471128	-0.0051455662	0.0912382167	0.09109164019999999	0.09084752060000001	0.0905061192	0.0900678015	0.089533037	-0.000464881	0.017156718999999997	2.16114344161e-07	0.00029435300684496087	-0.0557746	0.0005753999999999967	0.0031108060051600003	3.3108515999999624e-07	-0.101731	-0.07421109999999999	0.010349196360999995	0.005507287363209997	0.00033938400000000003	0.000762423	1.1518149945600002e-07	5.812888309290001e-07	-0.000601322	-0.00029478799999999993	3.615881476839999e-07	8.689996494399996e-08	0.000295553	1.2000999999999984e-05	8.7351575809e-08	1.4402400099999955e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
60838.21991725037	232.98664413924416	3701289002.6997204	54282.776347266794	87379.51764045878	3.1271816821827088	9.779265273379076	7635180103.0792465	60751.1046406955	309.8521627334267	96008.36275058193	3690696715.064735	60990.79304792223	49942.59484334127	1.048868	20.218985	0.112711101	0.0617798	-0.0601557771	-0.0722549081	-0.1125106394	0.1176023616	0.0654621225	-0.0905954057	0.0823796564	-0.0370540124	0.0201350819	0.0772380343	0.0247456673	-0.0812332349	0.06261235679999999	-0.1852586177	-0.0405684008	0.0154755002	-0.0129188128	0.17800067760000002	0.024241973700000002	-0.0322018577	0.0362444116	0.058057180800000004	-0.0199416165	-0.0823794276	-0.0675734411	-0.0532322615	0.0229601311	0.048469465999999996	0.0050433071	-0.0080165872	-0.0680427085	0.027620579	0.0353046529	-0.0130973129	-0.0756248279	0.0549467307	-0.0139432779	0.10763650820000001	0.0319437252	0.054317502000000004	-0.0519637277	-0.0788540713	-0.0554136426	-0.0528547459	0.056545951500000004	-0.06526984940000001	0.0779161468	0.0082161753	-0.0500219668	0.0639418734	-0.18362287089999998	-0.030551706	0.037838993	-0.0142544696	0.1704135074	0.0483885079	-0.0289920679	-0.043070075199999995	0.0659322802	-0.004163923	-0.087017347	-0.0586255854	-0.016434048200000002	-0.0100851129	-0.0143317928	0.044016126600000004	-9.9744e-06	0.0779787389	-0.0072909082	-0.0251145729	-0.0523886983	0.08984669210000001	-0.018050838200000002	0.0894323903	-0.0626865212	-0.0140163222	-0.0095145204	0.0595077409	0.084532171	0.0662288318	-0.037226560299999996	0.0911243537	-0.031022615099999998	0.058861069	-0.0430764713	-0.0138411522	0.09119130369999999	0.090904137	0.09042619539999999	0.08975848210000001	0.0889023983	0.0878597406	0.00349527	0.003960150999999999	1.22169123729e-05	1.5682795942801e-05	-0.0936121	-0.0378375	0.008763225266410001	0.0014316764062500002	-0.0664965	0.03523449999999999	0.00442178451225	0.0012414699902499992	-0.000148576	-0.0004879600000000001	2.2074827776e-08	2.381049616000001e-07	-0.000424656	0.00017666599999999994	1.8033271833599998e-07	3.121087555599999e-08	0.0002466	-4.895300000000002e-05	6.081156e-08	2.396396209000001e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
60338.44041087966	-499.779506370709	3640727391.2172756	249779.55498814952	86890.07114361702	-489.4464968417597	239557.87327067065	7549884463.342828	60450.726203469676	-300.37843722582335	90227.20555022787	3654290298.5268564	60674.48549287388	48251.528003675965	1.200387	23.139799	0.120253885	0.0578234	-0.1239594771	0.09728394	-0.008416399100000001	0.0317307694	-0.0352467647	-0.1462884905	0.0686407563	-0.07005878509999999	0.0605834975	0.032827331	-0.026240702999999997	-0.0397253662	0.0534640137	0.0627736732	-0.0712850412	-0.0693494427	0.0366216256	-0.0388928194	-0.0177605802	-0.0039269021999999995	-0.0188962723	0.052757256100000004	-0.0165445957	-0.044145112199999996	-0.0660684154	-0.085706814	0.0276805185	-0.0331081748	0.0765589829	0.0159542712	0.0759188626	0.1578308374	0.012129660300000001	-0.036277889199999996	0.0435841708	-0.0816176272	-0.087608978	0.0439508176	0.0456714157	-0.08690543449999999	-0.0049985785	0.010361315500000001	-0.0457647655	-0.1583013598	-0.0665199209	-3.4165900000000004e-05	0.034674725499999996	-0.042170581799999995	0.0872511636	0.0517440236	0.060173412	-0.10189215189999999	-0.0353954185	0.0400962104	-0.0361829894	-0.024160134700000002	0.005834651800000001	-0.0531302232	0.0097355476	-0.0198020668	-0.0460919382	-0.0848445751	-0.0161005702	-0.0068858226	-0.022585797799999998	-0.0675602618	0.012378053799999999	-0.049608266799999995	0.1016762483	-0.0003807373	-0.1280451793	-0.0047395251	0.0176852431	-0.08836043910000001	-0.09625006400000001	0.030222626699999998	0.12428846710000001	0.011354811599999999	0.04868341650000002	0.0837629137	-0.1543275574	-0.0078658451	-0.025496245	-0.0030399248999999997	-0.0105381247	0.1036353119	0.09112876550000001	0.0906543325	0.08986543960000001	0.0887648233	0.08735630130000001	0.0856447597	-0.00128041	-0.00477568	1.6394497681e-06	2.28071194624e-05	-0.0641697	0.029442400000000007	0.004117750398089999	0.0008668549177600004	-0.0249706	0.0415259	0.0006235308643600001	0.0017244003708100006	0.0004444780000000001	0.0005930540000000001	1.9756069248400005e-07	3.517130469160001e-07	-0.000306534	0.00011812199999999995	9.396309315600002e-08	1.3952806883999992e-08	6.75779e-05	-0.00017902209999999996	4.566772568410001e-09	3.2048912288409983e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
60140.46575773232	-197.97465314733563	3616875621.5569744	39193.96328880785	86759.94693317819	-130.1242104388366	16932.310142330633	7527288391.847896	60183.76507731555	-266.96112615412864	71268.24287748056	3622085578.8815055	60426.81334976077	48274.142829595185	0.9948300000000002	19.17729	0.049376735	0.0251107	-0.0984062346	0.0716196265	0.0330426542	0.0862606066	-0.09075030939999999	0.0193120115	0.0394560995	-0.0986320666	0.050032135199999994	-0.0348435488	0.057071946100000014	0.037612873	-0.1122416659	0.047705467300000005	-0.05838353900000001	-0.0837466265	-0.044880653799999996	-0.037802909100000004	-0.0180204313	0.028886775299999997	0.012640978999999998	0.0029350171000000003	-0.039628403	0.113098435	-0.0049925423	-0.0317921687	-0.0491375542	0.053918323600000005	0.021965700299999998	-0.0367076823	0.048585957199999995	0.08443582279999999	0.06435646240000001	0.0207188392	-0.0024220613	-0.0085708241	0.086422098	0.0789167606	-0.0293325145	-0.0123955744	0.0090010181	0.11436941560000001	-0.017217408700000002	0.0173353506	0.0410013736	-0.09795276060000001	0.0188492147	0.0409908754	0.08539383699999999	-0.1112033816	0.044758844900000004	-0.0797400147	-0.0389999929	-0.04704176	-0.0389828054	-0.0283412482	0.0390071989	-0.0055937916	0.0125875433	-0.0811327448	0.08888044939999999	-0.029559661299999998	-0.0195462357	0.0245552852	-0.0137863523	0.0410299831	0.0585200425	-0.0666598129	0.011187101000000001	-0.0333507735	-0.08929988380000001	-0.0185172149	0.0518356288	0.083932235	0.0221077483	0.086891038	0.0104375759	0.0128310778	-0.11668868210000001	-0.0109779974	0.005613075899999999	0.0497865993	0.054787637199999996	0.10904729310000001	-0.0407490072	0.0534583881	0.0910506129	0.0903423981	0.0891661178	0.0875278662	0.08543613130000001	0.08290175030000001	-0.00267071	-0.0013903	7.132691904100001e-06	1.9329340900000004e-06	-0.0721745	-0.008004800000000006	0.005209158450250001	6.40768230400001e-05	-0.0381361	-0.0131655	0.00145436212321	0.00017333039024999998	4.53113e-05	-0.0003991667	2.05311390769e-09	1.5933405438889006e-07	-0.00044369	-0.000137156	1.968608161e-07	1.8811768336000003e-08	6.75779e-05	0.0	4.566772568410001e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
60355.54458351088	215.07882577855344	3642791761.972169	46258.90129828135	87747.94252825798	987.9955950797884	976135.2958970652	7699701417.942466	60405.412237973134	221.6471606575869	49127.463827570165	3648813827.6394734	60640.84452784339	46897.695834213984	1.03493	19.950294	0.12048581	0.0638555	-0.0961959625	0.0276568656	0.065873062	-0.0461880816	0.0460571103	0.0612514922	0.0085631568	0.08875879630000001	0.0239322666	-0.013777448500000001	-0.0577508837	0.0370141464	0.0340568875	0.0496538303	0.0729686848	-0.10013915699999999	0.0255924807	0.021574108999999998	-0.0382484793	0.0063199935	0.0513164576	-0.025326353399999998	0.0304075126	0.0761733015	0.0468911889	0.048832647699999995	0.1111626614	-0.1064303418	-0.0313350454	-0.0686759768	0.0199546471	0.0524724219	0.0395404315	0.0295530869	0.0170083861	-0.0945520817	0.0356393291	-0.10041063310000001	0.0060320102	0.0791734192	-0.0058877595999999996	-0.0110773656	-0.0169769635	0.0123452025	-0.0756155577	0.09309393099999999	-0.027701227999999998	0.049330451399999996	0.052435158499999995	0.0333948367	0.0481252065	0.008868889599999999	-0.1258912989	0.0163679396	0.0317460932	-0.0410961834	0.0064240575	0.040017385	0.0200790772	0.0207678826	0.079289168	0.056274500400000003	0.0030239846999999998	-0.1229302897	0.093777322	-0.0643701593	0.0074652318	-0.022963171	-0.022598609	0.0081877272	-0.0698384975	-0.0337247917	0.08757480849999999	-0.0779617205	0.0385643768	-0.0374014222	-0.0627854658	-0.0358989877	-0.0059240201	0.045066317599999996	0.051874068899999994	-0.0796380641	0.0003009968	-0.0880056095	-0.0359722299	0.0310775941	0.0909568593	0.0899685475	0.0883293083	0.08605100140000001	0.0831501106	0.0796476241	0.00311178	0.00578249	9.683174768400004e-06	3.3437190600100005e-05	-0.0405381	0.0316364	0.0016433375516099998	0.0010008618049600002	0.0106846	0.0488207	0.00011416067716000002	0.0023834607484899996	-0.000201928	-0.0002472393	4.0774917183999984e-08	6.112727146448999e-08	-0.00017684099999999998	0.000266849	3.1272739280999995e-08	7.120838880099999e-08	0.000238414	0.00017083610000000004	5.6841235396000004e-08	2.918497306321001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
60350.976286429366	-4.568297081510536	3642240338.72516	20.869338224937685	87384.74204205452	-363.2004862034518	131914.59317842385	7636093141.7564125	60542.01353381152	136.60129583838716	18659.914024726568	3665335402.728217	60792.84181106923	47481.357181903055	1.1150350000000002	21.49448	0.183070675	0.101776	0.09554508380000001	0.0242204419	0.005935447900000001	-0.0107787585	0.0244522546	0.0088249717	-0.0998294846	-0.0191867059	-0.028552589	-0.014926867	-0.022910593700000002	0.0349199461	-0.0079357429	-0.050964168399999996	-0.0515184408	0.0608178713	0.021305863799999998	0.0630353435	0.0198654545	0.0681623651	-0.0186622324	0.0420975878	0.0732111329	-0.0691645066	0.047027644699999996	0.0362623973	0.0334278754	0.10108886140000001	0.044171670999999996	0.08837673199999999	0.06131040030000001	0.0318563828	-0.0128861181	0.016778276499999998	0.11671675990000001	-0.041076733	-0.0128686152	-0.049397005099999995	-0.0698468209	-0.0552805062	-0.0100964957	-0.019959925	-0.0250078634	-0.0345065519	0.0520837287	-0.0219221074	-0.0516407874	-0.0050229872	0.0036329488	-0.0080967968	-0.0487106936	-0.0039045062	0.0877357491	0.0337092623	0.0544917554	0.0347320267	0.06537473440000001	-0.01397039	0.0138314572	0.1002900215	-0.04814820190000002	0.0195552646	0.0434553071	-0.0033593571999999995	-0.1769052785	0.0249675183	-0.0071992859	-0.064186732	0.0317952961	0.0358122872	-0.0093061608	-0.1162716689	0.0183330648	-0.08094053429999999	0.013352328600000001	0.033828272	-0.0246648527	0.0055426492	0.0092692467	-0.043969869800000005	-0.06463029969999999	0.0625930721	0.005342578000000001	0.0017621056	0.023382838599999997	-0.017808772	0.09084752060000001	0.089533037	0.08735630130000001	0.0843382767	0.0805080284	0.0759024438	-0.00662744	-0.00973922	4.39229609536e-05	9.48524062084e-05	-0.11900500000000006	-0.07846690000000006	0.014162190025000012	0.00615705439561001	-0.0351275	-0.0458121	0.00123394125625	0.00209874850641	0.0005667959999999999	0.0007687239999999999	3.21257705616e-07	5.90936588176e-07	-0.000109891	6.694999999999997e-05	1.2076031881000002e-08	4.482302499999996e-09	9.30389e-05	-0.00014537510000000006	8.656236913210001e-09	2.1133919700010007e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
60524.153251281845	173.17696485247868	3663173126.784651	29990.261155516644	87524.31320644947	139.57116439494712	19480.109930561353	7660505402.260666	60704.716031161224	162.70249734970275	26472.102643830036	3685062548.4239225	60926.874434123674	48787.06220129796	1.107558	21.350342	0.188355785	0.102377	-0.040115495099999995	-0.0807159066	0.0181142932	0.0735987655	-0.002366619	-0.0396932433	0.1065109974	0.030716406800000002	0.0243694698	0.0331261393	0.0626827566	-0.082190815	0.0812103767	-0.1418247423	-0.088269629	-0.014902367	-0.0388597725	-0.0034500305	0.001028941	-0.0413118106	-0.11301089269999999	-0.025917485299999998	0.0496187015	0.0017903847	0.0920243939	0.0554976999	-0.0211080739	-0.011235744399999999	-0.0344764171	-0.0191113956	-0.0233688612	0.0296134433	-0.0725456155	0.0001894598	-0.0105235259	0.0080612472	0.0656032287	-0.0926482564	-0.0245768878	0.0098710509	0.0679934315	-0.0565012744	-0.01648213	-0.0015515434	-0.0400087336	0.0061811965000000005	-0.017925471999999998	-0.0247569011	0.0410268837	0.0806574035	-0.1425682842	-0.0871223125	0.029365577	-0.035121442999999995	-0.0007722288000000001	0.008458604	-0.029633806699999998	-0.030656097900000002	-0.1257704047	0.0623312442	0.0400188233	0.0687654536	0.057947554400000004	0.0329827076	0.0232309879	0.00433052	0.0028119631	0.0020601972000000002	0.0207494882	0.0869931674	-0.0050926996	0.017236008100000002	0.0013327988000000001	-0.0301975725	0.10649299039999999	-0.009953786	-0.015004763999999999	-0.0778607863	0.058821096600000004	0.0011300814	0.014243026399999999	-0.038857533199999995	-0.018729358600000003	-0.011155406599999999	0.0146488832	0.0395237512	0.09072261570000001	0.089036165	0.0862485974	0.0823943867	0.0775211985	0.0716892996	-0.00479721	0.0018302300000000004	2.30132237841e-05	3.349741852900001e-06	-0.0487666	0.07023840000000006	0.0023781812755599998	0.004933432834560009	0.0148584	0.04998590000000001	0.00022077205056000005	0.00249859019881	-0.000351289	-0.000918085	1.2340396152100002e-07	8.428800672249998e-07	0.000110846	0.000220737	1.2286835715999999e-08	4.8724823169000015e-08	0.000280242	0.00018720310000000002	7.8535578564e-08	3.504500064961e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
60057.93032851943	-466.2229227624193	3606954995.3452935	217363.8137091328	86744.01791057181	-780.2952958776586	608860.7487688028	7524524643.269605	60384.18375368169	-320.53227747953497	102740.9409062176	3646249647.5983963	60608.131266276025	46873.92603541878	1.075089	20.724449	0.07648099499999997	0.034953	-0.0385474744	0.0929778447	0.0946804435	-0.0149032451	-0.0311606629	-0.07154254980000001	0.0241664841	-0.062861998	0.0471446182	-0.030652017900000002	-0.0395966454	-0.0390123759	0.0188463822	0.0656826404	-0.0751544165	-0.0396277021	0.0493502214	-0.047719079000000005	0.047250694100000004	0.0169332562	-0.0669211707	0.0144036173	-0.0349835518	-0.0370735774	0.0911173356	-0.0363188057	-0.030756410499999998	0.0629613049	0.000606622	-0.0314459457	0.09733314130000001	0.0720821636	-0.0394205832	-0.0086300202	0.0776333941	-0.046774750999999996	0.00145524	-0.055656398200000005	-0.08014340360000001	-0.1222848966	0.051142634000000006	-0.0352362935	0.10112178390000001	-0.11828634619999999	-0.1526444886	-0.0346257648	0.023650692999999997	0.1085846176	0.0040114596	0.015555493899999997	0.0645702064	-0.085923004	-0.0035871536	0.05750502530000001	-0.049924287000000005	0.04242633690000002	0.0232285101	-0.0287055492	-0.0600306862	-0.0147074135	-0.0212059635	0.0028262061	0.10761606359999999	0.0391541957	-0.0294255564	0.0529144111	0.03860841	-0.0946471306	0.0642145852	0.032024686600000005	-0.0306649175	-0.0506706901	0.0004923538	-0.0938346682	0.0385484205	0.0748337635	0.0494965444	-0.0243194496	0.086087966	-0.05914353150000001	-0.1529697452	-0.1456046015	-0.0497638262	0.0383055655	-0.1054321218	-0.029298479	0.09058216599999999	0.0884782721	0.08500790429999999	0.08022465940000001	0.07420241080000001	0.0670341672	-0.013652	-0.008854790000000001	0.000186377104	7.840730594410002e-05	-0.0307233	0.0180433	0.00094392116289	0.00032556067488999986	0.0250808	0.0102224	0.00062904652864	0.00010449746176	0.000113777	0.000465066	1.2945205729000002e-08	2.1628638435600003e-07	0.000245787	0.00013494100000000002	6.041124936900003e-08	1.8209073481000002e-08	9.30389e-05	-0.00018720310000000002	8.656236913210001e-09	3.504500064961e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
