onset	duration	trial_type	response_time	response_hand	response_accuracy	ori_match	gender	ethn_target	ethn_match	ethn_distractor	emo_match
10.0144	4.3841	control	4.3841	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
15.0226	3.055799999999998	control	3.055799999999998	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
20.0308	4.9375	control	4.9375	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
25.0391	4.8039999999999985	control	4.8039999999999985	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
30.0473	2.354700000000001	control	2.354700000000001	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
35.0555	0.7013999999999996	control	0.7013999999999996	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
40.0637	2.0990000000000038	emotion	2.0990000000000038	left	correct	n/a	female	caucasian	caucasian	caucasian	fear
45.0719	2.8847000000000023	emotion	2.8847000000000023	right	correct	n/a	male	black	black	black	anger
50.0801	3.9362999999999957	emotion	3.9362999999999957	right	correct	n/a	female	caucasian	caucasian	caucasian	anger
55.0883	2.7320000000000064	emotion	2.7320000000000064	left	correct	n/a	male	black	black	black	fear
60.0965	3.3076000000000008	emotion	3.3076000000000008	left	correct	n/a	male	caucasian	caucasian	caucasian	anger
65.1048	3.0161999999999978	emotion	3.0161999999999978	right	correct	n/a	female	asian	black	asian	fear
70.113	1.677899999999994	control	1.677899999999994	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
75.1212	0.9364999999999952	control	0.9364999999999952	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
80.1294	0.6581999999999937	control	0.6581999999999937	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
85.1376	0.7748999999999882	control	0.7748999999999882	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
90.1458	0.5775000000000006	control	0.5775000000000006	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
95.154	0.5512000000000086	control	0.5512000000000086	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
100.1623	2.091700000000003	emotion	2.091700000000003	right	correct	n/a	female	caucasian	caucasian	caucasian	anger
105.1705	3.2922999999999973	emotion	3.2922999999999973	left	correct	n/a	male	black	black	black	anger
110.1787	1.4919999999999902	emotion	1.4919999999999902	right	correct	n/a	female	caucasian	caucasian	caucasian	fear
115.1869	4.286600000000007	emotion	4.286600000000007	right	correct	n/a	male	black	black	black	fear
120.1951	3.4262999999999977	emotion	3.4262999999999977	left	correct	n/a	male	caucasian	caucasian	caucasian	fear
125.2033	2.394900000000007	emotion	2.394900000000007	left	correct	n/a	female	asian	black	asian	anger
130.2115	1.1425999999999874	control	1.1425999999999874	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
135.2197	1.0033000000000243	control	1.0033000000000243	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
140.228	0.7698000000000036	control	0.7698000000000036	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
145.2362	0.7775000000000034	control	0.7775000000000034	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
150.2444	0.9161000000000001	control	0.9161000000000001	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
155.2526	0.6487999999999943	control	0.6487999999999943	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
160.2608	2.4793999999999983	emotion	2.4793999999999983	left	correct	n/a	male	caucasian	caucasian	caucasian	anger
165.269	1.2851	emotion	1.2851	left	correct	n/a	female	caucasian	caucasian	caucasian	fear
170.2772	2.8526999999999987	emotion	2.8526999999999987	right	correct	n/a	male	black	black	black	anger
175.2855	2.324299999999994	emotion	2.324299999999994	left	correct	n/a	female	black	asian	asian	anger
180.2937	2.123899999999992	emotion	2.123899999999992	right	correct	n/a	male	caucasian	caucasian	white	fear
185.3019	1.6306000000000154	emotion	1.6306000000000154	right	correct	n/a	female	asian	asian	black	fear
190.3101	0.7752999999999872	control	0.7752999999999872	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
195.3183	2.063900000000018	control	2.063900000000018	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
200.3265	0.8915999999999826	control	0.8915999999999826	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
205.3347	0.708200000000005	control	0.708200000000005	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
210.3429	0.7849000000000217	control	0.7849000000000217	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
215.3512	0.6714000000000055	control	0.6714000000000055	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
220.3594	3.0589999999999975	emotion	3.0589999999999975	right	correct	n/a	male	caucasian	caucasian	caucasian	fear
225.3676	2.4416999999999973	emotion	2.4416999999999973	left	correct	n/a	female	black	asian	asian	fear
230.3758	2.483300000000014	emotion	2.483300000000014	left	incorrect	n/a	male	caucasian	caucasian	caucasian	anger
235.384	2.3510000000000275	emotion	2.3510000000000275	left	correct	n/a	male	black	black	black	fear
240.3922	4.428599999999989	emotion	4.428599999999989	left	correct	n/a	female	caucasian	caucasian	caucasian	anger
245.4004	2.2083000000000084	emotion	2.2083000000000084	right	correct	n/a	female	asian	asian	black	anger
