global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05
61574.180666299886	n/a	3791379724.72614	n/a	98735.38828493514	n/a	n/a	9748676899.776907	62917.55526434207	n/a	n/a	3958618760.4415374	63146.809367127295	58369.95273447631	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	n/a	n/a	0.0	0.0180557	n/a	0.00032600830249000003	n/a	0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	-0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0
61722.47334498044	148.2926786805474	3809663715.821821	21990.71855025208	98809.04890182783	73.66061689269556	5425.886481012464	9763228144.883804	62865.18936456418	-52.365899777883904	2742.1874595473805	3952032033.842513	63090.55754945909	58454.80294407255	0.998561	13.137925	0.03728261	0.0330295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	-0.0146561	-0.0327118	0.00021480126721	0.00107006185924	-0.00457081	-0.00457081	2.08923040561e-05	2.08923040561e-05	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62155.89393270836	433.4205877279164	3863355150.5740905	187853.4058664125	99938.9399690448	1129.8910672169732	1276653.8237767105	9987791722.136341	62951.88146733303	86.69210276884405	7515.52068248382	3962939380.277147	63186.749986107	58698.464031678515	1.550277	20.396776000000006	0.07898969384	0.0397472	-0.1831103732	0.17678829010000002	-0.3812479504	0.1275526387	-0.292215113	0.2102217481	-0.3529271356	0.2808312551	-0.41962526159999997	0.1958500689	0.08891431960000001	-0.023986661	0.1108779965	0.0111489717	-0.1144758234	0.0242130539	-0.21522611379999998	0.09187269470000001	-0.0432660135	0.20948680620000001	-0.11988576279999999	0.0169684005	-0.20051313829999998	0.016099186499999998	-0.2011553989	0.1276968431	-0.0018113023000000002	0.0649279663	-0.0218234356	0.1165457035	-0.0077240463	0.18651596329999998	-0.11018816109999999	0.0672799702	-0.2119174123	0.1041478889	-0.08971904050000001	0.136268881	-0.0303671665	-0.0789071217	0.0582012943	0.0756847866	-0.0343934939	0.0087007574	0.0839572976	-0.08459689460000001	-0.0009457927	0.1078523507	-0.0394326776	0.1414938259	-0.0263935954	0.1899704945	-0.1159294285	0.0257571203	-0.19091606379999998	0.1730310027	-0.106435993	0.2123315615	-0.0236798446	0.16895945399999998	-0.053107552800000006	0.0302066141	-0.104203721	0.09108502	-0.0175092975	0.0314882537	-0.1293645176	0.2017971892	-0.0308764402	0.2269844735	-0.0184203654	-0.0197127627	0.1624065644	-0.0588604263	0.0565869729	-0.073338065	-0.0625083882	0.0522826234	0.0436795212	0.1226193154	0.12259365929999999	0.122550903	0.0	0.0	-7.15384e-06	-7.15384e-06	5.1177426745599994e-11	5.1177426745599994e-11	-0.0271107	-0.0124546	0.0007349900544900001	0.00015511706116000002	-0.0111075	-0.00653669	4.272831615610002e-05	0.00012337655625000002	-0.000527137	-0.000527137	2.778734167690001e-07	2.778734167690001e-07	0.000443012	0.000443012	1.96259632144e-07	1.96259632144e-07	0.000229676	0.000229676	5.2751064975999994e-08	5.2751064975999994e-08	1.0	0.0	0.0	0.0	0.0	0.0
62357.77276265231	201.8788299439548	3888491823.918583	40755.061979540216	97643.19041126179	-2295.7495577830123	5270466.032060896	9534192633.689926	62988.97315649893	37.09168916589988	1375.7934051797345	3967610739.310143	63215.97780129298	59008.9009698575	1.6477669999999998	21.679438	0.13425425336	0.07015039999999999	-0.1544196521	0.0393069214	-0.204043914	0.24637624760000001	-0.0193606463	0.0766345254	0.0851780164	0.0007616442999999999	0.0039107539	-0.006829665600000001	0.09384036230000001	-0.14846782320000002	-0.066563069	0.024361565800000002	-0.1392240675	-0.1127059849	-0.3507221581	0.1520194574	0.0093014459	-0.1113213674	-0.2194843711	0.025539320600000002	-0.045378394	0.0369215726	-0.075670223	0.07422732	0.2244881884	-0.0750772241	0.0640705971	-0.2025920757	0.0760575843	-0.0359131959	0.1423266047	-0.019298675300000002	0.085911363	0.0084135515	0.0070301033999999995	-0.007542641899999998	-0.0391600893	0.0368731801	0.1073196222	-0.0153249453	0.1079458176	0.1108557526	-0.0075980339000000004	-0.1113868422	0.12032728220000001	-0.044933918600000004	-0.053715312300000005	0.160563724	0.1016358291	0.37611160039999997	-0.163909116	0.0050239544	0.1657073571	0.1880706101	-0.0339958779	0.055136036500000006	-0.0019516158	0.0927617215	-0.0499810558	-0.21122085059999998	0.0843463651	-0.1820347321	0.08849713869999999	-0.0049267636	-0.0239494362	-0.1129931726	0.0004515177	-0.0871095483	0.0583493728	0.0058457006999999995	-0.022587175	-0.030972124900000002	-0.0334732963	0.000959077	-0.1339643602	-0.1013427465	-0.0630272647	0.122550903	0.1223201049	0.1219357633	0.0	0.0	-8.598219999999999e-05	-7.882836e-05	6.213910340289598e-09	7.392938716839998e-09	-0.00269806	0.024412640000000003	7.279527763599999e-06	0.0005959769917696003	-0.0677512	-0.0566437	0.00320850874969	0.00459022510144	-0.000695923	-0.00016878599999999998	4.84308821929e-07	2.8488713795999992e-08	-0.000166485	-0.000609497	3.71486593009e-07	2.7717255225e-08	-5.44227e-05	-0.0002840987	8.071207134168996e-08	2.9618302752900004e-09	0.0	1.0	0.0	0.0	0.0	0.0
62773.472737754964	415.69997510265233	3940508879.557666	172806.4693003458	98434.5685989092	791.3781876474095	626279.4358840985	9689364295.253359	63359.10162473192	370.1284682329933	136995.08299650197	4014375758.693107	63580.46446632336	60712.93823292839	2.7105900000000003	35.66285300000001	0.3851819072	0.22150100000000006	-0.134696049	-0.0503042166	-0.0218478881	-0.11049131539999996	-0.049677993200000006	0.1489508165	0.0763421361	-0.42278970549999995	-0.24756771	0.0596819527	-0.2509725887	-0.409282601	0.124856072	0.1243099518	-0.31384202640000003	0.0403446855	0.3374156232	-0.2212174346	0.10404837289999999	-0.24849502010000002	-0.0700362472	0.10348540980000001	-0.12148732300000001	-0.1542000631	0.0210957876	-0.1786822632	-0.0091029025	0.1014894126	-0.19114373269999999	0.0263143982	0.0370012398	0.11450288300000001	0.0084589415	-0.0052571536	0.0357374765	-0.0096919201	-0.0011862592	-0.0299096367	-0.0684177529	0.025202907400000002	0.061849427199999994	0.0046435586	0.0898894618	-0.22311549260000002	0.0390072957	0.1750344324	0.4455225514	0.1047731883	0.0041479025	0.3440094107	-0.0366224592	-0.322154185	0.21885611289999998	-0.1548180982	0.2575925016	-0.0099431813	0.06153722530000001	0.0992075131	0.15900535470000002	-0.0743010855	0.20303178289999999	0.035665189	-0.0691213621	0.12165447160000001	0.1422538102	0.0805520326	-0.0787905059	0.0369303602	0.0415513753	-0.0391795839	0.0093854147	0.0185169663	0.0152748907	-0.0244466196	0.035652250499999996	0.029245939500000002	-0.080515314	-0.0419218967	0.2428888873	0.12241411630000001	0.1217736065	0.1207085716	0.0	0.0	0.0183295	0.0184154822	0.0003391299846585168	0.00033597057024999994	-0.0995164	-0.09681834	0.009903513868959999	0.0093737909603556	-0.0451482	0.022603	0.0005108956089999999	0.00203835996324	-0.00408298	-0.003387057	1.66707256804e-05	1.1472155121249e-05	-0.000670157	-0.0005036719999999999	2.536854835840001e-07	4.49110404649e-07	0.00100175	0.0010561727	1.11550077222529e-06	1.0035030625e-06	0.0	0.0	1.0	0.0	0.0	0.0
62428.67938146734	-344.7933562876278	3897340009.3140454	118882.45854008707	97596.16518646816	-838.4034124410391	702920.2819927791	9525011459.10438	63045.63064874388	-313.4709759880425	98264.0527868959	3974751543.897833	63267.93528869665	60646.19570884862	2.750226	36.184341	0.40226802	0.271489	-0.1671379777	0.058749976399999994	-0.046861422300000004	-0.0893081503	0.2146003175	0.0011172108999999999	-0.04883648769999999	-0.0203334254	0.23906052649999998	-0.0416671059	-0.0171954976	-0.12948237740000001	0.1668866676	-0.20004041420000002	-0.0300400838	-0.0387756944	-0.0887895501	0.0197300747	-0.0789240712	0.07588677190000001	0.1145039643	0.0842092549	-0.048581304400000004	-0.1077705815	-0.05111171019999999	0.096786825	-0.09762300939999999	0.1253560665	0.1505182948	0.0574918041	0.0347404643	0.023343775299999998	0.10769777470000001	0.1074811643	0.0561764041	0.1307750951	0.09029895939999999	-0.06905014	0.0551715845	0.1314571521	-0.0901225728	0.1236827734	-0.1526672278	0.0154812652	0.1195493716	-0.014581728799999999	0.1389225739	0.1915443451	-0.18405659149999998	-0.0431100883	0.0342238213	0.0670464267	-0.0237103851	0.089336537	-0.1129057393	-0.0991566127	0.040886145	0.0867541669	0.1069907344	0.052773268600000006	-0.0638367995	0.10975009320000001	-0.1592767891	-0.0955755555	-0.0956539204	0.037494212	-0.1250645705	-0.023147564	-0.08776332939999999	-0.0274790697	0.1357524544	-0.0674224812	-0.1346211723	0.0243280211	-0.0986676259	-0.1231034434	0.09729127300000001	0.1624036004	-0.0235390828	0.1222090316	0.1209553836	0.1188754878	0.0	0.0	0.00263513	-0.01569437	0.0002463132496969	6.943910116899998e-06	-0.0516263	0.047890100000000005	0.00266527485169	0.002293461678010001	-0.0646133	-0.0194651	0.00037889011801	0.004174878536889999	0.000824081	0.004907061	6.791094945610001e-07	2.4079247657721e-05	0.00026168400000000004	0.000931841	8.683276492810002e-07	6.847851585600004e-08	0.000456283	-0.000545467	2.9753424808899997e-07	2.0819417608900002e-07	0.0	0.0	0.0	1.0	0.0	0.0
62317.8429867292	-110.8363947381367	3883513554.5186343	12284.706398548064	97967.62083579008	371.45564932191337	137979.2994131643	9597654732.22513	62859.57130342371	-186.05934532016545	34618.07998096857	3951325704.45021	63098.51262411085	60119.432679995465	1.29502	17.038397	0.121949528	0.08200359999999997	-0.1370035188	0.13537591710000002	-0.10451008279999999	0.0025371801	-0.020369786299999998	0.0692772126	-0.0404911467	-0.0651084596	0.1665367586	-0.24974735399999998	0.0895714533	0.0503848058	0.1803078425	0.0653030198	0.053754982	0.0377220563	-0.0116883648	-0.0731538263	0.0681770233	0.1502122592	-0.1079464015	0.0831047013	0.0036947538	-0.07150092450000001	0.0936742557	0.0096358798	0.027029961800000002	-0.1641143428	0.1174884001	-0.1041704467	-0.1292824514	0.1493347478	-0.0608615132	0.1372620396	-0.0099086652	0.03236956	0.17126667539999998	-0.1013054139	0.1592550915	0.0047569602	0.029515074900000007	0.0611892459	-0.08707763539999999	-0.0688335149	-0.047461033099999994	-0.084126041	-0.062126003799999996	0.1654058726	0.0900128426	-0.004664079000000001	-0.0295706704	0.0032776399	0.025564529199999998	-0.1053848577	-0.1290993268	0.1171419323	0.10626634900000001	0.052789641799999995	0.0496457108	-0.0787345379	-0.0050613878	-0.0366815444	0.19384470339999998	-0.0718770941	-0.0757132052	-0.130531554	-0.16287594560000002	0.14078277390000002	-0.09751352560000001	-0.0033937178000000004	-0.0280591039	-0.0899350791	-0.13008577289999998	0.1906531129	-0.032025347999999995	-0.055009305300000005	-0.019498411599999998	0.09615053890000001	0.074925209	0.1219357633	0.1198672619	0.11644571279999999	0.0	0.0	-0.00014968799999999998	-0.002784818	7.755211293123998e-06	2.2406497343999997e-08	-0.0323004	0.0193259	0.00104331584016	0.00037349041081000004	-0.059663	0.004950299999999998	2.4505470089999977e-05	0.003559673569	-0.000687772	-0.0015118529999999999	4.7303032398400003e-07	2.2856994936090003e-06	0.00026168400000000004	0.0	0.0	6.847851585600004e-08	7.03658e-05	-0.0003859172	1.4893208525584002e-07	4.95134580964e-09	0.0	0.0	0.0	0.0	0.0	0.0
62499.2878306417	181.4448439124972	3906160979.337397	32922.231382430466	98475.9510705336	508.3302347435237	258399.627554406	9697512939.246128	62899.110265395226	39.53896197151335	1563.3295137847786	3956298072.178347	63153.901070224514	61110.06540322205	1.186152	15.606031	0.114065872	0.0744653	-0.055787276600000005	0.14604679550000002	-0.029520302400000007	0.012252423	-0.0845719477	0.0518116371	-0.0517242401	-0.0303783417	0.11905348630000001	-0.042834487000000004	0.014876883300000001	0.1300336078	0.1456130987	0.0203695272	0.138683757	0.11792307	0.0326291437	-0.1729682202	0.0929464726	0.1651355675	0.0340191935	0.1190089449	-0.0859856027	-0.0201514993	0.0939104759	0.006184053100000001	-0.0638288719	0.0218045778	-0.0141754381	0.052279521399999994	0.0426555328	-0.0703020706	0.07021566	-0.0311620448	-0.039312523599999996	-0.1596040839	0.0018981223999999998	0.0232820127	-0.0266250959	0.0904762725	0.1518698899	-0.028463676099999998	0.0830386313	-0.0407437434	0.0615981929	0.0003959251	-0.1219243277	0.1450633361	0.0847208041	-0.1099221411	-0.11144116970000001	-0.036114489799999996	0.1387940532	-0.1275009319	-0.1647729929	-0.0268198823	0.0926237755	0.1307946946	-0.0009809676	-0.102789633	-0.0094622517	0.0562807921	-0.0031946683	0.019861348100000002	-0.0030515214000000003	0.0324220526	0.010413567700000001	-0.1195277215	0.05139010980000002	0.0117379618	-0.12412899150000001	0.039185164	-0.0210573269	-0.0389744831	-0.12589318289999998	0.0310927181	-0.1494800973	-0.072106256	0.0423890096	0.121594464	0.11851166960000001	0.113431443	0.0	0.0	-0.000130676	1.9011999999999973e-05	3.6145614399999903e-10	1.7076216976000006e-08	-0.07685459999999998	-0.04455419999999998	0.005906629541159997	0.0019850767376399982	-0.0437126	0.015950400000000003	0.0002544152601600001	0.00191079139876	-0.00168183	-0.000994058	2.8285521489e-06	9.88151307364e-07	0.00026168400000000004	0.0	0.0	6.847851585600004e-08	0.000147153	7.678720000000001e-05	5.896274083839999e-09	2.1654005409e-08	0.0	0.0	0.0	0.0	0.0	0.0
62552.853493677634	53.56566303593718	3912859480.2014976	2869.2802564795666	98422.60353405072	-53.34753648287733	2845.959648791928	9687008886.420937	62924.21484375	25.10457835477428	630.2398543710011	3959456813.702408	63196.06629973697	61716.12302319539	1.13611	14.947637	0.083338818	0.0511034	0.0362129967	0.10309578720000001	0.00030809580000000004	0.0277784401	-0.1202562507	-0.0135113896	-0.0256772848	0.1590478502	0.1124362983	0.1685858566	-0.0146802099	0.1973724995	0.0504399753	0.1263688841	0.1287962402	0.17840073739999998	0.0137241326	-0.062296390199999996	0.12852087980000002	0.061069683799999996	-0.1980655546	0.0399325848	0.0164930366	-0.006351433399999999	0.123333515	0.0062710281	-0.025799265099999996	0.0860381201	-0.12227379210000001	0.1518805181	0.0250977761	-0.06670244389999999	0.0126235703	0.0010868217	0.1381079339	-0.0138320548	-0.0704986366	0.0460825969	-0.047012354900000004	-0.0160067846	-0.089147511	-0.0899813744	-0.0768072922	0.0212969986	-0.0713068706	0.042572771100000004	-0.18435507920000002	0.051103957900000004	0.1742377997	-0.0794846405	-0.17107885469999998	-0.0096731174	0.011187205	-0.1384831586	-0.0166800634	0.17446248620000002	0.10534145439999999	0.0039735904	-0.0004526808	-0.1304980385	-0.0374650241	0.0389931335	-0.0845220283	0.1738111537	0.0132063878	0.09674306460000001	0.0560750067	-0.0678520813	0.0047435123	-0.1203737514	0.0018622588	-0.0130616559	0.0692322289	-0.07678616490000001	0.034366725699999996	0.1097053524	0.1029078665	0.0527143787	-0.089215565	0.121185324	0.1168916313	0.10984780820000001	0.0	0.0	-0.00017744400000000002	-4.676800000000001e-05	2.187245824000001e-09	3.1486373136e-08	-0.0404531	0.03640149999999998	0.0016364532996099997	0.0013250692022499988	-0.0578695	-0.014156900000000009	0.0002004178176100002	0.0033488790302500003	-0.00115485	0.00052698	1.3336785225e-06	2.777079204e-07	0.00026168400000000004	0.0	0.0	6.847851585600004e-08	1.946e-05	-0.000127693	1.6305502248999996e-08	3.786916e-10	0.0	0.0	0.0	0.0	0.0	0.0
62623.990291091126	71.13679741349915	3921764159.978676	5060.443946249221	98111.8552292158	-310.74830483492406	96564.50895777886	9625936136.5186	63041.35923138787	117.14438763786892	13722.807555051299	3974212973.740893	63316.896034010075	62296.170720302216	1.086709	14.297681	0.124561349	0.07451499999999997	0.1054637332	0.057710413700000004	-0.0158911217	-0.0408643064	-0.1099144366	-0.0751422013	0.0348825589	-0.0215609546	0.050028440300000004	0.076940765	-0.0505649286	0.1176199649	-0.0589964639	-0.030068475	0.1195551094	-0.027259832999999997	0.0519068232	-0.054113645999999994	0.0875032568	-0.048551152199999996	0.0153710372	-0.1014235089	-0.1630124568	0.0036674457	0.013769448500000002	0.07556909860000001	0.042242528200000004	-0.026370296	-0.1107872509	-0.07341720610000001	-0.06932031570000001	0.1530866448	-0.15233750699999998	0.0234487684	-0.1045416929	0.0206756186	-0.2147810214	0.0258261344	-0.0188014661	0.0038579324	-0.05110613519999999	-0.0440835602	-0.0380025394	0.04412627349999999	0.0073680625	0.0753794948	-0.1099441227	-0.0517048455	0.013165290900000001	-0.12113034369999999	0.022909874	-0.041677344	0.0404221763	-0.11463510710000001	0.0255186508	-0.012589958100000001	-0.1708671061	0.0656378904	0.0223928574	-0.0398680495	-0.0583739928	-0.025727046899999998	0.0353462636	0.058056608899999994	0.1141715884	-0.061039225	-0.031004610099999996	0.2205328085	0.0180924915	0.0728499862	0.0056119939	0.17802139179999998	0.15466766980000002	-0.0531837137	0.016603291399999998	0.043514345499999996	0.052938889	0.032395114100000004	-0.0352029967	0.1207085716	0.11501076210000001	0.1057127965	0.0	0.0	-0.000139345	3.809900000000001e-05	1.4515338010000012e-09	1.9417029025e-08	-0.108249	-0.06779589999999999	0.011717846001	0.004596284056809999	-0.07232819999999998	-0.014458699999999975	0.00020905400568999933	0.0052313685152399975	-0.00109424	6.061e-05	1.1973611776e-06	3.6735721e-09	0.0006888339999999999	0.00042714999999999984	1.8245712249999992e-07	4.7449227955599996e-07	-0.00033815300000000005	-0.0003576130000000001	1.2788705776900004e-07	1.1434745140900007e-07	0.0	0.0	0.0	0.0	0.0	0.0
