onset	duration	trial_type	response_time	response_hand	response_accuracy	ori_match	gender	ethn_target	ethn_match	ethn_distractor	emo_match
10.0102	4.2232	control	4.2232	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
15.0184	3.7098000000000013	control	3.7098000000000013	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
20.0265	0.9176000000000002	control	0.9176000000000002	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
25.0347	0.8621999999999979	control	0.8621999999999979	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
30.0428	0.9489000000000019	control	0.9489000000000019	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
35.051	0.8444999999999965	control	0.8444999999999965	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
40.0592	1.2281000000000049	emotion	1.2281000000000049	left	correct	n/a	female	caucasian	caucasian	caucasian	fear
45.0673	1.4358000000000004	emotion	1.4358000000000004	right	correct	n/a	male	black	black	black	anger
50.0755	1.4644000000000048	emotion	1.4644000000000048	right	correct	n/a	female	caucasian	caucasian	caucasian	anger
55.0836	1.4500000000000028	emotion	1.4500000000000028	left	correct	n/a	male	black	black	black	fear
60.0918	1.3997000000000028	emotion	1.3997000000000028	left	correct	n/a	male	caucasian	caucasian	caucasian	anger
65.0999	1.1892999999999887	emotion	1.1892999999999887	right	correct	n/a	female	asian	black	asian	fear
70.1081	0.7680000000000007	control	0.7680000000000007	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
75.1162	0.6447000000000003	control	0.6447000000000003	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
80.1244	0.5393000000000114	control	0.5393000000000114	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
85.1326	0.6159000000000106	control	0.6159000000000106	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
90.1407	0.6506000000000114	control	0.6506000000000114	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
95.1489	0.5991999999999962	control	0.5991999999999962	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
100.157	1.1167999999999978	emotion	1.1167999999999978	right	correct	n/a	female	caucasian	caucasian	caucasian	anger
105.1652	1.3573999999999984	emotion	1.3573999999999984	left	correct	n/a	male	black	black	black	anger
110.1733	1.2111000000000018	emotion	1.2111000000000018	right	correct	n/a	female	caucasian	caucasian	caucasian	fear
115.1815	1.6037000000000035	emotion	1.6037000000000035	right	correct	n/a	male	black	black	black	fear
120.1896	1.7464000000000084	emotion	1.7464000000000084	left	correct	n/a	male	caucasian	caucasian	caucasian	fear
125.1978	1.769999999999996	emotion	1.769999999999996	right	incorrect	n/a	female	asian	black	asian	anger
130.206	0.8716000000000008	control	0.8716000000000008	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
135.2141	0.5622999999999934	control	0.5622999999999934	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
140.2223	0.6908999999999992	control	0.6908999999999992	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
145.2304	0.44360000000000355	control	0.44360000000000355	left	incorrect	vertical	n/a	n/a	n/a	n/a	n/a
150.2386	0.7682000000000073	control	0.7682000000000073	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
155.2467	0.545899999999989	control	0.545899999999989	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
160.2549	1.4805000000000064	emotion	1.4805000000000064	left	correct	n/a	male	caucasian	caucasian	caucasian	anger
165.263	1.7310999999999979	emotion	1.7310999999999979	left	correct	n/a	female	caucasian	caucasian	caucasian	fear
170.2712	1.2218000000000018	emotion	1.2218000000000018	right	correct	n/a	male	black	black	black	anger
175.2794	1.465299999999985	emotion	1.465299999999985	right	incorrect	n/a	female	black	asian	asian	anger
180.2875	0.9560999999999922	emotion	0.9560999999999922	right	correct	n/a	male	caucasian	caucasian	white	fear
185.2957	1.2595999999999776	emotion	1.2595999999999776	right	correct	n/a	female	asian	asian	black	fear
190.3038	0.7643999999999949	control	0.7643999999999949	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
195.312	0.8418999999999812	control	0.8418999999999812	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
200.3201	0.7646000000000015	control	0.7646000000000015	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
205.3283	0.6151999999999873	control	0.6151999999999873	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
210.3364	0.795899999999989	control	0.795899999999989	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
215.3446	0.6424999999999841	control	0.6424999999999841	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
220.3528	1.3420999999999879	emotion	1.3420999999999879	right	correct	n/a	male	caucasian	caucasian	caucasian	fear
225.3609	1.1648000000000138	emotion	1.1648000000000138	left	correct	n/a	female	black	asian	asian	fear
230.3691	1.5294000000000096	emotion	1.5294000000000096	left	incorrect	n/a	male	caucasian	caucasian	caucasian	anger
235.3772	1.2720000000000198	emotion	1.2720000000000198	left	correct	n/a	male	black	black	black	fear
240.3854	1.587699999999984	emotion	1.587699999999984	left	correct	n/a	female	caucasian	caucasian	caucasian	anger
245.3935	1.351300000000009	emotion	1.351300000000009	right	correct	n/a	female	asian	asian	black	anger
