onset	duration	trial_type	response_time	response_hand	response_accuracy	ori_match	gender	ethn_target	ethn_match	ethn_distractor	emo_match
10.0096	4.997999999999999	control	4.997999999999999	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
15.0179	4.339600000000003	control	4.339600000000003	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
20.0261	1.610400000000002	control	1.610400000000002	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
25.0344	4.730899999999998	control	4.730899999999998	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
30.0426	4.724600000000002	control	4.724600000000002	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
35.0508	2.0533	control	2.0533	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
40.0591	3.255899999999997	emotion	3.255899999999997	left	correct	n/a	female	caucasian	caucasian	caucasian	fear
45.0673	3.1084999999999994	emotion	3.1084999999999994	right	correct	n/a	male	black	black	black	anger
50.0756	2.1152000000000015	emotion	2.1152000000000015	right	correct	n/a	female	caucasian	caucasian	caucasian	anger
55.0838	4.206800000000001	emotion	4.206800000000001	left	correct	n/a	male	black	black	black	fear
60.0921	3.331399999999995	emotion	3.331399999999995	left	correct	n/a	male	caucasian	caucasian	caucasian	anger
65.1003	2.9221000000000004	emotion	2.9221000000000004	right	correct	n/a	female	asian	black	asian	fear
70.1086	1.4457000000000022	control	1.4457000000000022	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
75.1168	1.5104000000000042	control	1.5104000000000042	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
80.1251	0.9429999999999978	control	0.9429999999999978	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
85.1333	0.8977000000000004	control	0.8977000000000004	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
90.1415	0.9934000000000083	control	0.9934000000000083	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
95.1498	1.1359000000000066	control	1.1359000000000066	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
100.158	2.1835999999999984	emotion	2.1835999999999984	right	correct	n/a	female	caucasian	caucasian	caucasian	anger
105.1663	2.2391999999999967	emotion	2.2391999999999967	left	correct	n/a	male	black	black	black	anger
110.1745	4.9	emotion	n/a	n/a	miss	n/a	female	caucasian	caucasian	caucasian	fear
115.1828	2.3833999999999946	emotion	2.3833999999999946	left	incorrect	n/a	male	black	black	black	fear
120.191	2.301099999999991	emotion	2.301099999999991	left	correct	n/a	male	caucasian	caucasian	caucasian	fear
125.1993	1.6817000000000064	emotion	1.6817000000000064	left	correct	n/a	female	asian	black	asian	anger
130.2075	1.0213999999999999	control	1.0213999999999999	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
135.2157	0.7101000000000113	control	0.7101000000000113	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
140.224	0.8187000000000069	control	0.8187000000000069	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
145.2322	0.6923999999999921	control	0.6923999999999921	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
150.2405	0.9449999999999932	control	0.9449999999999932	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
155.2487	1.0395999999999788	control	1.0395999999999788	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
160.257	1.6792000000000087	emotion	1.6792000000000087	left	correct	n/a	male	caucasian	caucasian	caucasian	anger
165.2652	2.2449000000000012	emotion	2.2449000000000012	left	correct	n/a	female	caucasian	caucasian	caucasian	fear
170.2735	1.54849999999999	emotion	1.54849999999999	right	correct	n/a	male	black	black	black	anger
175.2817	1.3882000000000119	emotion	1.3882000000000119	left	correct	n/a	female	black	asian	asian	anger
180.29	2.0337000000000103	emotion	2.0337000000000103	right	correct	n/a	male	caucasian	caucasian	white	fear
185.2982	1.4003999999999905	emotion	1.4003999999999905	right	correct	n/a	female	asian	asian	black	fear
190.3064	1.1091000000000122	control	1.1091000000000122	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
195.3147	0.8817000000000235	control	0.8817000000000235	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
200.3229	0.9063999999999908	control	0.9063999999999908	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
205.3312	1.0020000000000095	control	1.0020000000000095	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
210.3394	0.7776999999999816	control	0.7776999999999816	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
215.3477	0.7313000000000045	control	0.7313000000000045	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
220.3559	2.4749000000000194	emotion	2.4749000000000194	right	correct	n/a	male	caucasian	caucasian	caucasian	fear
225.3642	2.1045000000000016	emotion	2.1045000000000016	left	correct	n/a	female	black	asian	asian	fear
230.3724	1.56219999999999	emotion	1.56219999999999	right	correct	n/a	male	caucasian	caucasian	caucasian	anger
235.3807	1.6437999999999988	emotion	1.6437999999999988	left	correct	n/a	male	black	black	black	fear
240.3889	1.4565000000000055	emotion	1.4565000000000055	left	correct	n/a	female	caucasian	caucasian	caucasian	anger
245.3971	2.6451000000000136	emotion	2.6451000000000136	right	correct	n/a	female	asian	asian	black	anger
