onset	duration	trial_type	response_time	response_hand	response_accuracy	ori_match	gender	ethn_target	ethn_match	ethn_distractor	emo_match
10.0161	2.4725	control	2.4725	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
15.0243	1.3642000000000003	control	1.3642000000000003	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
20.0326	2.6737	control	2.6737	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
25.0408	0.849499999999999	control	0.849499999999999	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
30.049	0.7971000000000004	control	0.7971000000000004	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
35.0573	0.9057000000000031	control	0.9057000000000031	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
40.0655	1.740400000000001	emotion	1.740400000000001	left	correct	n/a	female	caucasian	caucasian	caucasian	fear
45.0737	2.503	emotion	2.503	right	correct	n/a	male	black	black	black	anger
50.0819	1.442700000000002	emotion	1.442700000000002	right	correct	n/a	female	caucasian	caucasian	caucasian	anger
55.0902	1.5852000000000004	emotion	1.5852000000000004	left	correct	n/a	male	black	black	black	fear
60.0984	1.6229000000000013	emotion	1.6229000000000013	left	correct	n/a	male	caucasian	caucasian	caucasian	anger
65.1066	1.7865999999999929	emotion	1.7865999999999929	right	correct	n/a	female	asian	black	asian	fear
70.1149	0.9221999999999895	control	0.9221999999999895	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
75.1231	0.7299000000000007	control	0.7299000000000007	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
80.1313	0.7125000000000057	control	0.7125000000000057	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
85.1396	1.1839999999999975	control	1.1839999999999975	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
90.1478	0.6467999999999989	control	0.6467999999999989	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
95.156	0.8303999999999974	control	0.8303999999999974	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
100.1642	1.5561000000000007	emotion	1.5561000000000007	right	correct	n/a	female	caucasian	caucasian	caucasian	anger
105.1725	2.012600000000006	emotion	2.012600000000006	left	correct	n/a	male	black	black	black	anger
110.1807	1.0992999999999995	emotion	1.0992999999999995	right	correct	n/a	female	caucasian	caucasian	caucasian	fear
115.1889	1.3599999999999994	emotion	1.3599999999999994	right	correct	n/a	male	black	black	black	fear
120.1972	1.198599999999999	emotion	1.198599999999999	left	correct	n/a	male	caucasian	caucasian	caucasian	fear
125.2054	1.7802000000000078	emotion	1.7802000000000078	left	correct	n/a	female	asian	black	asian	anger
130.2136	1.0658999999999992	control	1.0658999999999992	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
135.2219	0.640500000000003	control	0.640500000000003	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
140.2301	0.6552000000000078	control	0.6552000000000078	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
145.2383	0.6328000000000031	control	0.6328000000000031	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
150.2466	0.6654000000000053	control	0.6654000000000053	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
155.2548	0.6891000000000247	control	0.6891000000000247	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
160.263	2.785599999999988	emotion	2.785599999999988	right	incorrect	n/a	male	caucasian	caucasian	caucasian	anger
165.2712	4.0353000000000065	emotion	4.0353000000000065	left	correct	n/a	female	caucasian	caucasian	caucasian	fear
170.2795	1.4658999999999764	emotion	1.4658999999999764	right	correct	n/a	male	black	black	black	anger
175.2877	2.5046000000000106	emotion	2.5046000000000106	left	correct	n/a	female	black	asian	asian	anger
180.2959	1.1683000000000163	emotion	1.1683000000000163	right	correct	n/a	male	caucasian	caucasian	white	fear
185.3042	1.2867999999999995	emotion	1.2867999999999995	right	correct	n/a	female	asian	asian	black	fear
190.3124	0.7814999999999941	control	0.7814999999999941	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
195.3206	0.5822000000000003	control	0.5822000000000003	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
200.3289	0.706799999999987	control	0.706799999999987	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
205.3371	0.6254000000000133	control	0.6254000000000133	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
210.3453	0.6650999999999954	control	0.6650999999999954	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
215.3535	0.709699999999998	control	0.709699999999998	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
220.3618	1.4023000000000252	emotion	1.4023000000000252	right	correct	n/a	male	caucasian	caucasian	caucasian	fear
225.37	1.5039999999999907	emotion	1.5039999999999907	left	correct	n/a	female	black	asian	asian	fear
230.3782	2.0855999999999995	emotion	2.0855999999999995	right	correct	n/a	male	caucasian	caucasian	caucasian	anger
235.3865	2.7761999999999887	emotion	2.7761999999999887	left	correct	n/a	male	black	black	black	fear
240.3947	1.5439000000000078	emotion	1.5439000000000078	left	correct	n/a	female	caucasian	caucasian	caucasian	anger
245.4029	1.4245000000000232	emotion	1.4245000000000232	right	correct	n/a	female	asian	asian	black	anger
