onset	duration	trial_type	response_time	response_hand	response_accuracy	ori_match	gender	ethn_target	ethn_match	ethn_distractor	emo_match
10.0121	1.0475999999999992	control	1.0475999999999992	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
15.0203	0.6092999999999993	control	0.6092999999999993	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
20.0286	0.7637999999999998	control	0.7637999999999998	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
25.0368	0.5964999999999989	control	0.5964999999999989	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
30.045	0.6111999999999966	control	0.6111999999999966	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
35.0532	0.6238000000000028	control	0.6238000000000028	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
40.0615	1.959299999999999	emotion	1.959299999999999	left	correct	n/a	female	caucasian	caucasian	caucasian	fear
45.0697	1.2340000000000018	emotion	1.2340000000000018	right	correct	n/a	male	black	black	black	anger
50.0779	1.057699999999997	emotion	1.057699999999997	right	correct	n/a	female	caucasian	caucasian	caucasian	anger
55.0862	1.2953000000000046	emotion	1.2953000000000046	left	correct	n/a	male	black	black	black	fear
60.0944	1.3669999999999973	emotion	1.3669999999999973	left	correct	n/a	male	caucasian	caucasian	caucasian	anger
65.1026	1.1556000000000068	emotion	1.1556000000000068	right	correct	n/a	female	asian	black	asian	fear
70.1109	1.0131999999999977	control	1.0131999999999977	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
75.1191	0.892799999999994	control	0.892799999999994	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
80.1273	1.6284999999999883	control	1.6284999999999883	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
85.1356	1.2691000000000088	control	1.2691000000000088	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
90.1438	0.7398000000000025	control	0.7398000000000025	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
95.152	0.5524999999999949	control	0.5524999999999949	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
100.1603	1.1169999999999902	emotion	1.1169999999999902	right	correct	n/a	female	caucasian	caucasian	caucasian	anger
105.1685	1.084600000000009	emotion	1.084600000000009	left	correct	n/a	male	black	black	black	anger
110.1767	0.9903000000000048	emotion	0.9903000000000048	right	correct	n/a	female	caucasian	caucasian	caucasian	fear
115.1849	0.953000000000003	emotion	0.953000000000003	right	correct	n/a	male	black	black	black	fear
120.1932	1.2826000000000022	emotion	1.2826000000000022	left	correct	n/a	male	caucasian	caucasian	caucasian	fear
125.2014	2.008199999999988	emotion	2.008199999999988	left	correct	n/a	female	asian	black	asian	anger
130.2096	1.0538999999999987	control	1.0538999999999987	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
135.2179	0.6525000000000034	control	0.6525000000000034	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
140.2261	0.6521999999999935	control	0.6521999999999935	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
145.2343	0.7298000000000116	control	0.7298000000000116	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
150.2426	0.7643999999999949	control	0.7643999999999949	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
155.2508	0.6721000000000004	control	0.6721000000000004	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
160.259	1.4817000000000178	emotion	1.4817000000000178	left	correct	n/a	male	caucasian	caucasian	caucasian	anger
165.2673	1.0552999999999884	emotion	1.0552999999999884	left	correct	n/a	female	caucasian	caucasian	caucasian	fear
170.2755	0.9449999999999932	emotion	0.9449999999999932	right	correct	n/a	male	black	black	black	anger
175.2837	1.377600000000001	emotion	1.377600000000001	left	correct	n/a	female	black	asian	asian	anger
180.292	1.0352000000000032	emotion	1.0352000000000032	right	correct	n/a	male	caucasian	caucasian	white	fear
185.3002	1.0688000000000102	emotion	1.0688000000000102	right	correct	n/a	female	asian	asian	black	fear
190.3084	0.7564999999999884	control	0.7564999999999884	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
195.3166	0.5442000000000178	control	0.5442000000000178	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
200.3249	0.7287999999999784	control	0.7287999999999784	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
205.3331	0.8003999999999962	control	0.8003999999999962	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
210.3413	0.4741000000000213	control	0.4741000000000213	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
215.3496	0.6567000000000007	control	0.6567000000000007	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
220.3578	1.1093999999999937	emotion	1.1093999999999937	right	correct	n/a	male	caucasian	caucasian	caucasian	fear
225.366	1.1629999999999825	emotion	1.1629999999999825	left	correct	n/a	female	black	asian	asian	fear
230.3743	1.4895999999999958	emotion	1.4895999999999958	right	correct	n/a	male	caucasian	caucasian	caucasian	anger
235.3825	1.1672000000000082	emotion	1.1672000000000082	left	correct	n/a	male	black	black	black	fear
240.3907	1.1208999999999776	emotion	1.1208999999999776	left	correct	n/a	female	caucasian	caucasian	caucasian	anger
245.399	1.447499999999991	emotion	1.447499999999991	right	correct	n/a	female	asian	asian	black	anger
