onset	duration	trial_type	response_time	response_hand	response_accuracy	ori_match	gender	ethn_target	ethn_match	ethn_distractor	emo_match
10.0138	2.280800000000001	control	2.280800000000001	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
15.0221	3.064300000000001	control	3.064300000000001	right	incorrect	horizontal	n/a	n/a	n/a	n/a	n/a
20.0303	0.7161000000000008	control	0.7161000000000008	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
25.0385	4.9	control	n/a	n/a	miss	vertical	n/a	n/a	n/a	n/a	n/a
30.0467	0.11639999999999873	control	0.11639999999999873	right	incorrect	vertical	n/a	n/a	n/a	n/a	n/a
35.0549	1.7319999999999993	control	1.7319999999999993	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
40.0631	1.9365999999999985	emotion	1.9365999999999985	left	correct	n/a	female	caucasian	caucasian	caucasian	fear
45.0714	1.857200000000006	emotion	1.857200000000006	right	correct	n/a	male	black	black	black	anger
50.0796	1.5039000000000016	emotion	1.5039000000000016	right	correct	n/a	female	caucasian	caucasian	caucasian	anger
55.0878	1.1525999999999996	emotion	1.1525999999999996	left	correct	n/a	male	black	black	black	fear
60.096	2.160100000000007	emotion	2.160100000000007	left	correct	n/a	male	caucasian	caucasian	caucasian	anger
65.1042	1.483799999999988	emotion	1.483799999999988	right	correct	n/a	female	asian	black	asian	fear
70.1124	0.8345000000000056	control	0.8345000000000056	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
75.1207	0.5831000000000017	control	0.5831000000000017	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
80.1289	0.6526999999999958	control	0.6526999999999958	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
85.1371	0.6443999999999903	control	0.6443999999999903	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
90.1453	0.5829999999999984	control	0.5829999999999984	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
95.1535	1.1836000000000126	control	1.1836000000000126	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
100.1617	1.3113000000000028	emotion	1.3113000000000028	right	correct	n/a	female	caucasian	caucasian	caucasian	anger
105.17	1.3888000000000034	emotion	1.3888000000000034	left	correct	n/a	male	black	black	black	anger
110.1782	2.261499999999998	emotion	2.261499999999998	right	correct	n/a	female	caucasian	caucasian	caucasian	fear
115.1864	1.9850999999999885	emotion	1.9850999999999885	right	correct	n/a	male	black	black	black	fear
120.1946	0.9769000000000005	emotion	0.9769000000000005	left	correct	n/a	male	caucasian	caucasian	caucasian	fear
125.2028	1.6925000000000097	emotion	1.6925000000000097	left	correct	n/a	female	asian	black	asian	anger
130.211	1.551099999999991	control	1.551099999999991	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
135.2193	0.662700000000001	control	0.662700000000001	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
140.2275	0.6064000000000078	control	0.6064000000000078	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
145.2357	1.0649999999999977	control	1.0649999999999977	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
150.2439	0.9816999999999894	control	0.9816999999999894	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
155.2521	0.8392999999999802	control	0.8392999999999802	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
160.2603	1.634999999999991	emotion	1.634999999999991	left	correct	n/a	male	caucasian	caucasian	caucasian	anger
165.2686	1.559500000000014	emotion	1.559500000000014	left	correct	n/a	female	caucasian	caucasian	caucasian	fear
170.2768	1.787099999999981	emotion	1.787099999999981	right	correct	n/a	male	black	black	black	anger
175.285	2.5827999999999918	emotion	2.5827999999999918	left	correct	n/a	female	black	asian	asian	anger
180.2932	1.2164999999999964	emotion	1.2164999999999964	right	correct	n/a	male	caucasian	caucasian	white	fear
185.3014	1.0071000000000083	emotion	1.0071000000000083	right	correct	n/a	female	asian	asian	black	fear
190.3096	0.7148000000000252	control	0.7148000000000252	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
195.3179	0.7682999999999822	control	0.7682999999999822	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
200.3261	0.9679999999999893	control	0.9679999999999893	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
205.3343	0.5866999999999791	control	0.5866999999999791	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
210.3425	1.7941999999999894	control	1.7941999999999894	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
215.3507	0.8868999999999971	control	0.8868999999999971	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
220.3589	2.021500000000003	emotion	2.021500000000003	right	correct	n/a	male	caucasian	caucasian	caucasian	fear
225.3672	1.8130999999999915	emotion	1.8130999999999915	left	correct	n/a	female	black	asian	asian	fear
230.3754	2.0686999999999784	emotion	2.0686999999999784	right	correct	n/a	male	caucasian	caucasian	caucasian	anger
235.3836	4.321400000000011	emotion	4.321400000000011	left	correct	n/a	male	black	black	black	fear
240.3918	1.7091000000000065	emotion	1.7091000000000065	left	correct	n/a	female	caucasian	caucasian	caucasian	anger
245.4	1.5076999999999998	emotion	1.5076999999999998	right	correct	n/a	female	asian	asian	black	anger
