onset	duration	trial_type	response_time	response_hand	response_accuracy	ori_match	gender	ethn_target	ethn_match	ethn_distractor	emo_match
10.0121	0.7075999999999993	control	0.7075999999999993	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
15.0204	0.7812000000000001	control	0.7812000000000001	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
20.0286	0.6448999999999998	control	0.6448999999999998	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
25.0368	0.8575000000000017	control	0.8575000000000017	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
30.0451	0.8330999999999982	control	0.8330999999999982	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
35.0533	1.0686999999999998	control	1.0686999999999998	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
40.0615	1.7073999999999998	emotion	1.7073999999999998	left	correct	n/a	female	caucasian	caucasian	caucasian	fear
45.0697	1.2471000000000032	emotion	1.2471000000000032	right	correct	n/a	male	black	black	black	anger
50.078	1.2637	emotion	1.2637	right	correct	n/a	female	caucasian	caucasian	caucasian	anger
55.0862	1.0603000000000051	emotion	1.0603000000000051	left	correct	n/a	male	black	black	black	fear
60.0944	1.375	emotion	1.375	left	correct	n/a	male	caucasian	caucasian	caucasian	anger
65.1027	0.9585000000000008	emotion	0.9585000000000008	right	correct	n/a	female	asian	black	asian	fear
70.1109	0.7603000000000009	control	0.7603000000000009	left	incorrect	horizontal	n/a	n/a	n/a	n/a	n/a
75.1191	0.6698999999999984	control	0.6698999999999984	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
80.1274	0.7695000000000078	control	0.7695000000000078	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
85.1356	0.681200000000004	control	0.681200000000004	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
90.1438	0.6448000000000036	control	0.6448000000000036	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
95.1521	0.7613999999999947	control	0.7613999999999947	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
100.1603	1.4279999999999973	emotion	1.4279999999999973	right	correct	n/a	female	caucasian	caucasian	caucasian	anger
105.1685	1.14970000000001	emotion	1.14970000000001	left	correct	n/a	male	black	black	black	anger
110.1768	1.0263000000000062	emotion	1.0263000000000062	right	correct	n/a	female	caucasian	caucasian	caucasian	fear
115.185	1.0078999999999922	emotion	1.0078999999999922	right	correct	n/a	male	black	black	black	fear
120.1932	1.1905999999999892	emotion	1.1905999999999892	left	correct	n/a	male	caucasian	caucasian	caucasian	fear
125.2015	1.0972000000000008	emotion	1.0972000000000008	left	correct	n/a	female	asian	black	asian	anger
130.2097	1.052899999999994	control	1.052899999999994	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
135.2179	0.6895000000000095	control	0.6895000000000095	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
140.2261	0.7012	control	0.7012	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
145.2344	0.7478000000000122	control	0.7478000000000122	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
150.2426	0.7433999999999799	control	0.7433999999999799	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
155.2508	0.6331000000000131	control	0.6331000000000131	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
160.2591	1.331700000000012	emotion	1.331700000000012	left	correct	n/a	male	caucasian	caucasian	caucasian	anger
165.2673	0.8853000000000009	emotion	0.8853000000000009	left	correct	n/a	female	caucasian	caucasian	caucasian	fear
170.2755	1.3770000000000095	emotion	1.3770000000000095	right	correct	n/a	male	black	black	black	anger
175.2838	1.227499999999992	emotion	1.227499999999992	right	incorrect	n/a	female	black	asian	asian	anger
180.292	1.4412000000000091	emotion	1.4412000000000091	right	correct	n/a	male	caucasian	caucasian	white	fear
185.3002	1.4029000000000167	emotion	1.4029000000000167	right	correct	n/a	female	asian	asian	black	fear
190.3085	0.7355000000000018	control	0.7355000000000018	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
195.3167	0.886099999999999	control	0.886099999999999	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
200.3249	0.6057999999999879	control	0.6057999999999879	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
205.3331	1.1014999999999873	control	1.1014999999999873	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
210.3414	0.7121000000000208	control	0.7121000000000208	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
215.3496	0.6876999999999782	control	0.6876999999999782	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
220.3578	1.115399999999994	emotion	1.115399999999994	right	correct	n/a	male	caucasian	caucasian	caucasian	fear
225.3661	1.3519000000000005	emotion	1.3519000000000005	left	correct	n/a	female	black	asian	asian	fear
230.3743	1.3825999999999965	emotion	1.3825999999999965	right	correct	n/a	male	caucasian	caucasian	caucasian	anger
235.3825	1.550299999999993	emotion	1.550299999999993	left	correct	n/a	male	black	black	black	fear
240.3908	1.18689999999998	emotion	1.18689999999998	left	correct	n/a	female	caucasian	caucasian	caucasian	anger
245.399	1.3004999999999995	emotion	1.3004999999999995	right	correct	n/a	female	asian	asian	black	anger
