onset	duration	trial_type	response_time	response_hand	response_accuracy	ori_match	gender	ethn_target	ethn_match	ethn_distractor	emo_match
10.0114	4.9224	control	4.9224	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
15.0196	2.2891000000000012	control	2.2891000000000012	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
20.0279	3.2717000000000027	control	3.2717000000000027	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
25.0362	3.3293	control	3.3293	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
30.0445	1.0070000000000014	control	1.0070000000000014	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
35.0527	1.3096999999999994	control	1.3096999999999994	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
40.061	2.2002999999999986	emotion	2.2002999999999986	left	correct	n/a	female	caucasian	caucasian	caucasian	fear
45.0693	1.7088999999999999	emotion	1.7088999999999999	right	correct	n/a	male	black	black	black	anger
50.0775	1.6565999999999974	emotion	1.6565999999999974	right	correct	n/a	female	caucasian	caucasian	caucasian	anger
55.0858	2.1292000000000044	emotion	2.1292000000000044	left	correct	n/a	male	black	black	black	fear
60.0941	2.382800000000003	emotion	2.382800000000003	left	correct	n/a	male	caucasian	caucasian	caucasian	anger
65.1024	2.065399999999997	emotion	2.065399999999997	right	correct	n/a	female	asian	black	asian	fear
70.1106	0.9651999999999958	control	0.9651999999999958	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
75.1189	0.5138000000000034	control	0.5138000000000034	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
80.1272	0.6504000000000048	control	0.6504000000000048	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
85.1355	0.7120000000000033	control	0.7120000000000033	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
90.1437	1.0037000000000091	control	1.0037000000000091	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
95.152	0.6113	control	0.6113	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
100.1603	1.454899999999995	emotion	1.454899999999995	right	correct	n/a	female	caucasian	caucasian	caucasian	anger
105.1686	1.731499999999997	emotion	1.731499999999997	right	incorrect	n/a	male	black	black	black	anger
110.1768	2.286199999999994	emotion	2.286199999999994	right	correct	n/a	female	caucasian	caucasian	caucasian	fear
115.1851	1.3168000000000006	emotion	1.3168000000000006	right	correct	n/a	male	black	black	black	fear
120.1934	1.7085000000000008	emotion	1.7085000000000008	right	incorrect	n/a	male	caucasian	caucasian	caucasian	fear
125.2017	2.4150999999999954	emotion	2.4150999999999954	left	correct	n/a	female	asian	black	asian	anger
130.2099	1.105799999999988	control	1.105799999999988	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
135.2182	1.1033999999999935	control	1.1033999999999935	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
140.2265	0.6580000000000155	control	0.6580000000000155	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
145.2348	0.8675999999999817	control	0.8675999999999817	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
150.243	0.8353999999999928	control	0.8353999999999928	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
155.2513	0.6220000000000141	control	0.6220000000000141	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
160.2596	1.9354999999999905	emotion	1.9354999999999905	left	correct	n/a	male	caucasian	caucasian	caucasian	anger
165.2678	1.5862999999999943	emotion	1.5862999999999943	left	correct	n/a	female	caucasian	caucasian	caucasian	fear
170.2761	1.2158999999999764	emotion	1.2158999999999764	right	correct	n/a	male	black	black	black	anger
175.2844	1.6715000000000089	emotion	1.6715000000000089	left	correct	n/a	female	black	asian	asian	anger
180.2927	1.3521000000000072	emotion	1.3521000000000072	right	correct	n/a	male	caucasian	caucasian	white	fear
185.3009	1.2427999999999884	emotion	1.2427999999999884	right	correct	n/a	female	asian	asian	black	fear
190.3092	0.751499999999993	control	0.751499999999993	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
195.3175	0.6871000000000151	control	0.6871000000000151	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
200.3258	0.5687000000000069	control	0.5687000000000069	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
205.334	0.6513999999999953	control	0.6513999999999953	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
210.3423	0.6470999999999947	control	0.6470999999999947	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
215.3506	0.5756000000000085	control	0.5756000000000085	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
220.3589	2.249200000000002	emotion	2.249200000000002	right	correct	n/a	male	caucasian	caucasian	caucasian	fear
225.3671	1.3729000000000156	emotion	1.3729000000000156	left	correct	n/a	female	black	asian	asian	fear
230.3754	1.815499999999986	emotion	1.815499999999986	right	correct	n/a	male	caucasian	caucasian	caucasian	anger
235.3837	1.8512000000000057	emotion	1.8512000000000057	left	correct	n/a	male	black	black	black	fear
240.392	2.0227000000000146	emotion	2.0227000000000146	left	correct	n/a	female	caucasian	caucasian	caucasian	anger
245.4002	2.6503999999999905	emotion	2.6503999999999905	right	correct	n/a	female	asian	asian	black	anger
