onset	duration	trial_type	response_time	response_hand	response_accuracy	ori_match	gender	ethn_target	ethn_match	ethn_distractor	emo_match
10.0097	4.517099999999999	control	4.517099999999999	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
15.018	4.8466999999999985	control	4.8466999999999985	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
20.0263	4.8293	control	4.8293	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
25.0346	4.5349	control	4.5349	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
30.0428	4.653599999999997	control	4.653599999999997	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
35.0511	4.340200000000003	control	4.340200000000003	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
40.0594	2.0119000000000042	emotion	2.0119000000000042	left	correct	n/a	female	caucasian	caucasian	caucasian	fear
45.0677	2.075499999999998	emotion	2.075499999999998	right	correct	n/a	male	black	black	black	anger
50.0759	3.462200000000003	emotion	3.462200000000003	right	correct	n/a	female	caucasian	caucasian	caucasian	anger
55.0842	2.8108000000000004	emotion	2.8108000000000004	left	correct	n/a	male	black	black	black	fear
60.0925	3.388399999999997	emotion	3.388399999999997	left	correct	n/a	male	caucasian	caucasian	caucasian	anger
65.1007	0.9630999999999972	emotion	0.9630999999999972	right	correct	n/a	female	asian	black	asian	fear
70.109	0.7048000000000059	control	0.7048000000000059	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
75.1173	0.9073999999999955	control	0.9073999999999955	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
80.1256	0.5459999999999923	control	0.5459999999999923	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
85.1338	0.939700000000002	control	0.939700000000002	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
90.1421	2.6222999999999956	control	2.6222999999999956	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
95.1504	0.6969999999999885	control	0.6969999999999885	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
100.1587	1.435600000000008	emotion	1.435600000000008	right	correct	n/a	female	caucasian	caucasian	caucasian	anger
105.1669	0.7952999999999975	emotion	0.7952999999999975	left	correct	n/a	male	black	black	black	anger
110.1752	1.1968999999999994	emotion	1.1968999999999994	right	correct	n/a	female	caucasian	caucasian	caucasian	fear
115.1835	0.9365000000000094	emotion	0.9365000000000094	right	correct	n/a	male	black	black	black	fear
120.1918	2.5900000000000034	emotion	2.5900000000000034	left	correct	n/a	male	caucasian	caucasian	caucasian	fear
125.2	0.8558000000000021	emotion	0.8558000000000021	left	correct	n/a	female	asian	black	asian	anger
130.2083	1.2103999999999928	control	1.2103999999999928	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
135.2166	0.7521000000000129	control	0.7521000000000129	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
140.2248	1.0568000000000097	control	1.0568000000000097	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
145.2331	0.5883999999999787	control	0.5883999999999787	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
150.2414	0.5800000000000125	control	0.5800000000000125	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
155.2497	1.0356000000000165	control	1.0356000000000165	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
160.2579	2.1722000000000037	emotion	2.1722000000000037	left	correct	n/a	male	caucasian	caucasian	caucasian	anger
165.2662	1.2138999999999953	emotion	1.2138999999999953	left	correct	n/a	female	caucasian	caucasian	caucasian	fear
170.2745	1.1565000000000225	emotion	1.1565000000000225	right	correct	n/a	male	black	black	black	anger
175.2828	2.3770999999999844	emotion	2.3770999999999844	left	correct	n/a	female	black	asian	asian	anger
180.291	1.3577999999999975	emotion	1.3577999999999975	right	correct	n/a	male	caucasian	caucasian	white	fear
185.2993	1.6064000000000078	emotion	1.6064000000000078	right	correct	n/a	female	asian	asian	black	fear
190.3076	1.0320999999999856	control	1.0320999999999856	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
195.3158	0.9407999999999959	control	0.9407999999999959	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
200.3241	1.7393000000000143	control	1.7393000000000143	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
205.3324	4.9	control	n/a	n/a	miss	horizontal	n/a	n/a	n/a	n/a	n/a
210.3407	0.6145999999999958	control	0.6145999999999958	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
215.3489	0.5693000000000268	control	0.5693000000000268	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
220.3572	0.9519999999999982	emotion	0.9519999999999982	right	correct	n/a	male	caucasian	caucasian	caucasian	fear
225.3655	0.991500000000002	emotion	0.991500000000002	left	correct	n/a	female	black	asian	asian	fear
230.3738	0.7812000000000126	emotion	0.7812000000000126	right	correct	n/a	male	caucasian	caucasian	caucasian	anger
235.382	0.639899999999983	emotion	0.639899999999983	left	correct	n/a	male	black	black	black	fear
240.3903	2.0464000000000055	emotion	2.0464000000000055	left	correct	n/a	female	caucasian	caucasian	caucasian	anger
245.3986	1.7801000000000045	emotion	1.7801000000000045	right	correct	n/a	female	asian	asian	black	anger
