onset	duration	trial_type	response_time	response_hand	response_accuracy	ori_match	gender	ethn_target	ethn_match	ethn_distractor	emo_match
10.0104	3.325199999999999	control	3.325199999999999	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
15.0187	1.444799999999999	control	1.444799999999999	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
20.0269	1.1355000000000004	control	1.1355000000000004	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
25.0351	1.408100000000001	control	1.408100000000001	right	incorrect	horizontal	n/a	n/a	n/a	n/a	n/a
30.0433	1.6928000000000019	control	1.6928000000000019	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
35.0516	0.7813999999999979	control	0.7813999999999979	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
40.0598	1.7720999999999947	emotion	1.7720999999999947	left	correct	n/a	female	caucasian	caucasian	caucasian	fear
45.068	1.1777000000000015	emotion	1.1777000000000015	left	incorrect	n/a	male	black	black	black	anger
50.0763	2.9362999999999957	emotion	2.9362999999999957	left	incorrect	n/a	female	caucasian	caucasian	caucasian	anger
55.0845	2.3470000000000013	emotion	2.3470000000000013	left	correct	n/a	male	black	black	black	fear
60.0927	2.8256000000000014	emotion	2.8256000000000014	left	correct	n/a	male	caucasian	caucasian	caucasian	anger
65.101	3.302099999999996	emotion	3.302099999999996	left	incorrect	n/a	female	asian	black	asian	fear
70.1092	1.7159000000000049	control	1.7159000000000049	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
75.1174	1.477499999999992	control	1.477499999999992	right	incorrect	horizontal	n/a	n/a	n/a	n/a	n/a
80.1256	0.7831999999999937	control	0.7831999999999937	right	incorrect	vertical	n/a	n/a	n/a	n/a	n/a
85.1339	0.24080000000000723	control	0.24080000000000723	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
90.1421	0.37050000000000693	control	0.37050000000000693	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
95.1503	0.39509999999999934	control	0.39509999999999934	right	incorrect	vertical	n/a	n/a	n/a	n/a	n/a
100.1586	0.7616999999999905	emotion	0.7616999999999905	left	incorrect	n/a	female	caucasian	caucasian	caucasian	anger
105.1668	1.1022999999999996	emotion	1.1022999999999996	left	correct	n/a	male	black	black	black	anger
110.175	0.5850999999999971	emotion	0.5850999999999971	left	incorrect	n/a	female	caucasian	caucasian	caucasian	fear
115.1832	0.4067000000000007	emotion	0.4067000000000007	left	incorrect	n/a	male	black	black	black	fear
120.1915	0.3142999999999887	emotion	0.3142999999999887	left	correct	n/a	male	caucasian	caucasian	caucasian	fear
125.1997	0.4069999999999965	emotion	0.4069999999999965	left	correct	n/a	female	asian	black	asian	anger
130.2079	0.49559999999999604	control	0.49559999999999604	right	incorrect	vertical	n/a	n/a	n/a	n/a	n/a
135.2162	0.4012000000000171	control	0.4012000000000171	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
140.2244	0.3488999999999862	control	0.3488999999999862	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
145.2326	0.28350000000000364	control	0.28350000000000364	right	incorrect	horizontal	n/a	n/a	n/a	n/a	n/a
150.2409	0.2960999999999956	control	0.2960999999999956	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
155.2491	0.34379999999998745	control	0.34379999999998745	right	incorrect	horizontal	n/a	n/a	n/a	n/a	n/a
160.2573	1.3344000000000165	emotion	1.3344000000000165	left	correct	n/a	male	caucasian	caucasian	caucasian	anger
165.2656	0.4759999999999991	emotion	0.4759999999999991	left	correct	n/a	female	caucasian	caucasian	caucasian	fear
170.2738	0.6037000000000035	emotion	0.6037000000000035	left	incorrect	n/a	male	black	black	black	anger
175.282	0.3602999999999952	emotion	0.3602999999999952	left	correct	n/a	female	black	asian	asian	anger
180.2902	0.3120000000000118	emotion	0.3120000000000118	left	incorrect	n/a	male	caucasian	caucasian	white	fear
185.2985	0.3546000000000049	emotion	0.3546000000000049	left	incorrect	n/a	female	asian	asian	black	fear
190.3067	0.3281999999999812	control	0.3281999999999812	right	incorrect	horizontal	n/a	n/a	n/a	n/a	n/a
195.3149	0.39390000000000214	control	0.39390000000000214	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
200.3232	0.35149999999998727	control	0.35149999999998727	right	incorrect	vertical	n/a	n/a	n/a	n/a	n/a
205.3314	0.4251999999999896	control	0.4251999999999896	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
210.3396	0.38680000000002224	control	0.38680000000002224	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
215.3478	0.4855000000000018	control	0.4855000000000018	right	incorrect	vertical	n/a	n/a	n/a	n/a	n/a
220.3561	0.40510000000000446	emotion	0.40510000000000446	left	incorrect	n/a	male	caucasian	caucasian	caucasian	fear
225.3643	0.25970000000000937	emotion	0.25970000000000937	left	correct	n/a	female	black	asian	asian	fear
230.3725	0.34839999999999804	emotion	0.34839999999999804	left	incorrect	n/a	male	caucasian	caucasian	caucasian	anger
235.3808	0.3569999999999993	emotion	0.3569999999999993	left	correct	n/a	male	black	black	black	fear
240.389	0.47359999999997626	emotion	0.47359999999997626	left	correct	n/a	female	caucasian	caucasian	caucasian	anger
245.3972	0.34729999999998995	emotion	0.34729999999998995	left	incorrect	n/a	female	asian	asian	black	anger
