onset	duration	trial_type	response_time	response_hand	response_accuracy	ori_match	gender	ethn_target	ethn_match	ethn_distractor	emo_match
10.0177	0.6600000000000001	control	0.6600000000000001	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
15.0259	0.7356999999999996	control	0.7356999999999996	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
20.0342	0.9943000000000026	control	0.9943000000000026	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
25.0424	0.6439999999999984	control	0.6439999999999984	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
30.0506	0.5836000000000006	control	0.5836000000000006	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
35.0588	0.5693000000000055	control	0.5693000000000055	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
40.0671	1.1727999999999952	emotion	1.1727999999999952	left	correct	n/a	female	caucasian	caucasian	caucasian	fear
45.0753	0.8785000000000025	emotion	0.8785000000000025	left	incorrect	n/a	male	black	black	black	anger
50.0835	0.9662000000000006	emotion	0.9662000000000006	right	correct	n/a	female	caucasian	caucasian	caucasian	anger
55.0918	1.2257000000000033	emotion	1.2257000000000033	left	correct	n/a	male	black	black	black	fear
60.1	1.5653999999999968	emotion	1.5653999999999968	left	correct	n/a	male	caucasian	caucasian	caucasian	anger
65.1082	0.920100000000005	emotion	0.920100000000005	right	correct	n/a	female	asian	black	asian	fear
70.1165	4.1255999999999915	control	4.1255999999999915	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
75.1247	0.881299999999996	control	0.881299999999996	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
80.1329	0.6969999999999885	control	0.6969999999999885	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
85.1412	0.8085999999999984	control	0.8085999999999984	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
90.1494	0.8141999999999996	control	0.8141999999999996	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
95.1576	0.7758999999999929	control	0.7758999999999929	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
100.1659	1.2675000000000125	emotion	1.2675000000000125	right	correct	n/a	female	caucasian	caucasian	caucasian	anger
105.1741	1.0381	emotion	1.0381	left	correct	n/a	male	black	black	black	anger
110.1823	1.761800000000008	emotion	1.761800000000008	right	correct	n/a	female	caucasian	caucasian	caucasian	fear
115.1905	1.5794000000000068	emotion	1.5794000000000068	right	correct	n/a	male	black	black	black	fear
120.1988	0.7949999999999875	emotion	0.7949999999999875	left	correct	n/a	male	caucasian	caucasian	caucasian	fear
125.207	0.9727000000000032	emotion	0.9727000000000032	left	correct	n/a	female	asian	black	asian	anger
130.2152	0.6353999999999758	control	0.6353999999999758	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
135.2235	0.5589999999999975	control	0.5589999999999975	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
140.2317	0.7546000000000106	control	0.7546000000000106	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
145.2399	0.5992999999999995	control	0.5992999999999995	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
150.2482	0.6629000000000076	control	0.6629000000000076	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
155.2564	0.7074999999999818	control	0.7074999999999818	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
160.2646	1.4642000000000053	emotion	1.4642000000000053	left	correct	n/a	male	caucasian	caucasian	caucasian	anger
165.2729	1.0107000000000141	emotion	1.0107000000000141	left	correct	n/a	female	caucasian	caucasian	caucasian	fear
170.2811	1.1563999999999908	emotion	1.1563999999999908	right	correct	n/a	male	black	black	black	anger
175.2893	1.6451000000000136	emotion	1.6451000000000136	left	correct	n/a	female	black	asian	asian	anger
180.2976	1.1567000000000007	emotion	1.1567000000000007	right	correct	n/a	male	caucasian	caucasian	white	fear
185.3058	0.8692999999999813	emotion	0.8692999999999813	right	correct	n/a	female	asian	asian	black	fear
190.314	0.5600000000000023	control	0.5600000000000023	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
195.3222	0.5866999999999791	control	0.5866999999999791	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
200.3305	0.5942000000000007	control	0.5942000000000007	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
205.3387	0.5519000000000176	control	0.5519000000000176	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
210.3469	0.4995999999999867	control	0.4995999999999867	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
215.3552	0.5400999999999954	control	0.5400999999999954	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
220.3634	0.9117999999999995	emotion	0.9117999999999995	right	correct	n/a	male	caucasian	caucasian	caucasian	fear
225.3716	0.7863999999999862	emotion	0.7863999999999862	left	correct	n/a	female	black	asian	asian	fear
230.3799	0.7810000000000059	emotion	0.7810000000000059	right	correct	n/a	male	caucasian	caucasian	caucasian	anger
235.3881	0.7926999999999964	emotion	0.7926999999999964	left	correct	n/a	male	black	black	black	fear
240.3963	0.8494000000000028	emotion	0.8494000000000028	left	correct	n/a	female	caucasian	caucasian	caucasian	anger
245.4046	1.0929000000000144	emotion	1.0929000000000144	right	correct	n/a	female	asian	asian	black	anger
