onset	duration	trial_type	response_time	response_hand	response_accuracy	ori_match	gender	ethn_target	ethn_match	ethn_distractor	emo_match
10.0133	3.170300000000001	control	3.170300000000001	right	incorrect	vertical	n/a	n/a	n/a	n/a	n/a
15.0215	1.8240000000000016	control	1.8240000000000016	right	incorrect	vertical	n/a	n/a	n/a	n/a	n/a
20.0297	0.4407000000000032	control	0.4407000000000032	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
25.0379	0.29439999999999955	control	0.29439999999999955	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
30.0462	0.4319000000000024	control	0.4319000000000024	right	incorrect	horizontal	n/a	n/a	n/a	n/a	n/a
35.0544	0.30760000000000076	control	0.30760000000000076	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
40.0626	1.5251999999999981	emotion	1.5251999999999981	left	correct	n/a	female	caucasian	caucasian	caucasian	fear
45.0708	1.149799999999999	emotion	1.149799999999999	right	correct	n/a	male	black	black	black	anger
50.079	1.238500000000002	emotion	1.238500000000002	right	correct	n/a	female	caucasian	caucasian	caucasian	anger
55.0872	1.4960999999999984	emotion	1.4960999999999984	left	correct	n/a	male	black	black	black	fear
60.0954	1.7858000000000018	emotion	1.7858000000000018	left	correct	n/a	male	caucasian	caucasian	caucasian	anger
65.1037	1.6463999999999999	emotion	1.6463999999999999	right	correct	n/a	female	asian	black	asian	fear
70.1119	0.8211000000000013	control	0.8211000000000013	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
75.1201	0.34070000000001244	control	0.34070000000001244	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
80.1283	0.4724000000000075	control	0.4724000000000075	right	incorrect	horizontal	n/a	n/a	n/a	n/a	n/a
85.1365	0.4099999999999966	control	0.4099999999999966	right	incorrect	vertical	n/a	n/a	n/a	n/a	n/a
90.1447	0.3996999999999957	control	0.3996999999999957	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
95.153	0.3581999999999965	control	0.3581999999999965	right	incorrect	vertical	n/a	n/a	n/a	n/a	n/a
100.1612	1.1189000000000107	emotion	1.1189000000000107	right	correct	n/a	female	caucasian	caucasian	caucasian	anger
105.1694	1.2404999999999973	emotion	1.2404999999999973	left	correct	n/a	male	black	black	black	anger
110.1776	1.3281999999999954	emotion	1.3281999999999954	right	correct	n/a	female	caucasian	caucasian	caucasian	fear
115.1858	1.1307999999999936	emotion	1.1307999999999936	right	correct	n/a	male	black	black	black	fear
120.194	0.9864999999999924	emotion	0.9864999999999924	left	correct	n/a	male	caucasian	caucasian	caucasian	fear
125.2023	0.9810000000000088	emotion	0.9810000000000088	right	incorrect	n/a	female	asian	black	asian	anger
130.2105	4.641600000000011	control	4.641600000000011	right	incorrect	horizontal	n/a	n/a	n/a	n/a	n/a
135.2187	0.6393999999999949	control	0.6393999999999949	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
140.2269	0.5310000000000059	control	0.5310000000000059	right	incorrect	horizontal	n/a	n/a	n/a	n/a	n/a
145.2351	0.4017000000000053	control	0.4017000000000053	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
150.2433	0.297300000000007	control	0.297300000000007	right	incorrect	vertical	n/a	n/a	n/a	n/a	n/a
155.2516	0.349899999999991	control	0.349899999999991	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
160.2598	1.517499999999984	emotion	1.517499999999984	left	correct	n/a	male	caucasian	caucasian	caucasian	anger
165.268	1.29910000000001	emotion	1.29910000000001	left	correct	n/a	female	caucasian	caucasian	caucasian	fear
170.2762	1.2898000000000138	emotion	1.2898000000000138	right	correct	n/a	male	black	black	black	anger
175.2844	1.2453999999999894	emotion	1.2453999999999894	right	incorrect	n/a	female	black	asian	asian	anger
180.2926	1.3811000000000035	emotion	1.3811000000000035	right	correct	n/a	male	caucasian	caucasian	white	fear
185.3009	1.139599999999973	emotion	1.139599999999973	right	correct	n/a	female	asian	asian	black	fear
190.3091	0.5583000000000027	control	0.5583000000000027	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
195.3173	0.4420000000000073	control	0.4420000000000073	right	incorrect	vertical	n/a	n/a	n/a	n/a	n/a
200.3255	0.4496000000000038	control	0.4496000000000038	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
205.3337	0.5063000000000102	control	0.5063000000000102	right	incorrect	vertical	n/a	n/a	n/a	n/a	n/a
210.3419	0.32989999999998076	control	0.32989999999998076	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
215.3501	0.20959999999999468	control	0.20959999999999468	right	incorrect	horizontal	n/a	n/a	n/a	n/a	n/a
220.3584	1.4051000000000045	emotion	1.4051000000000045	right	correct	n/a	male	caucasian	caucasian	caucasian	fear
225.3666	1.220799999999997	emotion	1.220799999999997	left	correct	n/a	female	black	asian	asian	fear
230.3748	1.251400000000018	emotion	1.251400000000018	right	correct	n/a	male	caucasian	caucasian	caucasian	anger
235.383	1.0420999999999765	emotion	1.0420999999999765	left	correct	n/a	male	black	black	black	fear
240.3912	1.1818000000000097	emotion	1.1818000000000097	right	incorrect	n/a	female	caucasian	caucasian	caucasian	anger
245.3994	1.4003999999999905	emotion	1.4003999999999905	left	incorrect	n/a	female	asian	asian	black	anger
