onset	duration	trial_type	response_time	response_hand	response_accuracy	ori_match	gender	ethn_target	ethn_match	ethn_distractor	emo_match
10.0125	1.0122	control	1.0122	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
15.0207	0.9578000000000007	control	0.9578000000000007	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
20.0289	1.5405000000000015	control	1.5405000000000015	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
25.0371	0.7841000000000022	control	0.7841000000000022	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
30.0453	1.1448	control	1.1448	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
35.0536	1.6252999999999957	control	1.6252999999999957	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
40.0618	2.0379000000000005	emotion	2.0379000000000005	left	correct	n/a	female	caucasian	caucasian	caucasian	fear
45.07	1.9275999999999982	emotion	1.9275999999999982	right	correct	n/a	male	black	black	black	anger
50.0782	1.719299999999997	emotion	1.719299999999997	right	correct	n/a	female	caucasian	caucasian	caucasian	anger
55.0864	1.481900000000003	emotion	1.481900000000003	left	correct	n/a	male	black	black	black	fear
60.0946	1.8145999999999987	emotion	1.8145999999999987	left	correct	n/a	male	caucasian	caucasian	caucasian	anger
65.1029	1.7390999999999934	emotion	1.7390999999999934	right	correct	n/a	female	asian	black	asian	fear
70.1111	1.4098000000000042	control	1.4098000000000042	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
75.1193	1.0093999999999994	control	1.0093999999999994	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
80.1275	0.7021000000000015	control	0.7021000000000015	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
85.1357	1.3037000000000063	control	1.3037000000000063	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
90.1439	1.1343999999999994	control	1.1343999999999994	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
95.1521	0.6390999999999991	control	0.6390999999999991	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
100.1604	1.7845999999999975	emotion	1.7845999999999975	right	correct	n/a	female	caucasian	caucasian	caucasian	anger
105.1686	1.3412000000000006	emotion	1.3412000000000006	left	correct	n/a	male	black	black	black	anger
110.1768	1.3628999999999962	emotion	1.3628999999999962	right	correct	n/a	female	caucasian	caucasian	caucasian	fear
115.185	1.2805000000000035	emotion	1.2805000000000035	right	correct	n/a	male	black	black	black	fear
120.1932	1.31219999999999	emotion	1.31219999999999	left	correct	n/a	male	caucasian	caucasian	caucasian	fear
125.2014	2.288799999999995	emotion	2.288799999999995	left	correct	n/a	female	asian	black	asian	anger
130.2097	1.0664000000000158	control	1.0664000000000158	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
135.2179	0.5591000000000008	control	0.5591000000000008	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
140.2261	0.5438000000000045	control	0.5438000000000045	right	incorrect	vertical	n/a	n/a	n/a	n/a	n/a
145.2343	1.0354000000000099	control	1.0354000000000099	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
150.2425	1.0570999999999913	control	1.0570999999999913	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
155.2507	0.7986999999999966	control	0.7986999999999966	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
160.259	1.925200000000018	emotion	1.925200000000018	left	correct	n/a	male	caucasian	caucasian	caucasian	anger
165.2672	1.6888999999999896	emotion	1.6888999999999896	left	correct	n/a	female	caucasian	caucasian	caucasian	fear
170.2754	1.4706000000000188	emotion	1.4706000000000188	right	correct	n/a	male	black	black	black	anger
175.2836	2.2091999999999814	emotion	2.2091999999999814	right	incorrect	n/a	female	black	asian	asian	anger
180.2918	1.660899999999998	emotion	1.660899999999998	right	correct	n/a	male	caucasian	caucasian	white	fear
185.3	1.7004999999999768	emotion	1.7004999999999768	right	correct	n/a	female	asian	asian	black	fear
190.3083	1.1450999999999851	control	1.1450999999999851	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
195.3165	0.6748000000000047	control	0.6748000000000047	left	incorrect	vertical	n/a	n/a	n/a	n/a	n/a
200.3247	1.1273999999999944	control	1.1273999999999944	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
205.3329	1.1160000000000139	control	1.1160000000000139	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
210.3411	0.952699999999993	control	0.952699999999993	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
215.3493	0.8973000000000013	control	0.8973000000000013	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
220.3576	1.6548999999999978	emotion	1.6548999999999978	right	correct	n/a	male	caucasian	caucasian	caucasian	fear
225.3658	1.4855000000000018	emotion	1.4855000000000018	left	correct	n/a	female	black	asian	asian	fear
230.374	1.8070999999999913	emotion	1.8070999999999913	right	correct	n/a	male	caucasian	caucasian	caucasian	anger
235.3822	1.3397999999999968	emotion	1.3397999999999968	left	correct	n/a	male	black	black	black	fear
240.3904	2.1913999999999874	emotion	2.1913999999999874	left	correct	n/a	female	caucasian	caucasian	caucasian	anger
245.3986	1.6081000000000074	emotion	1.6081000000000074	right	correct	n/a	female	asian	asian	black	anger
