global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2
60112.028967786064	n/a	3613456026.623951	n/a	102315.84272442084	n/a	10468531672.408422	n/a	62589.403203466994	n/a	3917433393.3661647	n/a	62880.51611235296	57875.15215746316	n/a	n/a	n/a	n/a	-0.1213721873	-0.0113922551	0.104028281	-0.051448395	-0.0057938368	0.09844018410000001	-0.08634250480000001	0.1883116709	-0.0200225155	0.1183998592	-0.12953664539999998	0.3263523772	-0.0005080725	-0.0628940457	0.0750737019	-0.0611894419	0.0091025903	0.0216550213	-0.0739469003	0.1512119182	-0.15332003130000002	0.0715366239	-0.2699198118	0.15198503359999999	-0.0039539405	0.1809893052	-0.1281490425	-0.018756791000000002	0.022232989300000002	-0.1137752759	0.1319889437	-0.0028620262	0.011579495	-0.083633017	0.0175630958	-0.07276810980000001	0.012536770800000001	-0.0174240503	0.0583728892	-0.13866135300000001	0.0789015998	-0.0662448579	-0.0718202262	0.0590714545	-0.010811365600000001	-0.028061246800000002	0.057331053300000004	-0.142992445	0.08709337589999999	-0.1626177708	0.24991615179999999	-0.11712216660000001	0.1077603609	-0.18925214510000002	0.1453341797	0.027829082400000003	-0.0640683076	0.0940352296	-0.1144902389	0.0149695074	-0.0261269623	0.07171371530000001	-0.0237461626	0.0777159742	-0.0075352532	0.0412380191	-0.1428670867	0.021276531499999998	-0.0236782088	0.1230827756	0.1230566308	0.1230130602	0.0134178	n/a	0.00018003735683999998	n/a	0.0718448	n/a	0.00516167528704	n/a	-0.16778499999999996	n/a	0.02815180622499999	n/a	-0.00070342	n/a	4.947996963999999e-07	n/a	-0.000694139	n/a	4.818289513209999e-07	n/a	-0.000226679	n/a	5.1383369041e-08	n/a
60040.037677674336	-71.99129011172772	3604806124.336554	5182.745851950946	101973.70451254828	-342.1382118725596	10398636412.01251	117058.5560233525	62504.148191459455	-85.25501200753934	3906768541.139924	7268.417072405678	62800.225703830496	57316.509249381576	1.212397	19.836912	0.057856600000000015	0.0320832	0.0562711696	0.11054469509999999	0.0421523714	0.011521061	0.11346130880000001	0.08043613200000001	-0.12114038630000001	0.135908149	0.0514174958	0.04493851150000002	-0.0677567245	0.054715133	0.1392731914	-0.131103915	-0.0230212834	-0.1327969701	-0.0368145337	-0.1139679781	0.0209541816	0.1950620081	-0.20218100079999998	-0.0069281557	-0.0239659396	0.079574358	-0.0131421177	0.0949055378	-0.056177374599999996	-0.0345703073	0.0459583066	0.030415624500000002	0.0434998417	0.0022734792	0.06466371679999999	0.1238014865	-0.0471235336	-0.080139766	-0.0370512145	0.0794299916	0.13677393300000001	-0.0214072873	0.040877931299999996	-0.12943769859999998	0.027873802200000002	0.131772901	0.0347230421	0.106246745	-0.0020168886	-0.1973666814	-0.044592031399999996	-0.20371450170000002	0.010903891	-0.0690543443	0.0511466026	-0.0975325506	0.0612829732	-0.0495379154	-0.0204420836	-0.042010722599999994	-0.0207034305	0.0032149749	-0.047269354699999995	-0.1334486523	0.0652379569	0.0664772338	0.0171915595	-0.11407840550000001	-0.1315357474	-0.08029925339999999	-0.06460648620000001	0.1230130602	0.12277786800000001	0.12238621390000001	0.017844400000000003	0.004426600000000003	0.0003184226113600001	1.9594787560000026e-05	0.0561001	-0.0157447	0.00314722122001	0.00024789557809	-0.17013499999999998	-0.002350000000000019	0.028945918224999995	5.522500000000088e-06	-0.000223393	0.000480027	4.990443244899999e-08	2.3042592072899994e-07	-0.000694139	0.0	4.818289513209999e-07	0.0	0.0	0.000226679	0.0	5.1383369041e-08
60299.64450951393	259.6068318395919	3636047127.973753	67395.70713779013	102951.4077431226	977.7032305743196	10598992356.290686	955903.6070754613	62718.614524752236	214.46633329278117	3933624607.9044623	45995.80811605031	63065.95848588255	58564.76728708862	1.249733	20.447794	0.1077365	0.0559001	0.1032972117	-0.0912196601	0.1545046934	-0.0571642154	0.06371093559999999	-0.07303114919999999	0.1681195129	0.1203488304	0.050307692800000005	0.0538416128	0.006696019100000001	0.16158492300000002	0.1970057761	-0.08999515279999999	-0.0870049718	-0.0028831809000000003	0.0029544914	-0.0817942117	0.2009692139	0.0595120799	-0.1744555798	0.2255942621	-0.021339375600000002	-0.056378288799999995	-0.064036518	-0.0969894352	-0.0236771946	0.1314995558	0.11863137380000001	-0.11925427	0.0320405328	-0.04733592440000002	-0.221354427	0.0754532181	-0.0493553309	-0.0332478244	-0.0464176653	-0.06905243309999999	-0.027115668199999998	-0.0292339935	0.0199933338	-0.0763131968	0.1149547115	-0.0015464618	-0.0146766251	0.1384825519	-0.1953341093	-0.0474883923	0.2095732936	-0.20030869129999998	0.025638437200000003	0.036722568399999996	-0.1008167928	0.0690226279	0.0450761025	0.1628900341	-0.1168355038	0.029604289300000006	0.0032836695	0.0792314692	0.216223305	-0.039090824100000005	0.0923523683	0.062834757	0.029192456600000007	0.028992017400000007	-0.0152058906	0.0421328292	0.0032962557	0.12287366890000001	0.12222097380000001	0.1211357154	0.0189051	0.0010606999999999943	0.00035740280600999984	1.1250844899999878e-06	0.0308423	-0.0252578	0.00095124746929	0.00063795646084	-0.137537	0.03259799999999999	0.018916426369	0.0010626296039999992	-0.0008284819999999999	-0.0006050889999999997	6.863824243239997e-07	3.6613269792099983e-07	-0.00106545	-0.00037131099999999993	1.1351837025e-06	1.3787185872099994e-07	0.0	0.0	0.0	0.0
60134.02233046928	-165.6221790446507	3616100641.6413774	27430.70619149833	102740.77473455599	-210.63300856661223	10555666793.056778	44366.264297822556	62781.06948983159	62.45496507935604	3941462686.287063	3900.622663063583	63076.535356760935	57902.70028274124	1.303232	21.323137	0.06813145000000001	0.0362155	0.0023406862	-0.1602512689	-0.0005123759999999999	0.0602581358	-0.025110066299999997	-0.12388563550000001	-0.13435456839999999	0.0684107234	0.1941458185	-0.1221237965	-0.1281569842	0.1307934946	0.1084802265	0.1456870487	0.0697355379	-0.1117680127	-0.0798027741	-0.031263311	0.051768079	0.1432415015	-0.16387753689999998	-0.0025709155999999998	0.12091445	0.0406727312	-0.0267556503	-0.0235041975	0.0668238367	-0.0025358754999999997	0.005512716500000001	-0.0343852988	-0.0786595273	-0.1191172214	-0.1845273141	0.0395708751	-0.047002869100000004	-0.0962845027	-0.058259916900000014	0.10961315279999999	0.0686049855	-0.1275189166	-0.0534627459	0.1378949459	-0.0829986686	0.11245656789999996	0.0888186795	0.0298585031	-0.0442503884	-0.1356483443	-0.0344844822	-0.1671220602	-0.1041690806	-0.0512388612	-0.0490495937	-3.84737e-05	-0.0629149847	0.0030517240999999996	-0.0138928297	0.000494775	0.0957971144	0.1321942286	0.1762018329	0.014264602099999999	0.0364772975	0.08830826550000001	0.0186216424	-0.1285994624	-0.1222679307	0.0376748948	0.06821810269999999	0.1226646807	0.12138720970000001	0.11926793710000001	0.010696	-0.008209099999999999	0.00011440441599999998	6.738932280999998e-05	0.0326202	0.0017779000000000024	0.00106407744804	3.160928410000008e-06	-0.150956	-0.013419000000000014	0.022787713936	0.00018006956100000037	-0.000401434	0.0004270479999999999	1.61149256356e-07	1.8236999430399988e-07	-0.000597989	0.0004674609999999999	3.575908441210001e-07	2.1851978652099987e-07	0.0	0.0	0.0	0.0
60244.1716451378	110.1493146685243	3629360217.2088256	12132.871521945584	102879.14460666024	138.3698721042456	10584118394.998108	19146.22150614528	62776.89216489088	-4.177324940712424	3940938189.882338	17.450043660298054	63062.0039703021	58126.183770610565	1.271728	20.807678	0.07345089999999999	0.0494889	-0.1017601867	-0.027866686800000002	0.068385995	-0.0213744973	-0.0538356944	0.11514500609999999	0.0447313494	-0.0080280629	-0.0380876933	-0.0156506374	0.078554536	0.15911654320000002	-0.012777477800000001	-0.0571332408	0.0390522583	0.1222030427	0.0743242483	0.0114928746	-0.1188722858	-0.2041067228	-0.119059457	-0.0153709052	-0.0300792891	0.0291159925	0.0995407307	0.1327509233	-0.021922601400000002	-0.0927945454	-0.119801636	-0.09334325310000001	-0.0521258155	-0.0941563949	-0.2384526729	-0.0348889602	-0.049741853899999994	-0.1357582948	0.0721585903	0.1624969082	0.029580392799999997	0.06267152320000001	0.0108902228	-0.0582863366	-0.0410290414	-0.11913616869999999	-0.07499380509999999	-0.0390090184	0.11675928710000001	0.2008840869	-0.0306725108	-0.1132078158	0.0186867914	-0.0113846503	0.14244669640000002	-0.09224560109999999	0.011973907399999999	-0.0712173876	0.0517326897	0.1500062889	0.055090474199999996	0.0736561755	0.2165093848	0.103112467	0.0116402411	0.12390507699999999	-0.1287428528	-0.1591725109	0.00577303	-0.0618431676	0.0422067692	0.12238621390000001	0.12027846460000001	0.1167923968	0.0164537	0.005757700000000003	0.0002707242436900001	3.315110929000003e-05	-0.0130589	-0.0456791	0.00017053486921	0.00208658017681	-0.133753	0.017202999999999996	0.017889865009000003	0.0002959432089999999	-0.000497656	-9.622199999999996e-05	2.47661494336e-07	9.258673283999996e-09	-0.000597989	0.0	3.575908441210001e-07	0.0	5.29396e-23	5.29396e-23	2.80260124816e-45	2.80260124816e-45
60013.798021618204	-230.37362351959743	3601655952.979585	53072.00641354923	102370.34635919401	-508.7982474662276	10479687813.701344	258875.6566247046	62679.84126774532	-97.0508971455565	3928762501.349749	9418.87663675739	62960.72814152359	56665.72014791718	1.170553	19.152283	0.054589425	0.0326437	-0.0353973246	0.11813515289999996	-0.011351166499999999	-0.0677375402	0.0294539085	0.0636462068	-0.055981211399999994	-0.1142406559	0.1904264399	0.20675189239999997	-0.0306552978	0.0747743697	-0.1689152577	-0.054731062000000004	0.0347273284	0.0510640317	-0.051062332800000006	-0.0770149007	-0.050234376	-0.0055813675	-0.0096562878	-0.06986210059999999	-0.0203413109	0.0335152494	0.0760499963	0.0346166096	-0.0167018297	-0.0029745109000000004	0.0855426382	-0.061765679500000004	0.1494555869	-0.2003156786	0.006619239399999999	0.1333943406	-0.0178529266	-0.09944009300000001	-0.159406286	-0.0394531519	0.0700786506	-0.0427865278	0.0011246479	-0.060409192300000004	-0.036810294199999996	-0.0521012668	0.0508467909	0.0567929102	0.0737236505	0.0019575606	-0.0660950567	-0.0046749034	0.031707667200000005	-0.0321590461	0.0671007099	-0.0116988373	0.022123877400000002	0.0357154879	-0.06372823009999999	0.0409464168	-0.1114204522	0.2396066003	0.0204892145	-0.15726265890000002	0.0086092997	0.1192676272	0.1495528565	-0.0093344051	-0.07757587219999999	-0.0097689105	-0.0098000962	0.1220384262	0.1188972501	0.1137217091	0.0134471	-0.0030066000000000016	0.00018082449841	9.03964356000001e-06	0.014260900000000003	0.0273198	0.0002033732688100001	0.0007463714720400003	-0.150956	-0.017202999999999996	0.022787713936	0.0002959432089999999	-0.000554157	-5.650100000000003e-05	3.07089980649e-07	3.192363001000004e-09	-0.000597989	0.0	3.575908441210001e-07	0.0	8.46995e-05	8.46995e-05	7.1740053002500016e-09	7.1740053002500016e-09
60027.97021254782	14.1721909296175	3603357207.838529	200.85099574553254	102363.31713018822	-7.0292290057841464	10478248693.895487	49.41006041575717	62713.18327551222	33.34200776689977	3932943356.547986	1111.6894819280046	63008.96915566332	57694.33067486737	1.220446	19.968615	0.06139742500000001	0.0379004	0.12902129210000002	0.0381970906	0.015613848100000001	0.0547458391	0.0758321024	0.0200938172	-0.041136843	-0.0800422975	0.11285664570000001	0.16102196859999998	-0.055161942900000004	0.0221390065	-0.0910520684	-0.061955189699999996	-0.0917848969	0.0084749194	-0.10073246289999999	0.1166781018	0.0729779644	0.018785895900000002	-0.0472849396	-0.01986849	-0.1215972805	-0.053600584400000005	0.027129683199999997	0.0454005564	0.1088001354	0.056980726900000014	-0.1246043375	0.021786712799999997	0.046043416100000005	-0.0989310068	0.0385024853	0.0820883192	-0.0980245522	0.1250921375	0.0426852509	-0.1588801874	-0.0300328391	0.0872975095	0.0696802967	-0.0614752749	0.0919792792	-0.0040282256	0.1100642181	-0.10388347699999999	-0.0854573161	-0.009422883	-0.0191201185	-0.041085374	0.1087491645	0.0477124305	0.045756414800000006	-0.0389893309	-0.1165846624	0.0235123767	0.1361242701	0.0026146932	-0.049987888	0.1068697239	-0.028607849700000007	-0.0338788008	0.1427276908	-0.10616732179999999	0.0047494771	0.1421937758	0.0916697001	-0.0569907454	-0.0466266096	0.1216215147	0.11724669509999999	0.1100715217	0.0152642	0.0018171000000000003	0.00023299580164	3.3018524100000013e-06	0.0160322	0.0017712999999999965	0.00025703143684	3.1375036899999874e-06	-0.11796	0.03299600000000001	0.013914561599999998	0.0010887360160000007	-0.00014259600000000002	0.000411561	2.0333619216000002e-08	1.6938245672099994e-07	-0.000597989	0.0	3.575908441210001e-07	0.0	0.0	-8.46995e-05	0.0	7.1740053002500016e-09
60202.716120785735	174.7459082379137	3624367028.319915	30536.13244589335	103097.27756998072	733.9604397924995	10629048642.34165	538697.9271803993	62876.52512843508	163.34185292285838	3953457412.226728	26680.560916272694	63230.610388694164	58344.27538273049	1.156864	18.928301	0.0865277	0.0540139	0.0588743489	-0.1068179061	0.0299319453	-0.0915178521	0.043375530999999995	-0.1207546425	0.0995341833	-0.0399516471	-0.0342889185	-0.0300206557	0.0764966106	0.0827304171	-0.043182024699999995	0.0963304434	-0.1199137759	-0.0136793219	0.0035540871999999997	-0.1164429468	0.021841173300000002	-0.1128123286	-0.0325796137	0.0936499873	-0.0146938003	-0.09609394130000001	0.15625833179999998	0.0506321534	-0.003595705300000001	-0.1652573352	-0.0662562972	0.1518363222	0.07434971679999999	-0.0208664331	0.0699389782	0.026367416600000002	-0.0161040033	0.0958404403	-0.0188918102	-0.0541539525	-0.1478875801	-0.046410059299999994	-0.1321261762	0.1074115647	0.1224737959	0.012787618899999999	-0.0190613147	0.1289383633	0.005361357299999999	0.11196193550000001	0.0779120233	-0.0405878349	-0.0072027333999999995	0.1122979066	0.1706282488	0.0079166212	-0.0303267291	-0.17894972850000002	0.0656935646	-0.047306904000000004	-0.10937948060000001	0.0134167599	-0.0465278628	-0.0383056028	-0.0052789561	-0.06659567820000001	0.0512604889	0.0832076699	0.0904387399	0.16753554439999999	0.0813406855	0.1211357154	0.11533053859999999	0.1058604351	0.016807599999999995	0.0015433999999999953	0.00028249541775999984	2.3820835599999853e-06	-0.0269207	-0.0429529	0.0007247240884899999	0.00184495161841	-0.0888705	0.029089499999999987	0.00789796577025	0.0008461990102499995	-0.000401434	-0.00025883799999999995	1.61149256356e-07	6.699711024399997e-08	-0.000597989	0.0	3.575908441210001e-07	0.0	0.0	0.0	0.0	0.0
60040.163704517676	-162.55241626805946	3604821257.6652822	26423.288034584482	103418.16824022683	320.89067024610995	10695317522.163862	102970.82225099768	62814.057980073565	-62.46714836151659	3945605879.9240437	3902.1446244197246	63106.02910564697	57297.804176124366	1.184931	19.387522	0.06225311	0.034407400000000005	-0.0627700248	-0.09029132720000001	0.017656074299999998	0.1436666973	-0.1604178987	-0.054708034800000006	-0.0474088078	-0.0914899758	0.059198980899999996	0.0444942875	0.028687021200000006	-0.0985301972	0.0423047342	0.1593104044	0.1270434727	-0.0501728123	-0.0960962019	-0.0123254437	-0.0225012017	-0.0238145656	0.1287300196	0.0418515627	0.11234572779999999	0.15186673609999998	-0.0556283762	-0.0937649803	0.0832634082	-0.1495969858	-0.1101511916	-0.09099141599999999	-0.0387341437	0.0562448785	0.0676930254	0.01204544	0.0093530776	0.013090715	-0.0769053314	-0.17868719989999998	-0.04472723730000002	0.0267726009	-0.048540973	0.14876124029999999	-0.1401567108	0.0480578958	0.0966715182	0.0053789604000000005	0.0266976896	0.016937508400000002	0.0484436963	0.12286446029999999	-0.10042854039999999	-0.1779095685	-0.0812332581	0.0647131975	-0.0970663348	-0.143560243	0.030982227799999998	0.1393470739	0.0396166914	-0.0442677307	-0.0582820233	-0.0191718398	-0.0035600073999999997	0.0033420131	0.1131248777	0.1336230782	0.051262023899999995	0.0297157304	0.0378405662	0.1205813036	0.1131531214	0.10110990789999999	0.010717399999999998	-0.006090199999999997	0.00011486266275999996	3.709053603999997e-05	-0.00192784	0.02499286	3.7165670656e-06	0.0006246430509795999	-0.0837297	0.005140800000000001	0.007010662662090001	2.642782464000001e-05	-0.000314498	8.693600000000002e-05	9.890899200399998e-08	7.557868096000004e-09	-0.00016434	0.000433649	2.70076356e-08	1.88051455201e-07	0.0	0.0	0.0	0.0
60025.245578178976	-14.918126338699947	3603030106.7206955	222.55049345741313	102945.1636100386	-473.0046301882394	10597706710.697617	223733.3801795131	62628.08666232218	-185.97131775138405	3922277238.9833374	34585.33102618625	62917.04138044349	57669.771021309054	1.099364	17.987494	0.05491982	0.0348982	-0.08668810619999999	0.025448838300000002	0.0201445013	-0.07938943700000001	-0.037919802999999995	0.08000059030000001	-0.0318344694	-0.0412752074	-0.1822517765	-0.1547365848	0.0145132274	-0.031148972900000002	0.0650409496	-0.0532147257	0.032439422200000005	-0.0451711651	-0.045274036600000005	0.006193745600000001	-0.1240408366	-0.0275289791	-0.007220617199999999	0.1265331018	0.2104259082	0.04684618769999999	-0.0718591906	0.1259289506	-0.11269950109999999	0.0206301405	0.0161649144	0.060453696200000004	-0.0032400901	-0.0510085359	0.0102291417	0.039360052799999996	-0.0343528124	0.0975835971	0.0229370489	0.0119339249	-0.0400229016	0.036898963300000004	-0.158473589	-0.0555408825	-0.0343888875	0.046938581900000005	0.0357457118	-0.0189642238	0.1148190744	0.0262342835	0.1183226567	-0.0176317305	-0.21890706100000001	-0.0342353653	-0.0357178602	-0.12901997880000002	0.12430670220000001	-0.0039688275	0.025509227599999997	-0.054202395199999996	-0.0059719177	0.0477707856	-0.0027423886	-0.0373585438	0.02411891	-0.0764952899	-0.0046544806	0.0059514949	0.085366414	0.0345042044	0.1539329934	0.1199585933	0.1107193759	0.0958441479	0.0172497	0.0065323	0.00029755215009	4.2670943290000015e-05	-0.0349221	-0.03299426	0.0012195530684099998	0.0010886211929476	-0.08311160000000001	0.0006180999999999964	0.006907538054560001	3.8204760999999563e-07	-0.000401434	-8.693600000000002e-05	1.61149256356e-07	7.557868096000004e-09	-0.000307413	-0.000143073	9.4502752569e-08	2.0469883328999998e-08	6.549420000000001e-05	6.549420000000001e-05	4.289490233640001e-09	4.289490233640001e-09
